id,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count_x,Dept.No._s_rate_x,Dept.No._s_count_y,Dept.No._s_rate_y,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
1936,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,,2,0.6666666666666666
1937,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.3076923076923077,4,0.3076923076923077,2,0.6666666666666666,2,0.6666666666666666
1938,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
1939,9,0.9,8,0.8888888888888888,6,0.8571428571428571,6,0.8571428571428571,5,0.8333333333333334,5,0.8333333333333334,9,0.8181818181818182,9,0.8181818181818182,1,1.0,7,0.7777777777777778
1940,6,0.5454545454545454,1,1.0,1,1.0,6,0.5454545454545454,5,0.5,4,0.5714285714285714,6,0.5454545454545454,6,0.5454545454545454,1,1.0,2,0.4
1941,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1942,5,1.0,5,1.0,3,1.0,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,2,1.0,2,1.0
1943,9,0.8181818181818182,4,0.8,0,,9,0.8181818181818182,9,0.8181818181818182,0,,9,0.8181818181818182,9,0.8181818181818182,2,1.0,2,1.0
1944,2,0.2,0,0.0,0,0.0,2,0.2,1,0.125,1,0.25,3,0.2,3,0.2,0,,0,0.0
1945,0,,0,,0,,0,,0,,0,,2,1.0,2,1.0,0,,0,
1946,1,1.0,1,1.0,1,1.0,2,1.0,2,1.0,1,1.0,3,0.75,3,0.75,1,1.0,1,1.0
1947,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1948,2,0.2222222222222222,2,0.25,2,0.4,2,0.2222222222222222,1,0.25,1,1.0,3,0.21428571428571427,3,0.21428571428571427,0,,0,0.0
1949,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.25,1,0.25,1,0.25,2,0.4,2,0.4,0,0.0,0,0.0
1950,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,5,1.0,5,1.0,2,1.0,2,1.0
1951,3,0.42857142857142855,3,0.42857142857142855,3,0.5,3,0.5,3,0.5,3,0.5,3,0.42857142857142855,3,0.42857142857142855,0,,0,
1952,3,0.75,2,1.0,2,1.0,3,1.0,1,1.0,1,1.0,5,0.7142857142857143,5,0.7142857142857143,0,0.0,0,0.0
1953,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,,2,1.0,2,1.0,0,,0,
1954,1,1.0,1,1.0,0,,2,1.0,0,,0,,2,1.0,2,1.0,0,,0,
1955,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
1956,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1957,3,1.0,2,1.0,1,1.0,3,1.0,1,1.0,1,1.0,3,1.0,3,1.0,3,1.0,3,1.0
1958,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,0,,0,
1959,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1960,2,1.0,2,1.0,1,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
1961,3,1.0,3,1.0,3,1.0,0,,0,,0,,3,1.0,3,1.0,0,,0,
1962,0,,0,,0,,0,,0,,0,,2,1.0,2,1.0,0,,0,
1963,3,0.75,3,0.75,3,0.75,1,1.0,1,1.0,1,1.0,3,0.75,3,0.75,0,,0,
1964,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
1965,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1966,0,,0,,0,,0,,0,,0,,10,0.6666666666666666,10,0.6666666666666666,3,1.0,3,1.0
1967,2,1.0,2,1.0,0,,1,1.0,0,,0,,2,1.0,2,1.0,0,,0,
1968,4,0.5714285714285714,4,0.5714285714285714,3,0.75,4,0.6666666666666666,4,0.8,4,0.8,8,0.6666666666666666,8,0.6666666666666666,1,1.0,1,1.0
1969,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
1970,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
1971,4,0.8,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,4,0.8,4,0.8,0,,0,
1972,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1973,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
1974,0,,0,,0,,0,,0,,0,,11,0.55,11,0.55,0,0.0,0,0.0
1975,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
1976,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1977,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1978,2,0.6666666666666666,2,0.6666666666666666,0,0.0,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,0,,0,
1979,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1980,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,2,0.6666666666666666,1,1.0,1,1.0
1981,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,9,0.6428571428571429,9,0.6428571428571429,4,1.0,4,1.0
1982,6,1.0,6,1.0,0,,6,1.0,6,1.0,0,,6,1.0,6,1.0,2,1.0,2,1.0
1983,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1984,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1985,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1986,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1987,7,0.875,7,0.875,5,1.0,7,0.7777777777777778,7,0.7777777777777778,7,0.7777777777777778,7,0.7777777777777778,7,0.7777777777777778,0,,0,
1988,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.5,1,0.5,0,,0,
1989,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,,1,1.0,1,1.0,0,,0,
1990,1,0.3333333333333333,0,,0,,1,0.3333333333333333,1,0.3333333333333333,1,0.5,1,0.25,1,0.25,0,,0,0.0
1991,0,,0,,0,,0,,0,,0,,1,0.2,1,0.2,1,0.5,1,1.0
1992,0,,0,,0,,1,1.0,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
1993,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,3,0.75,3,1.0,3,1.0,3,0.75,3,0.75,0,,0,
1994,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
1995,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,1,1.0
1996,0,,0,,0,,0,,0,,0,,6,0.8571428571428571,6,0.8571428571428571,3,1.0,3,1.0
1997,3,1.0,2,1.0,2,1.0,2,1.0,0,,0,,4,1.0,4,1.0,2,1.0,2,1.0
1998,2,0.5,0,0.0,0,0.0,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,0,,0,
1999,2,0.5,0,0.0,0,0.0,2,0.5,2,0.5,2,0.5,2,0.5,2,0.5,0,,0,
2000,6,0.8571428571428571,6,0.8571428571428571,4,1.0,6,0.8571428571428571,6,0.8571428571428571,6,1.0,6,0.8571428571428571,6,0.8571428571428571,3,1.0,3,1.0
2001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,1,0.25,1,0.25,0,0.0
2002,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,0.0
2003,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2004,2,0.2222222222222222,2,0.5,2,0.5,2,0.4,2,0.4,2,0.6666666666666666,2,0.2222222222222222,2,0.2222222222222222,2,1.0,2,0.6666666666666666
2005,4,1.0,4,1.0,3,1.0,2,1.0,2,1.0,2,1.0,4,1.0,4,1.0,3,1.0,3,1.0
2006,1,0.14285714285714285,1,0.14285714285714285,1,0.16666666666666666,1,0.14285714285714285,1,0.16666666666666666,1,0.2,1,0.14285714285714285,1,0.14285714285714285,0,,0,
2007,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,3,0.75,0,,2,1.0
2008,1,0.2,1,0.2,1,0.2,1,0.2,1,0.25,1,0.25,1,0.2,1,0.2,0,,0,
2009,1,1.0,0,,0,,1,0.5,0,,0,,2,0.5,2,0.5,0,0.0,0,0.0
2010,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2011,1,0.2,1,0.2,1,0.2,1,0.2,1,0.25,1,0.25,1,0.2,1,0.2,0,,0,
2012,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,0,,3,1.0
2013,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2014,4,0.36363636363636365,4,0.36363636363636365,2,0.5,2,0.2222222222222222,0,,0,,4,0.3333333333333333,4,0.3333333333333333,0,,0,
2015,1,0.2,1,0.2,1,0.2,1,0.2,1,0.25,1,0.25,1,0.2,1,0.2,0,,0,
2016,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2017,0,,0,,0,,0,,0,,0,,7,1.0,7,1.0,6,1.0,6,1.0
2018,2,0.5,0,0.0,0,0.0,2,0.4,2,0.4,2,0.4,2,0.3333333333333333,2,0.3333333333333333,0,0.0,2,1.0
2019,2,1.0,2,1.0,2,1.0,3,1.0,3,1.0,2,1.0,4,0.8,4,0.8,2,1.0,2,1.0
2020,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,1,0.16666666666666666,1,0.16666666666666666,1,1.0,1,1.0
2021,1,0.25,1,0.25,0,,1,0.2,1,0.2,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0
2022,0,,0,,0,,0,,0,,0,,5,0.625,5,0.625,1,1.0,1,1.0
2023,3,0.3,3,0.3,1,0.25,3,0.3,3,0.3,1,0.25,3,0.3,3,0.3,0,0.0,1,1.0
2024,4,0.4444444444444444,2,0.2857142857142857,1,0.3333333333333333,3,0.375,3,0.42857142857142855,2,0.5,4,0.4444444444444444,4,0.4444444444444444,0,,0,
2025,0,,0,,0,,0,,0,,0,,3,0.75,3,0.75,0,,0,
2026,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3333333333333333,2,0.3333333333333333,0,,0,
2027,0,,0,,0,,0,,0,,0,,2,0.3333333333333333,2,0.3333333333333333,0,0.0,0,0.0
2028,1,0.16666666666666666,1,0.16666666666666666,0,,1,0.16666666666666666,1,0.2,0,,1,0.16666666666666666,1,0.16666666666666666,0,,1,0.2
2029,1,0.5,1,1.0,0,,1,0.3333333333333333,1,0.3333333333333333,0,,1,0.3333333333333333,1,0.3333333333333333,0,,0,
2030,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2031,2,0.3333333333333333,2,0.3333333333333333,1,0.2,9,0.5625,9,0.6428571428571429,8,0.6153846153846154,15,0.6818181818181818,15,0.6818181818181818,2,0.4,2,0.4
2032,0,,0,,0,,4,0.8,4,0.8,4,0.8,4,0.8,4,0.8,0,,0,0.0
2033,2,0.3333333333333333,2,0.3333333333333333,1,0.2,9,0.5625,9,0.6428571428571429,0,0.0,15,0.6818181818181818,15,0.6818181818181818,2,0.4,2,0.4
2034,2,1.0,2,1.0,2,1.0,1,1.0,1,1.0,1,1.0,2,1.0,2,1.0,2,1.0,2,1.0
2035,0,,0,,0,,0,,0,,0,,4,0.8,4,0.8,0,,0,0.0
2036,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.8571428571428571,6,0.8571428571428571,0,,0,
2037,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
2038,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,0,,0,
2039,14,0.5,14,0.5,10,0.4166666666666667,14,0.5,14,0.5185185185185185,11,0.5,14,0.5,14,0.5,0,0.0,0,0.0
2040,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2041,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2042,2,0.6666666666666666,2,0.6666666666666666,1,0.5,7,0.7777777777777778,7,0.875,6,0.8571428571428571,8,0.8,8,0.8,2,0.6666666666666666,1,0.5
2043,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
2044,4,1.0,4,1.0,3,1.0,4,1.0,4,1.0,2,1.0,4,1.0,4,1.0,0,,0,
2045,0,,0,,0,,6,0.6,6,0.75,5,0.7142857142857143,7,0.5833333333333334,7,0.5833333333333334,2,0.5,1,0.3333333333333333
2046,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
2047,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
2048,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2049,2,0.6666666666666666,1,0.5,0,,1,1.0,1,1.0,1,1.0,2,0.6666666666666666,2,0.6666666666666666,0,,2,0.6666666666666666
2050,0,,0,,0,,0,,0,,0,,7,0.875,7,0.875,0,,1,1.0
2051,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2052,3,1.0,3,1.0,3,1.0,3,1.0,2,1.0,1,1.0,3,1.0,3,1.0,0,,0,
2053,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,2,0.2222222222222222,0,,0,0.0
2054,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,
2055,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2056,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2057,0,,0,,0,,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
2058,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
2059,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2060,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2061,3,1.0,3,1.0,2,1.0,3,1.0,2,1.0,1,1.0,5,1.0,5,1.0,0,,0,
2062,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0,3,1.0,6,1.0,6,1.0,0,,0,
2063,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2064,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0,3,1.0,6,1.0,6,1.0,4,1.0,5,1.0
2065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2066,6,1.0,6,1.0,6,1.0,6,1.0,6,1.0,3,1.0,6,1.0,6,1.0,4,1.0,5,1.0
2067,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,0,,0,
2068,5,0.8333333333333334,5,0.8333333333333334,2,0.6666666666666666,5,0.8333333333333334,4,0.8,1,0.5,7,0.875,7,0.875,1,1.0,3,1.0
2069,3,1.0,3,1.0,2,1.0,3,1.0,2,1.0,1,1.0,5,1.0,5,1.0,2,1.0,2,1.0
2070,4,1.0,2,1.0,0,,4,1.0,4,1.0,2,1.0,5,1.0,5,1.0,4,1.0,5,1.0
2071,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
2072,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2073,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2074,2,1.0,2,1.0,2,1.0,0,,0,,0,,5,0.7142857142857143,5,0.7142857142857143,3,1.0,5,1.0
2075,1,1.0,1,1.0,1,1.0,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
2076,12,0.5714285714285714,4,0.8,4,0.8,5,0.625,1,1.0,1,1.0,12,0.5714285714285714,12,0.5714285714285714,1,1.0,3,0.42857142857142855
2077,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2078,2,0.15384615384615385,2,0.18181818181818182,2,0.18181818181818182,2,0.16666666666666666,2,0.18181818181818182,2,0.2,2,0.15384615384615385,2,0.15384615384615385,1,1.0,2,0.4
2079,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2080,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2081,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2082,3,1.0,3,1.0,2,1.0,2,1.0,1,1.0,1,1.0,3,1.0,3,1.0,2,1.0,2,1.0
2083,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2084,3,1.0,3,1.0,3,1.0,4,1.0,4,1.0,1,1.0,6,0.8571428571428571,6,0.8571428571428571,4,1.0,4,1.0
2085,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,3,1.0,3,1.0,2,1.0,2,1.0
2086,2,1.0,2,1.0,1,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
2087,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2088,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2089,2,0.25,2,0.25,2,0.3333333333333333,2,0.25,1,0.16666666666666666,1,0.16666666666666666,3,0.23076923076923078,3,0.23076923076923078,0,,0,
2090,4,0.6666666666666666,2,0.5,2,0.5,4,0.8,4,0.8,2,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,0,,0,
2091,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
2092,2,1.0,2,1.0,0,,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
2093,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,6,0.75,6,0.75,3,1.0,3,1.0
2094,3,0.42857142857142855,2,0.4,2,0.5,3,0.42857142857142855,0,,0,,3,0.42857142857142855,3,0.42857142857142855,0,,1,1.0
2095,9,0.8181818181818182,0,,0,,0,0.0,0,0.0,0,0.0,9,0.75,9,0.75,2,1.0,2,1.0
2096,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,,0,,2,0.5,2,0.5,0,,2,0.6666666666666666
2097,2,0.25,2,0.25,2,0.25,2,0.25,1,0.16666666666666666,1,0.16666666666666666,3,0.23076923076923078,3,0.23076923076923078,0,,0,
2098,1,0.25,1,0.3333333333333333,1,0.3333333333333333,1,0.25,1,0.25,1,1.0,1,0.25,1,0.25,0,,0,0.0
2099,2,0.25,2,0.25,2,0.25,2,0.25,1,0.16666666666666666,1,0.16666666666666666,3,0.23076923076923078,3,0.23076923076923078,0,,0,
2100,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,5,0.8333333333333334,5,0.8333333333333334,0,,0,
2101,4,0.5714285714285714,4,0.6666666666666666,4,0.6666666666666666,4,0.5,4,0.5,4,0.5,4,0.5,4,0.5,3,1.0,3,1.0
2102,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
2103,4,0.4444444444444444,4,0.4444444444444444,4,0.4444444444444444,4,0.4444444444444444,4,0.5,4,0.5,4,0.4444444444444444,4,0.4444444444444444,0,0.0,0,0.0
2104,6,0.8571428571428571,6,0.8571428571428571,5,0.8333333333333334,6,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,6,0.8571428571428571,3,1.0,0,
2105,1,1.0,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
2106,5,0.7142857142857143,0,,0,,5,0.625,0,,0,,6,0.6666666666666666,6,0.6666666666666666,0,,0,
2107,1,0.25,1,0.25,0,,0,,0,,0,,1,0.2,1,0.2,0,,0,
2108,4,0.6666666666666666,4,0.6666666666666666,3,1.0,4,0.8,4,0.8,4,1.0,9,0.75,9,0.75,0,,0,0.0
2109,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2110,3,0.75,3,0.75,3,0.75,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,1,1.0,1,1.0
2111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2112,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,
2113,0,,0,,0,,0,,0,,0,,2,1.0,2,1.0,1,1.0,1,1.0
2114,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
2115,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
2116,7,0.5833333333333334,5,0.5,4,0.5714285714285714,7,0.5833333333333334,4,0.5,1,1.0,7,0.5833333333333334,7,0.5833333333333334,1,1.0,1,1.0
2117,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
2118,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,1,1.0,2,1.0
2119,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,12,0.5454545454545454,12,0.5454545454545454,0,,0,0.0
2120,2,1.0,2,1.0,0,,1,1.0,1,1.0,1,1.0,2,0.6666666666666666,2,0.6666666666666666,0,,0,
2121,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2122,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,2,0.6666666666666666,0,,0,
2123,1,1.0,1,1.0,1,1.0,1,0.5,0,0.0,0,,4,0.4444444444444444,4,0.4444444444444444,1,0.3333333333333333,1,0.3333333333333333
2124,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2125,3,0.2727272727272727,2,0.2222222222222222,0,0.0,3,0.2727272727272727,1,0.25,1,0.3333333333333333,3,0.2727272727272727,3,0.2727272727272727,0,0.0,0,0.0
2126,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2127,0,,0,,0,,0,,0,,0,,6,0.6666666666666666,6,0.6666666666666666,1,1.0,1,1.0
2128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2129,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,2,1.0,2,1.0
2130,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
2131,3,1.0,3,1.0,0,,1,1.0,1,1.0,0,,3,1.0,3,1.0,3,1.0,3,1.0
2132,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,1.0
2133,2,1.0,2,1.0,2,1.0,1,1.0,1,1.0,0,,2,1.0,2,1.0,2,1.0,2,1.0
2134,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
2135,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,2,1.0,2,1.0
2136,2,1.0,2,1.0,2,1.0,1,1.0,1,1.0,0,,2,1.0,2,1.0,2,1.0,2,1.0
2137,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2138,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2139,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,1.0
2140,0,0.0,0,,0,,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,
2141,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2142,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,1.0,1,1.0
2143,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,2,1.0,2,1.0
2144,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
2145,1,0.5,1,0.5,0,,1,0.5,1,0.5,0,0.0,3,0.75,3,0.75,1,1.0,1,1.0
2146,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,2,1.0,2,1.0
2147,8,0.8888888888888888,8,0.8888888888888888,6,1.0,8,0.8,8,0.8,8,0.8,8,0.8,8,0.8,1,1.0,1,1.0
2148,0,,0,,0,,0,,0,,0,,4,0.8,4,0.8,0,0.0,0,0.0
2149,4,1.0,4,1.0,3,1.0,2,1.0,2,1.0,2,1.0,4,1.0,4,1.0,4,1.0,4,1.0
2150,10,0.5882352941176471,2,0.4,2,0.4,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,13,0.5652173913043478,13,0.5652173913043478,1,1.0,1,0.5
2151,4,0.8,1,0.5,1,1.0,4,0.8,4,0.8,3,1.0,4,0.6666666666666666,4,0.6666666666666666,1,1.0,1,1.0
2152,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,7,0.7,7,0.7,2,1.0,2,1.0
2153,0,,0,,0,,3,1.0,0,,0,,3,1.0,3,1.0,0,,0,
2154,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,5,0.8333333333333334,5,0.8333333333333334,3,1.0,3,1.0
2155,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2156,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,2,1.0,2,1.0,1,1.0,1,1.0
2157,0,,0,,0,,0,,0,,0,,2,1.0,2,1.0,2,1.0,2,1.0
2158,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0
2159,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2160,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,1,1.0,1,1.0
2161,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2162,7,0.875,7,0.875,5,1.0,7,0.875,7,0.875,7,1.0,8,0.8888888888888888,8,0.8888888888888888,5,1.0,5,1.0
2163,3,0.3333333333333333,0,,0,,3,0.3333333333333333,0,,0,,3,0.3333333333333333,3,0.3333333333333333,1,0.16666666666666666,2,0.2857142857142857
2164,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0,4,1.0
2165,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2166,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,
2167,1,0.3333333333333333,1,0.5,1,0.5,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.25,1,0.25,1,1.0,1,1.0
2168,1,1.0,1,1.0,0,,5,1.0,5,1.0,4,1.0,5,0.8333333333333334,5,0.8333333333333334,2,1.0,2,1.0
2169,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,0.0
2170,9,0.9,9,0.9,7,1.0,9,0.8181818181818182,9,0.8181818181818182,9,0.8181818181818182,9,0.8181818181818182,9,0.8181818181818182,0,,6,0.8571428571428571
