id,granted,sponsor,grant_category,grant_value,date
1713,0,216D,30D,10000.0,2006-03-14
1714,0,86B,30B,5000.0,2006-03-15
1715,0,,,5000.0,2006-03-15
1716,1,120D,30B,,2006-03-15
1717,1,86B,30B,,2006-03-15
1718,0,86B,30B,5000.0,2006-03-15
1719,0,190B,30B,10000.0,2006-03-15
1720,1,189A,30D,5000.0,2006-03-15
1721,0,214B,10A,30000.0,2006-03-20
1722,1,,,10000.0,2006-03-20
1723,0,214B,10A,200000.0,2006-03-21
1724,1,,,5000.0,2006-03-23
1725,1,51C,20C,,2006-03-25
1726,0,2B,10A,400000.0,2006-03-27
1727,0,86B,30B,5000.0,2006-03-27
1728,0,2B,10A,400000.0,2006-03-27
1729,0,86B,30B,5000.0,2006-03-27
1730,0,2B,10A,400000.0,2006-03-27
1731,0,2B,10A,400000.0,2006-03-27
1732,0,36D,10A,100000.0,2006-03-27
1733,1,,,,2006-03-27
1734,1,,,,2006-03-28
1735,1,,,20000.0,2006-03-28
1736,1,,,,2006-03-28
1737,1,163C,10A,,2006-03-28
1738,1,51C,20C,5000.0,2006-03-28
1739,1,100D,30C,10000.0,2006-03-28
1740,0,215C,30B,,2006-03-30
1741,1,2B,10A,20000.0,2006-03-30
1742,0,215C,30B,,2006-03-30
1743,0,166B,10A,,2006-03-30
1744,0,215C,30B,,2006-03-30
1745,1,215C,30B,5000.0,2006-03-30
1746,0,215C,30B,,2006-03-30
1747,0,202B,30B,5000.0,2006-03-30
1748,1,,,5000.0,2006-03-30
1749,0,34B,30C,,2006-03-31
1750,1,133A,30D,5000.0,2006-03-31
1751,1,1A,10A,,2006-03-31
1752,0,34B,30C,5000.0,2006-03-31
1753,1,,,5000.0,2006-03-31
1754,1,,,,2006-03-31
1755,1,,,,2006-03-31
1756,0,133A,30D,5000.0,2006-03-31
1757,1,,,,2006-03-31
1758,1,84D,30B,10000.0,2006-01-04
1759,1,237A,20A,10000.0,2006-01-04
1760,1,233A,30D,5000.0,2006-01-04
1761,1,4D,20C,10000.0,2006-01-04
1762,1,,,5000.0,2006-01-04
1763,1,,,100000.0,2006-01-04
1764,1,51C,20C,5000.0,2006-01-04
1765,1,,,20000.0,2006-01-04
1766,1,196D,20C,40000.0,2006-01-04
1767,1,132D,30B,5000.0,2006-01-04
1768,1,18B,20A,5000.0,2006-03-04
1769,0,,,200000.0,2006-03-04
1770,0,32D,30B,,2006-03-04
1771,0,,,200000.0,2006-03-04
1772,0,32D,30B,50000.0,2006-03-04
1773,0,32D,30B,20000.0,2006-03-04
1774,0,,,200000.0,2006-03-04
1775,0,32D,30B,5000.0,2006-03-04
1776,1,18B,20A,5000.0,2006-03-04
1777,0,97A,30B,10000.0,2006-03-04
1778,0,32D,30B,30000.0,2006-03-04
1779,0,32D,30B,30000.0,2006-03-04
1780,0,90B,30D,20000.0,2006-04-04
1781,0,,,10000.0,2006-04-04
1782,1,75C,10B,5000.0,2006-04-04
1783,1,,,,2006-04-04
1784,0,97A,30B,5000.0,2006-04-04
1785,0,174B,30B,5000.0,2006-04-04
1786,0,97A,30B,5000.0,2006-04-04
1787,0,4D,10A,300000.0,2006-04-04
1788,0,97A,30B,5000.0,2006-04-04
1789,1,75C,10B,5000.0,2006-04-04
1790,0,,,5000.0,2006-04-04
1791,1,75C,10B,5000.0,2006-04-04
1792,1,75C,10B,5000.0,2006-04-04
1793,1,75C,10B,5000.0,2006-04-04
1794,0,75C,10B,5000.0,2006-04-04
1795,0,97A,30B,5000.0,2006-04-04
1796,0,,,10000.0,2006-04-04
1797,0,97A,30B,5000.0,2006-04-04
1798,0,,,20000.0,2006-04-04
1799,1,75C,10B,5000.0,2006-04-04
1800,1,75C,10B,5000.0,2006-04-04
1801,1,75C,10B,5000.0,2006-04-04
1802,0,97A,30B,20000.0,2006-04-04
1803,0,4D,10A,300000.0,2006-04-04
1804,0,97A,30B,10000.0,2006-04-04
1805,1,,,5000.0,2006-05-04
1806,0,40D,10B,,2006-06-04
1807,1,2B,10A,5000.0,2006-10-04
1808,1,,,10000.0,2006-10-04
1809,0,38B,30B,,2006-10-04
1810,1,2B,10A,5000.0,2006-10-04
1811,1,59C,20C,5000.0,2006-10-04
1812,1,59C,20C,20000.0,2006-10-04
1813,0,2B,10A,5000.0,2006-10-04
1814,0,2B,10A,5000.0,2006-10-04
1815,0,63C,20A,50000.0,2006-11-04
1816,0,,,20000.0,2006-11-04
1817,0,,,10000.0,2006-11-04
1818,0,82B,30G,30000.0,2006-11-04
1819,0,63C,20A,10000.0,2006-11-04
1820,1,5A,30B,5000.0,2006-11-04
1821,1,2B,10A,20000.0,2006-11-04
1822,1,113A,10B,20000.0,2006-12-04
1823,0,18B,20A,100000.0,2006-12-04
1824,0,,,,2006-12-04
1825,0,,,5000.0,2006-12-04
1826,0,101A,30G,10000.0,2006-12-04
1827,1,18B,20A,100000.0,2006-04-13
1828,0,18B,20A,100000.0,2006-04-13
1829,1,,,5000.0,2006-04-13
1830,1,,,10000.0,2006-04-14
1831,1,,,5000.0,2006-04-15
1832,1,,,10000.0,2006-04-16
1833,0,141A,30B,10000.0,2006-04-19
1834,0,196D,20C,5000.0,2006-04-19
1835,1,,,10000.0,2006-04-19
1836,0,66B,30B,20000.0,2006-04-19
1837,1,194B,30B,5000.0,2006-04-19
1838,1,233A,30D,5000.0,2006-04-19
1839,1,141A,30B,5000.0,2006-04-19
1840,1,47C,10B,5000.0,2006-04-20
1841,0,59C,20C,5000.0,2006-04-21
1842,1,59C,20C,200000.0,2006-04-21
1843,0,59C,20C,5000.0,2006-04-21
1844,1,59C,20C,5000.0,2006-04-21
1845,1,59C,20C,100000.0,2006-04-21
1846,1,59C,20C,40000.0,2006-04-21
1847,0,59C,20C,5000.0,2006-04-21
1848,0,59C,20C,5000.0,2006-04-21
1849,1,34B,30C,5000.0,2006-04-26
1850,1,5A,30B,5000.0,2006-04-26
1851,1,34B,30C,5000.0,2006-04-26
1852,0,34B,30C,5000.0,2006-04-26
1853,1,,,,2006-04-26
1854,1,,,5000.0,2006-04-26
1855,1,34B,30C,5000.0,2006-04-26
1856,1,,,,2006-04-27
1857,1,,,20000.0,2006-04-27
1858,0,5A,30B,5000.0,2006-04-27
1859,1,34B,30C,5000.0,2006-04-27
1860,0,26B,10A,40000.0,2006-04-27
1861,1,36D,10A,100000.0,2006-04-27
1862,1,,,20000.0,2006-04-28
1863,1,,,20000.0,2006-04-28
1864,1,,,,2006-04-28
1865,1,,,40000.0,2006-04-28
1866,1,,,30000.0,2006-04-28
1867,1,,,30000.0,2006-04-28
1868,0,225A,30B,5000.0,2006-04-28
1869,0,59C,10A,10000.0,2006-04-28
1870,0,222B,30C,10000.0,2006-04-28
1871,0,59C,10A,100000.0,2006-04-28
1872,1,,,20000.0,2006-04-28
1873,1,,,30000.0,2006-04-28
1874,1,,,,2006-04-28
1875,1,,,50000.0,2006-04-28
1876,1,34B,30C,5000.0,2006-04-28
1877,1,,,40000.0,2006-04-28
1878,1,34B,30C,5000.0,2006-04-28
1879,0,59C,10A,20000.0,2006-04-28
1880,1,,,40000.0,2006-04-28
1881,1,,,30000.0,2006-04-28
1882,1,,,30000.0,2006-04-28
1883,1,132D,40C,5000.0,2006-04-30
1884,1,212D,20C,5000.0,2006-04-30
1885,1,2B,10A,40000.0,2006-01-05
1886,1,63C,20A,10000.0,2006-01-05
1887,1,,,20000.0,2006-01-05
1888,1,,,30000.0,2006-01-05
1889,1,,,20000.0,2006-01-05
1890,1,63C,20A,10000.0,2006-01-05
1891,0,66B,30B,,2006-02-05
1892,1,2B,10A,,2006-02-05
1893,0,59C,10A,5000.0,2006-02-05
1894,1,196D,10A,100000.0,2006-02-05
1895,0,59C,10A,30000.0,2006-02-05
1896,1,212D,20C,5000.0,2006-02-05
1897,1,,,5000.0,2006-03-05
1898,1,,,,2006-03-05
1899,1,,,20000.0,2006-04-05
1900,1,,,20000.0,2006-04-05
1901,1,157A,30B,5000.0,2006-04-05
1902,1,28D,30B,5000.0,2006-04-05
1903,0,28D,30B,5000.0,2006-04-05
1904,1,,,10000.0,2006-04-05
1905,1,,,5000.0,2006-04-05
1906,1,,,,2006-04-05
1907,1,,,5000.0,2006-04-05
1908,1,,,5000.0,2006-04-05
1909,1,,,20000.0,2006-04-05
1910,1,,,5000.0,2006-04-05
1911,1,,,5000.0,2006-05-05
1912,1,,,30000.0,2006-05-05
1913,0,40D,10B,,2006-05-05
1914,0,66B,30B,,2006-05-05
1915,1,2B,10A,20000.0,2006-05-05
1916,1,,,,2006-05-05
1917,1,164D,10B,,2006-05-05
1918,1,,,,2006-05-05
1919,0,144D,20C,5000.0,2006-08-05
1920,0,144D,20C,5000.0,2006-08-05
1921,1,2B,10A,10000.0,2006-08-05
1922,1,,,5000.0,2006-08-05
1923,1,,,30000.0,2006-08-05
1924,1,2B,10A,5000.0,2006-09-05
1925,1,,,30000.0,2006-10-05
1926,1,,,20000.0,2006-10-05
1927,1,,,5000.0,2006-10-05
1928,1,,,5000.0,2006-10-05
1929,1,,,5000.0,2006-10-05
1930,1,,,5000.0,2006-11-05
1931,1,,,5000.0,2006-11-05
1932,1,,,50000.0,2006-11-05
1933,1,,,5000.0,2006-11-05
1934,1,9A,10A,5000.0,2006-12-05
1935,1,9A,10A,5000.0,2006-12-05
1936,1,9A,10A,5000.0,2006-12-05
1937,1,,,,2006-12-05
1938,1,,,10000.0,2006-12-05
1939,1,9A,10A,5000.0,2006-12-05
1940,1,9A,10A,5000.0,2006-12-05
1941,1,,,5000.0,2006-05-15
1942,1,,,100000.0,2006-05-15
1943,1,,,20000.0,2006-05-16
1944,0,149A,30B,,2006-05-16
1945,1,,,,2006-05-16
1946,1,,,20000.0,2006-05-16
1947,1,,,10000.0,2006-05-16
1948,0,149A,30B,,2006-05-16
1949,1,,,10000.0,2006-05-16
1950,1,,,5000.0,2006-05-16
1951,1,,,5000.0,2006-05-16
1952,1,12D,30B,,2006-05-17
1953,1,,,10000.0,2006-05-17
1954,1,,,5000.0,2006-05-18
1955,1,2B,10A,40000.0,2006-05-18
1956,1,,,5000.0,2006-05-18
1957,1,,,5000.0,2006-05-18
1958,1,,,5000.0,2006-05-19
1959,1,5A,30B,5000.0,2006-05-19
1960,1,,,5000.0,2006-05-19
1961,1,,,40000.0,2006-05-19
1962,1,,,,2006-05-19
1963,1,,,20000.0,2006-05-19
1964,1,237A,20A,,2006-05-22
1965,1,,,5000.0,2006-05-22
1966,1,,,,2006-05-23
1967,1,,,5000.0,2006-05-23
1968,1,,,10000.0,2006-05-23
1969,1,,,,2006-05-23
1970,1,,,5000.0,2006-05-23
1971,1,,,10000.0,2006-05-23
1972,1,149A,30B,10000.0,2006-05-24
1973,0,149A,30B,,2006-05-24
1974,1,,,,2006-05-24
1975,1,149A,30B,10000.0,2006-05-24
1976,1,149A,30B,10000.0,2006-05-24
1977,1,149A,30B,10000.0,2006-05-24
1978,0,149A,30B,,2006-05-24
1979,1,,,30000.0,2006-05-24
1980,1,,,,2006-05-24
1981,1,,,,2006-05-25
1982,0,149A,30B,,2006-05-25
1983,1,,,5000.0,2006-05-25
1984,1,,,,2006-05-25
1985,1,5A,30B,5000.0,2006-05-25
1986,1,,,10000.0,2006-05-25
1987,1,,,,2006-05-25
1988,1,,,5000.0,2006-05-25
1989,1,,,,2006-05-25
1990,0,149A,30B,,2006-05-25
1991,0,4D,10A,,2006-05-26
1992,1,,,20000.0,2006-05-26
1993,1,20D,10B,5000.0,2006-05-26
1994,0,4D,10A,,2006-05-26
1995,0,4D,10A,,2006-05-26
1996,1,,,,2006-05-26
1997,1,2B,10A,50000.0,2006-05-26
1998,1,20D,10B,5000.0,2006-05-26
1999,1,20D,10B,,2006-05-26
2000,1,,,20000.0,2006-05-26
2001,0,4D,10A,,2006-05-26
2002,0,40D,30B,,2006-05-29
2003,0,40D,10B,,2006-05-29
2004,1,179C,20A,200000.0,2006-05-29
2005,1,,,5000.0,2006-05-29
2006,1,179C,20A,40000.0,2006-05-29
2007,0,40D,10B,,2006-05-29
2008,1,179C,20A,100000.0,2006-05-29
2009,0,40D,10B,,2006-05-29
2010,1,40D,30B,50000.0,2006-05-29
2011,0,179C,20A,300000.0,2006-05-29
2012,0,40D,10B,,2006-05-29
2013,1,,,20000.0,2006-05-29
2014,1,,,5000.0,2006-05-29
2015,1,179C,20A,100000.0,2006-05-29
2016,0,179C,20A,100000.0,2006-05-29
2017,1,,,,2006-05-29
2018,0,40D,10B,,2006-05-29
2019,1,,,5000.0,2006-05-30
2020,0,,,,2006-05-30
2021,0,60D,30D,30000.0,2006-05-30
2022,1,,,,2006-05-30
2023,0,40D,30B,,2006-05-30
2024,1,208D,30C,5000.0,2006-05-30
2025,1,,,,2006-05-30
2026,0,65A,30B,,2006-05-31
2027,1,,,30000.0,2006-05-31
2028,1,26B,10A,30000.0,2006-05-31
2029,0,65A,30B,,2006-05-31
2030,0,65A,30B,,2006-05-31
2031,0,65A,30B,,2006-05-31
2032,1,65A,30B,10000.0,2006-05-31
2033,0,65A,30B,,2006-05-31
2034,1,,,5000.0,2006-05-31
2035,1,65A,30B,10000.0,2006-05-31
2036,0,65A,30B,,2006-05-31
2037,1,,,,2006-01-06
2038,1,208D,30B,5000.0,2006-01-06
2039,0,,,,2006-01-06
2040,1,,,10000.0,2006-01-06
2041,0,20D,10B,5000.0,2006-01-06
2042,0,65A,30B,,2006-01-06
2043,0,,,,2006-01-06
2044,0,,,,2006-01-06
2045,0,65A,30B,,2006-01-06
2046,0,164D,10B,100000.0,2006-01-06
2047,1,,,10000.0,2006-01-06
2048,0,65A,30B,,2006-01-06
2049,1,163C,10A,5000.0,2006-01-06
2050,0,65A,30B,,2006-01-06
2051,1,,,5000.0,2006-01-06
2052,1,,,,2006-01-06
2053,0,65A,30B,,2006-01-06
2054,0,4D,10A,,2006-01-06
2055,0,4D,10A,,2006-01-06
2056,1,20D,10B,,2006-01-06
2057,1,,,10000.0,2006-01-06
2058,1,,,,2006-02-06
2059,1,149A,30B,10000.0,2006-02-06
2060,1,73A,30B,5000.0,2006-02-06
2061,0,149A,30B,,2006-02-06
2062,1,180D,10B,,2006-02-06
2063,0,180D,10B,,2006-02-06
2064,0,149A,30B,,2006-02-06
2065,1,,,40000.0,2006-02-06
2066,0,149A,30B,,2006-02-06
2067,0,180D,10B,,2006-02-06
2068,1,180D,10B,,2006-02-06
2069,1,,,,2006-02-06
2070,0,149A,30B,,2006-02-06
2071,0,180D,10B,,2006-02-06
2072,0,62B,30B,,2006-02-06
2073,1,36D,10A,5000.0,2006-05-06
2074,1,4D,10A,30000.0,2006-05-06
2075,1,13A,10A,,2006-05-06
2076,1,36D,10A,5000.0,2006-05-06
2077,1,,,,2006-05-06
2078,1,84D,30B,5000.0,2006-06-06
2079,1,52D,20A,5000.0,2006-06-06
2080,1,52D,20A,5000.0,2006-06-06
2081,1,,,5000.0,2006-06-06
2082,0,2B,10A,,2006-07-06
2083,0,2B,10A,,2006-07-06
2084,1,,,5000.0,2006-07-06
2085,0,7C,10A,,2006-07-06
2086,1,,,,2006-07-06
2087,1,,,,2006-07-06
2088,1,,,5000.0,2006-07-06
2089,0,101A,30G,10000.0,2006-08-06
2090,0,53A,10B,,2006-08-06
2091,0,29A,10B,20000.0,2006-08-06
2092,1,53A,10B,20000.0,2006-08-06
2093,0,29A,10B,,2006-08-06
2094,0,29A,10B,,2006-08-06
2095,1,,,,2006-08-06
2096,1,68D,30B,5000.0,2006-08-06
2097,0,101A,30G,10000.0,2006-08-06
2098,0,29A,10B,,2006-08-06
2099,0,101A,30G,10000.0,2006-08-06
2100,1,29A,10B,,2006-08-06
2101,0,29A,10B,,2006-08-06
2102,0,3C,20C,5000.0,2006-08-06
2103,0,60D,30D,,2006-09-06
2104,1,40D,30B,5000.0,2006-09-06
2105,1,211C,30B,,2006-09-06
2106,0,60D,30D,,2006-09-06
2107,1,,,,2006-09-06
2108,0,68D,30B,,2006-09-06
2109,0,60D,30D,,2006-09-06
2110,0,40D,30B,,2006-09-06
2111,1,203C,20C,100000.0,2006-06-13
2112,0,203C,20C,30000.0,2006-06-13
2113,1,7C,10A,,2006-06-14
2114,1,,,,2006-06-14
2115,1,,,5000.0,2006-06-14
2116,1,,,40000.0,2006-06-15
2117,1,,,5000.0,2006-06-15
2118,1,73A,30B,5000.0,2006-06-16
2119,1,203C,20C,5000.0,2006-06-16
2120,1,,,,2006-06-16
2121,1,,,5000.0,2006-06-16
2122,1,,,,2006-06-19
2123,1,,,30000.0,2006-06-19
2124,1,,,5000.0,2006-06-20
2125,1,,,5000.0,2006-06-20
2126,1,,,,2006-06-21
2127,1,,,,2006-06-21
2128,0,101A,30G,10000.0,2006-06-21
2129,1,,,,2006-06-22
2130,1,,,,2006-06-22
2131,1,,,,2006-06-22
2132,1,,,,2006-06-22
2133,1,,,,2006-06-22
2134,1,,,10000.0,2006-06-22
2135,1,,,,2006-06-22
2136,1,,,,2006-06-22
2137,1,,,,2006-06-22
2138,1,,,,2006-06-22
2139,1,,,,2006-06-22
2140,1,,,,2006-06-22
2141,1,,,,2006-06-22
2142,1,,,,2006-06-22
2143,1,,,,2006-06-22
2144,1,,,,2006-06-22
2145,1,,,5000.0,2006-06-22
2146,1,,,,2006-06-22
2147,1,,,,2006-06-23
2148,1,,,,2006-06-23
2149,1,,,5000.0,2006-06-26
2150,1,203C,20C,5000.0,2006-06-26
2151,1,,,,2006-06-26
2152,1,,,,2006-06-26
2153,1,,,5000.0,2006-06-26
2154,1,,,,2006-06-27
2155,1,,,,2006-06-27
2156,1,,,,2006-06-27
2157,1,,,,2006-06-27
2158,1,,,5000.0,2006-06-27
2159,1,,,20000.0,2006-06-28
2160,1,,,,2006-06-28
2161,1,192D,30B,5000.0,2006-06-28
2162,1,,,30000.0,2006-06-28
2163,0,36D,10A,,2006-06-29
2164,1,51C,20C,,2006-06-29
2165,1,,,,2006-06-29
2166,1,4D,20C,10000.0,2006-06-30
2167,1,,,30000.0,2006-06-30
2168,1,,,,2006-06-30
2169,0,228D,30B,,2006-06-30
2170,0,205A,30B,5000.0,2006-06-30
2171,1,234B,10B,5000.0,2006-06-30
2172,0,228D,30B,,2006-06-30
2173,0,228D,30B,,2006-06-30
2174,0,205A,30B,5000.0,2006-06-30
2175,0,205A,30B,5000.0,2006-06-30
2176,1,,,,2006-06-30
2177,0,205A,30B,5000.0,2006-06-30
2178,0,205A,30B,5000.0,2006-06-30
2179,1,228D,30B,5000.0,2006-06-30
2180,1,,,100000.0,2006-01-07
2181,1,,,40000.0,2006-01-07
2182,1,,,10000.0,2006-01-07
2183,1,,,40000.0,2006-01-07
2184,1,,,30000.0,2006-01-07
2185,1,,,20000.0,2006-01-07
2186,1,203C,20C,100000.0,2006-01-07
2187,1,,,40000.0,2006-01-07
2188,1,9A,10A,5000.0,2006-01-07
2189,1,120D,30B,5000.0,2006-01-07
2190,1,87C,30G,30000.0,2006-01-07
2191,1,,,40000.0,2006-01-07
2192,1,213A,20A,20000.0,2006-01-07
2193,1,,,200000.0,2006-01-07
2194,1,,,40000.0,2006-01-07
2195,1,13A,10A,5000.0,2006-01-07
2196,1,,,10000.0,2006-01-07
2197,1,,,5000.0,2006-01-07
2198,1,9A,10A,5000.0,2006-01-07
2199,1,,,100000.0,2006-01-07
2200,1,,,10000.0,2006-01-07
2201,1,4D,10A,20000.0,2006-01-07
2202,1,2B,10A,20000.0,2006-01-07
2203,1,,,10000.0,2006-03-07
2204,0,130B,30B,5000.0,2006-03-07
2205,1,162B,20C,,2006-03-07
2206,0,97A,30B,,2006-03-07
2207,1,97A,30B,5000.0,2006-03-07
2208,1,97A,30B,5000.0,2006-03-07
2209,0,130B,30B,5000.0,2006-03-07
2210,1,,,,2006-03-07
2211,1,4D,10A,,2006-04-07
2212,1,34B,30C,5000.0,2006-04-07
2213,1,4D,10A,,2006-04-07
2214,0,97A,30B,,2006-04-07
2215,0,112D,30C,,2006-04-07
2216,0,97A,30B,,2006-04-07
2217,0,97A,30B,,2006-04-07
2218,1,34B,30C,20000.0,2006-04-07
2219,1,179C,20A,,2006-04-07
2220,1,97A,30B,5000.0,2006-04-07
2221,0,135C,30G,,2006-05-07
2222,1,,,,2006-05-07
2223,1,51C,20C,5000.0,2006-05-07
2224,1,,,20000.0,2006-06-07
2225,1,,,,2006-06-07
2226,1,48D,30D,30000.0,2006-06-07
2227,1,,,,2006-07-07
2228,1,,,,2006-07-07
2229,1,,,,2006-07-07
2230,1,47C,10B,5000.0,2006-10-07
2231,1,,,5000.0,2006-10-07
2232,1,,,5000.0,2006-10-07
2233,1,2B,10A,,2006-10-07
2234,0,33A,10A,20000.0,2006-11-07
2235,1,,,5000.0,2006-11-07
2236,0,33A,10A,40000.0,2006-11-07
2237,0,9A,10A,,2006-11-07
2238,1,,,30000.0,2006-11-07
2239,1,51C,20C,5000.0,2006-11-07
2240,1,,,10000.0,2006-11-07
2241,0,33A,10A,20000.0,2006-11-07
2242,1,,,5000.0,2006-12-07
2243,1,,,30000.0,2006-12-07
2244,1,2B,10A,30000.0,2006-12-07
2245,1,,,,2006-12-07
2246,0,2B,10A,,2006-12-07
2247,1,,,5000.0,2006-12-07
2248,0,66B,30B,,2006-07-13
2249,1,2B,10A,30000.0,2006-07-13
2250,0,2B,10A,,2006-07-13
2251,0,2B,10A,,2006-07-13
2252,1,2B,10A,10000.0,2006-07-13
2253,1,2B,10A,10000.0,2006-07-13
2254,1,,,,2006-07-13
2255,1,,,,2006-07-13
2256,0,2B,10A,,2006-07-13
2257,0,2B,10A,,2006-07-13
2258,0,2B,10A,,2006-07-13
2259,0,2B,10A,,2006-07-13
2260,1,,,5000.0,2006-07-13
2261,1,137A,20C,,2006-07-14
2262,0,2B,10A,,2006-07-14
2263,1,,,30000.0,2006-07-14
2264,1,137A,30B,5000.0,2006-07-14
2265,1,,,,2006-07-14
2266,0,206B,30D,,2006-07-14
2267,1,2B,10A,40000.0,2006-07-14
2268,1,137A,20C,5000.0,2006-07-14
2269,1,137A,20C,5000.0,2006-07-14
2270,1,,,20000.0,2006-07-14
2271,1,,,5000.0,2006-07-14
2272,0,4D,20C,,2006-07-14
2273,0,137A,20C,5000.0,2006-07-14
2274,1,,,,2006-07-14
2275,1,144D,20C,5000.0,2006-07-14
2276,0,137A,20C,,2006-07-14
2277,0,137A,20C,,2006-07-14
2278,1,137A,20C,5000.0,2006-07-14
2279,0,137A,20C,,2006-07-14
2280,0,137A,20C,,2006-07-14
2281,1,,,,2006-07-14
2282,1,,,5000.0,2006-07-16
2283,1,,,,2006-07-17
2284,0,4D,20C,,2006-07-17
2285,0,23C,30B,5000.0,2006-07-17
2286,1,207C,20C,,2006-07-17
2287,1,,,40000.0,2006-07-18
2288,1,,,,2006-07-18
2289,0,72D,10B,,2006-07-18
2290,1,188D,30D,10000.0,2006-07-18
2291,1,4D,10A,10000.0,2006-07-18
2292,1,,,10000.0,2006-07-19
2293,1,,,5000.0,2006-07-19
2294,1,,,,2006-07-19
2295,1,,,5000.0,2006-07-19
2296,1,188D,30D,10000.0,2006-07-20
2297,1,85A,20A,30000.0,2006-07-20
2298,1,,,,2006-07-20
2299,1,,,5000.0,2006-07-21
2300,1,,,,2006-07-21
2301,1,,,,2006-07-21
2302,0,27C,20C,,2006-07-24
2303,1,2B,10A,30000.0,2006-07-24
2304,1,,,,2006-07-24
2305,1,,,,2006-07-24
2306,1,,,200000.0,2006-07-24
2307,1,2B,10A,5000.0,2006-07-25
2308,1,,,,2006-07-26
2309,1,,,10000.0,2006-07-26
2310,1,141A,30B,5000.0,2006-07-26
2311,1,203C,20C,100000.0,2006-07-27
2312,0,51C,20C,,2006-07-27
2313,1,,,,2006-07-27
2314,0,1A,10A,,2006-07-27
2315,1,196D,20C,,2006-07-27
2316,1,,,5000.0,2006-07-28
2317,1,,,,2006-07-28
2318,0,150B,30B,,2006-07-31
2319,0,27C,20C,,2006-07-31
2320,1,251C,30D,,2006-07-31
2321,1,,,30000.0,2006-07-31
2322,1,,,5000.0,2006-01-08
2323,1,,,5000.0,2006-01-08
2324,1,51C,20C,5000.0,2006-01-08
2325,1,,,5000.0,2006-01-08
2326,1,,,,2006-02-08
2327,0,143C,30B,20000.0,2006-02-08
2328,1,,,5000.0,2006-04-08
2329,1,,,,2006-04-08
2330,1,62B,10B,5000.0,2006-04-08
2331,1,,,5000.0,2006-04-08
2332,1,,,5000.0,2006-07-08
2333,1,,,5000.0,2006-07-08
2334,1,,,5000.0,2006-07-08
2335,1,,,,2006-07-08
2336,1,,,5000.0,2006-07-08
2337,1,,,5000.0,2006-07-08
2338,1,,,10000.0,2006-08-08
2339,1,,,5000.0,2006-11-08
2340,1,,,5000.0,2006-11-08
2341,1,2B,10A,5000.0,2006-11-08
2342,1,,,30000.0,2006-11-08
2343,1,,,,2006-11-08
2344,1,,,,2006-08-14
2345,1,,,,2006-08-14
2346,1,,,10000.0,2006-08-14
2347,1,204D,20C,5000.0,2006-08-15
2348,0,2B,10A,,2006-08-16
2349,0,2B,10A,30000.0,2006-08-16
2350,0,2B,10A,,2006-08-16
2351,0,2B,10A,,2006-08-16
2352,0,2B,10A,,2006-08-16
2353,0,2B,10A,,2006-08-16
2354,0,2B,10A,,2006-08-16
2355,0,2B,10A,,2006-08-16
2356,0,2B,10A,,2006-08-16
2357,0,2B,10A,,2006-08-16
2358,0,2B,10A,,2006-08-16
2359,1,2B,10A,20000.0,2006-08-16
2360,0,2B,10A,,2006-08-16
2361,0,2B,10A,,2006-08-16
2362,0,2B,10A,,2006-08-16
2363,0,2B,10A,,2006-08-16
2364,0,2B,10A,,2006-08-16
2365,0,2B,10A,30000.0,2006-08-16
2366,0,2B,10A,,2006-08-16
2367,0,2B,10A,,2006-08-16
2368,0,2B,10A,,2006-08-16
2369,0,2B,10A,,2006-08-16
2370,0,2B,10A,,2006-08-16
2371,0,2B,10A,,2006-08-16
2372,0,2B,10A,,2006-08-16
2373,0,2B,10A,,2006-08-16
2374,0,2B,10A,40000.0,2006-08-16
2375,0,2B,10A,,2006-08-16
2376,0,2B,10A,,2006-08-16
2377,0,2B,10A,30000.0,2006-08-16
2378,0,2B,10A,,2006-08-16
2379,0,2B,10A,,2006-08-16
2380,1,2B,10A,40000.0,2006-08-16
2381,0,2B,10A,,2006-08-16
2382,1,2B,10A,40000.0,2006-08-16
2383,1,2B,10A,40000.0,2006-08-16
2384,1,2B,10A,30000.0,2006-08-16
2385,1,2B,10A,30000.0,2006-08-16
2386,0,2B,10A,,2006-08-16
2387,0,2B,10A,,2006-08-16
2388,0,2B,10A,,2006-08-16
2389,1,2B,10A,50000.0,2006-08-16
2390,0,2B,10A,,2006-08-16
2391,0,2B,10A,,2006-08-16
2392,0,2B,10A,,2006-08-16
2393,0,2B,10A,,2006-08-16
2394,0,2B,10A,,2006-08-16
2395,0,2B,10A,,2006-08-16
2396,0,2B,10A,,2006-08-16
2397,0,2B,10A,,2006-08-16
2398,0,2B,10A,,2006-08-16
2399,0,2B,10A,,2006-08-16
2400,0,2B,10A,,2006-08-16
2401,0,2B,10A,,2006-08-16
2402,0,2B,10A,,2006-08-16
2403,0,2B,10A,,2006-08-16
2404,0,2B,10A,,2006-08-16
2405,1,2B,10A,30000.0,2006-08-16
2406,0,2B,10A,,2006-08-16
2407,0,2B,10A,,2006-08-16
2408,0,2B,10A,,2006-08-16
2409,0,2B,10A,,2006-08-16
2410,0,2B,10A,,2006-08-16
2411,0,2B,10A,,2006-08-16
2412,0,2B,10A,,2006-08-16
2413,1,2B,10A,100000.0,2006-08-16
2414,1,2B,10A,100000.0,2006-08-16
2415,0,2B,10A,,2006-08-16
2416,0,2B,10A,,2006-08-16
2417,1,2B,10A,30000.0,2006-08-16
2418,1,2B,10A,30000.0,2006-08-16
