,date,Person.ID,Faculty.No.,Dept.No.,With.PHD,years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C
751,2005-11-19,5222,31.0,3268.0,,0.0,0.0,1.0,0.0,8.0,1.0,10.0
752,2005-11-19,68567,7.0,653.0,1.0,2.0,1.0,0.0,0.0,5.0,3.0,2.0
753,2005-11-19,122307,,,,,0.0,0.0,1.0,2.0,1.0,0.0
754,2005-11-19,9672,,,,,0.0,0.0,0.0,0.0,0.0,1.0
755,2005-11-19,20472,1.0,1038.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
756,2005-11-19,728002,25.0,2653.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
757,2005-11-19,19627,46.0,2298.0,,0.0,0.0,0.0,1.0,1.0,3.0,1.0
758,2005-11-19,357,25.0,2853.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,6.0
759,2005-11-19,7587,25.0,2603.0,1.0,2.0,0.0,0.0,1.0,4.0,8.0,0.0
760,2005-11-19,146992,,,,,0.0,0.0,0.0,0.0,0.0,0.0
761,2005-11-19,71512,,,,,0.0,0.0,3.0,0.0,1.0,0.0
762,2005-11-19,17617,25.0,2563.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
763,2005-11-19,78807,25.0,2578.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0
764,2005-11-19,36857,25.0,2813.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0
765,2005-11-19,491582,13.0,1528.0,,,0.0,1.0,0.0,0.0,1.0,1.0
766,2005-11-19,487992,25.0,2923.0,,,1.0,1.0,0.0,0.0,0.0,0.0
767,2005-11-19,21132,25.0,2568.0,1.0,2.0,0.0,0.0,14.0,10.0,4.0,2.0
768,2005-11-19,47057,25.0,2568.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
769,2005-11-19,41912,31.0,3048.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,1.0
770,2005-11-19,641022,25.0,2763.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
771,2005-11-19,4717,,,,,0.0,0.0,0.0,0.0,0.0,0.0
772,2005-11-19,28797,25.0,2768.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
773,2005-11-19,16452,,,,,0.0,0.0,0.0,4.0,7.0,4.0
774,2005-11-19,72957,31.0,3048.0,1.0,3.0,0.0,1.0,14.0,5.0,11.0,18.0
775,2005-11-19,588877,,,,,0.0,0.0,1.0,3.0,0.0,1.0
776,2005-11-19,602087,31.0,3258.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
777,2005-11-19,79232,25.0,2558.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
778,2005-11-19,22002,31.0,3268.0,1.0,2.0,1.0,0.0,0.0,2.0,5.0,2.0
779,2005-11-19,77652,25.0,2563.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0
780,2005-11-19,78992,25.0,2763.0,1.0,4.0,1.0,0.0,6.0,10.0,5.0,4.0
781,2005-11-19,27192,7.0,653.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
782,2005-11-19,405312,25.0,2883.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
783,2005-11-19,64352,46.0,2298.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
784,2005-11-19,11597,31.0,3198.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
785,2005-11-19,72422,25.0,2523.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
786,2005-11-19,40677,25.0,2523.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0
787,2005-11-19,78927,25.0,2713.0,,2.0,0.0,0.0,0.0,5.0,10.0,0.0
788,2005-11-19,74487,25.0,2603.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0
789,2005-11-19,79857,31.0,3048.0,1.0,4.0,1.0,0.0,7.0,3.0,7.0,0.0
790,2005-11-19,33812,25.0,2768.0,1.0,1.0,0.0,1.0,3.0,6.0,5.0,1.0
791,2005-11-19,63217,7.0,653.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
792,2005-11-19,4877,,,,,0.0,0.0,0.0,5.0,1.0,2.0
793,2005-11-19,2832,,,,,0.0,0.0,0.0,0.0,0.0,0.0
794,2005-11-19,39647,19.0,2163.0,1.0,1.0,0.0,1.0,0.0,12.0,4.0,5.0
795,2005-11-19,30782,25.0,2653.0,,1.0,0.0,1.0,2.0,14.0,7.0,3.0
796,2005-11-19,28572,25.0,2763.0,,,0.0,0.0,0.0,0.0,0.0,0.0
797,2005-11-19,493767,25.0,2538.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0
798,2005-11-19,736497,25.0,2538.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,2005-11-19,15512,25.0,2973.0,,0.0,0.0,1.0,1.0,4.0,5.0,0.0
800,2005-11-19,67392,7.0,593.0,,0.0,0.0,1.0,3.0,1.0,0.0,0.0
801,2005-11-19,27142,7.0,548.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
802,2005-11-19,16987,25.0,2653.0,,3.0,1.0,0.0,48.0,21.0,3.0,3.0
803,2005-11-19,68317,7.0,593.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0
804,2005-11-19,796792,,,,,0.0,0.0,0.0,0.0,0.0,0.0
805,2005-11-19,72902,,,,,0.0,0.0,5.0,5.0,4.0,0.0
806,2005-11-19,4572,25.0,2713.0,,3.0,0.0,0.0,4.0,22.0,4.0,4.0
807,2005-11-19,67742,,,,,0.0,0.0,6.0,2.0,6.0,0.0
808,2005-11-19,2107,7.0,528.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0
809,2005-11-19,39812,25.0,2603.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
810,2005-11-19,13712,,,,,0.0,0.0,0.0,0.0,0.0,0.0
811,2005-11-19,33802,25.0,2713.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
812,2005-11-19,76792,25.0,2828.0,,2.0,0.0,1.0,0.0,1.0,1.0,1.0
813,2005-11-19,107242,1.0,1098.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0
814,2005-11-19,80852,22.0,3658.0,,4.0,0.0,0.0,0.0,0.0,5.0,1.0
815,2005-11-19,36177,,,,,0.0,0.0,0.0,0.0,0.0,0.0
816,2005-11-19,64252,22.0,3658.0,,0.0,0.0,0.0,0.0,8.0,1.0,0.0
817,2005-11-19,724202,25.0,2578.0,,,0.0,1.0,0.0,0.0,0.0,0.0
818,2005-11-22,66977,34.0,1258.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0
819,2005-11-23,68587,25.0,2523.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0
820,2005-11-23,34652,,,,,0.0,0.0,0.0,0.0,0.0,0.0
821,2005-11-23,4832,25.0,2893.0,,0.0,0.0,0.0,0.0,17.0,7.0,3.0
822,2005-11-25,592577,25.0,2558.0,,,1.0,1.0,0.0,0.0,0.0,0.0
823,2005-11-25,246837,13.0,1623.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
824,2005-11-25,32422,7.0,803.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0
825,2005-11-25,146262,25.0,2628.0,,,1.0,0.0,0.0,0.0,0.0,0.0
826,2005-11-25,144477,1.0,1033.0,1.0,1.0,2.0,1.0,0.0,8.0,6.0,1.0
827,2005-11-25,582352,1.0,1098.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
828,2005-11-25,500257,25.0,2563.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
829,2005-11-25,573352,1.0,1038.0,,,1.0,1.0,0.0,0.0,0.0,0.0
830,2005-11-25,99052,31.0,3273.0,1.0,1.0,2.0,0.0,7.0,1.0,2.0,0.0
831,2005-11-25,8002,31.0,3073.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
832,2005-11-25,585877,1.0,1038.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
833,2005-11-25,378492,13.0,1663.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
834,2005-11-25,24267,25.0,2728.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0
835,2005-11-25,119322,13.0,1678.0,,,1.0,0.0,0.0,0.0,1.0,2.0
836,2005-11-25,25662,31.0,3273.0,1.0,1.0,2.0,1.0,7.0,5.0,3.0,0.0
837,2005-11-28,12917,1.0,1038.0,,0.0,0.0,2.0,0.0,4.0,0.0,0.0
838,2005-11-28,449272,25.0,2848.0,1.0,1.0,1.0,0.0,1.0,9.0,9.0,9.0
839,2005-11-28,84627,25.0,2973.0,1.0,1.0,0.0,2.0,8.0,5.0,0.0,3.0
840,2005-11-28,492632,13.0,1578.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
841,2005-11-28,57272,19.0,2053.0,1.0,1.0,2.0,0.0,2.0,5.0,2.0,0.0
842,2005-11-28,77342,25.0,2763.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
843,2005-11-28,55337,25.0,2678.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0
844,2005-11-28,643862,34.0,1258.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
845,2005-11-28,608447,19.0,2178.0,,0.0,1.0,0.0,6.0,1.0,0.0,2.0
846,2005-11-28,130967,25.0,2538.0,,0.0,2.0,3.0,0.0,0.0,0.0,0.0
847,2005-11-28,6117,79.0,188.0,,,1.0,0.0,0.0,0.0,0.0,0.0
848,2005-11-28,7992,46.0,2298.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
849,2005-11-28,500182,31.0,3198.0,,,0.0,0.0,14.0,2.0,0.0,0.0
850,2005-11-28,488857,1.0,1038.0,,,1.0,0.0,1.0,3.0,8.0,0.0
851,2005-11-28,86672,25.0,2713.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
852,2005-11-28,92047,46.0,2298.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
853,2005-11-28,89777,13.0,1578.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
854,2005-11-28,28797,25.0,2768.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
855,2005-11-28,10737,7.0,828.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
856,2005-11-29,54487,22.0,3658.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
857,2005-11-29,367942,25.0,2533.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
858,2005-11-29,5812,19.0,2153.0,,,0.0,0.0,0.0,1.0,0.0,1.0
859,2005-11-29,449272,25.0,2848.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0
860,2005-11-29,2697,19.0,2153.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
861,2005-11-29,130642,19.0,2163.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
862,2005-11-29,500157,31.0,3258.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0,0.0
863,2005-11-29,636757,25.0,2578.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
864,2005-11-29,65712,25.0,2523.0,,4.0,0.0,2.0,0.0,2.0,4.0,2.0
865,2005-11-29,613297,31.0,3123.0,1.0,1.0,1.0,0.0,0.0,8.0,1.0,0.0
866,2005-11-29,333727,22.0,3658.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
867,2005-11-29,12917,1.0,1038.0,,0.0,0.0,2.0,0.0,4.0,0.0,0.0
868,2005-11-29,19952,1.0,1033.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
869,2005-11-29,44852,31.0,3098.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
870,2005-11-29,17947,31.0,3258.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
871,2005-11-29,493297,31.0,3098.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0
872,2005-11-29,19037,1.0,1033.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
873,2005-11-29,36217,22.0,3658.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0
874,2005-11-30,8327,64.0,148.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0
875,2005-11-30,500027,13.0,1528.0,,,1.0,0.0,0.0,1.0,0.0,0.0
876,2005-11-30,40697,34.0,1258.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0
877,2005-11-30,86212,19.0,2163.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
878,2005-11-30,597827,31.0,3098.0,1.0,1.0,1.0,0.0,0.0,10.0,1.0,1.0
879,2005-11-30,500457,25.0,2518.0,,,1.0,0.0,0.0,0.0,0.0,0.0
880,2005-11-30,358382,118.0,1798.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0
881,2005-11-30,25207,10.0,3708.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0
882,2005-11-30,649042,25.0,2523.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
883,2005-11-30,147857,25.0,2678.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
884,2005-11-30,85707,31.0,3123.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
885,2005-11-30,129752,4.0,3508.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0
886,2005-11-30,75082,31.0,3073.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
887,2005-11-30,23417,58.0,203.0,,,1.0,0.0,0.0,0.0,0.0,0.0
888,2005-11-30,398112,7.0,528.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
889,2005-11-30,10402,7.0,653.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
890,2005-11-30,148837,46.0,2298.0,,,1.0,0.0,0.0,0.0,0.0,0.0
891,2005-11-30,139962,31.0,3098.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0
892,2005-11-30,43562,22.0,3658.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0
893,2005-11-30,143357,25.0,2728.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0
894,2005-11-30,149767,25.0,2828.0,,,2.0,2.0,0.0,0.0,0.0,0.0
895,2005-11-30,73512,25.0,2553.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
896,2005-11-30,10352,25.0,2763.0,,,1.0,2.0,1.0,2.0,0.0,0.0
897,2005-11-30,491312,25.0,2563.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
898,2005-11-30,289542,25.0,2883.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0
899,2005-11-30,592662,25.0,2813.0,,,1.0,0.0,0.0,0.0,0.0,0.0
900,2005-01-12,11507,46.0,2298.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0
901,2005-01-12,537,25.0,2653.0,1.0,3.0,2.0,0.0,9.0,9.0,13.0,2.0
902,2005-01-12,120047,25.0,2713.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903,2005-01-12,68517,25.0,2538.0,,0.0,1.0,0.0,25.0,30.0,23.0,12.0
904,2005-01-12,85642,31.0,3258.0,1.0,1.0,1.0,5.0,16.0,21.0,24.0,6.0
905,2005-01-12,495207,7.0,803.0,,,1.0,0.0,0.0,0.0,0.0,0.0
906,2005-01-12,126007,25.0,2523.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
907,2005-01-12,81792,31.0,3268.0,1.0,4.0,2.0,0.0,0.0,3.0,5.0,4.0
908,2005-01-12,12542,,,,,0.0,0.0,0.0,0.0,0.0,0.0
909,2005-01-12,112562,19.0,2163.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
910,2005-01-12,38882,13.0,1578.0,,,0.0,1.0,0.0,0.0,1.0,1.0
911,2005-01-12,14262,34.0,1428.0,,2.0,0.0,1.0,0.0,0.0,1.0,0.0
912,2005-01-12,149107,25.0,2628.0,,0.0,1.0,0.0,3.0,2.0,0.0,1.0
913,2005-01-12,124932,13.0,1578.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
914,2005-01-12,588387,1.0,1098.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
915,2005-01-12,135652,25.0,2713.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
916,2005-01-12,129622,7.0,593.0,,,1.0,0.0,1.0,0.0,1.0,1.0
917,2005-01-12,255582,19.0,2163.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
918,2005-01-12,32257,25.0,2853.0,,1.0,0.0,1.0,0.0,1.0,1.0,2.0
919,2005-01-12,500332,4.0,3508.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
920,2005-01-12,97072,31.0,3198.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
921,2005-01-12,148842,13.0,1663.0,,,0.0,1.0,0.0,0.0,2.0,0.0
922,2005-01-12,500417,31.0,3028.0,1.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0
923,2005-01-12,495867,25.0,2523.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
924,2005-01-12,30467,31.0,3098.0,1.0,1.0,0.0,1.0,0.0,4.0,6.0,1.0
925,2005-01-12,87087,46.0,2298.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2005-01-12,595642,25.0,2603.0,,,0.0,1.0,0.0,0.0,0.0,0.0
927,2005-02-12,657802,25.0,4323.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
928,2005-02-12,144472,19.0,2153.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0
929,2005-02-12,117502,25.0,2768.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
930,2005-02-12,145367,25.0,2548.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0
931,2005-02-12,54922,25.0,2678.0,,0.0,0.0,4.0,1.0,0.0,0.0,0.0
932,2005-02-12,36832,,,,,0.0,0.0,0.0,0.0,0.0,1.0
933,2005-02-12,500472,13.0,1623.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
934,2005-02-12,500247,25.0,2878.0,,,0.0,1.0,0.0,0.0,0.0,0.0
935,2005-02-12,35357,25.0,4323.0,,,0.0,1.0,2.0,0.0,0.0,2.0
936,2005-02-12,116137,,,,,0.0,1.0,0.0,0.0,0.0,0.0
937,2005-02-12,95047,25.0,2603.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
938,2005-02-12,94732,46.0,2298.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
939,2005-02-12,8532,25.0,2558.0,,,0.0,1.0,0.0,1.0,3.0,1.0
940,2005-02-12,135862,19.0,2053.0,,,0.0,1.0,0.0,0.0,0.0,0.0
941,2005-02-12,111402,34.0,1258.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
942,2005-02-12,494852,25.0,2548.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
943,2005-02-12,147382,19.0,2253.0,,,0.0,1.0,0.0,0.0,0.0,0.0
944,2005-02-12,43562,22.0,3658.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0
945,2005-02-12,10052,31.0,3028.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
946,2005-02-12,102337,31.0,3258.0,,,0.0,1.0,1.0,0.0,0.0,0.0
947,2005-02-12,500462,,,,,0.0,1.0,0.0,1.0,0.0,0.0
948,2005-02-12,124122,19.0,1998.0,,,0.0,1.0,0.0,0.0,0.0,0.0
949,2005-02-12,593492,25.0,2538.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
950,2005-02-12,16062,7.0,803.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
951,2005-02-12,497457,25.0,2728.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
952,2005-02-12,54487,22.0,3658.0,,1.0,0.0,2.0,0.0,0.0,0.0,0.0
953,2005-02-12,147717,25.0,2668.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
954,2005-02-12,499667,13.0,1663.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
955,2005-02-12,75992,25.0,2893.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
956,2005-02-12,34447,1.0,1098.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
957,2005-05-12,639457,31.0,3048.0,,,0.0,0.0,4.0,1.0,0.0,0.0
958,2005-05-12,4902,19.0,2053.0,1.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0
959,2005-06-12,64522,31.0,3098.0,1.0,4.0,0.0,0.0,4.0,7.0,5.0,0.0
960,2005-06-12,66732,19.0,2053.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
961,2005-07-12,15777,25.0,2778.0,1.0,2.0,0.0,0.0,2.0,2.0,28.0,27.0
962,2005-07-12,282422,25.0,2778.0,,1.0,0.0,0.0,0.0,0.0,1.0,2.0
963,2005-07-12,89467,25.0,2678.0,,,1.0,0.0,4.0,2.0,2.0,0.0
964,2005-07-12,54922,25.0,2678.0,,0.0,0.0,4.0,1.0,0.0,0.0,0.0
965,2005-07-12,636257,25.0,2678.0,,0.0,1.0,0.0,2.0,1.0,0.0,0.0
966,2005-07-12,78887,25.0,2678.0,1.0,2.0,0.0,0.0,16.0,5.0,2.0,0.0
967,2005-09-12,68472,1.0,1033.0,,0.0,0.0,1.0,0.0,7.0,7.0,0.0
968,2005-09-12,72507,,,,,0.0,0.0,0.0,0.0,1.0,0.0
969,2005-09-12,5427,,,,,0.0,0.0,0.0,0.0,0.0,0.0
970,2005-09-12,66887,25.0,2813.0,,0.0,1.0,2.0,0.0,5.0,2.0,0.0
971,2005-09-12,69482,25.0,2883.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0
972,2005-09-12,51502,25.0,2713.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0
973,2005-12-20,34177,25.0,2523.0,,1.0,0.0,3.0,2.0,1.0,0.0,10.0
974,2005-12-20,297202,25.0,2523.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
975,2005-12-20,78132,4.0,3508.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0
976,2005-12-20,60517,1.0,1098.0,1.0,1.0,0.0,2.0,0.0,9.0,1.0,0.0
977,2005-12-20,68432,7.0,828.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0
978,2005-12-21,19997,31.0,3198.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,4.0
979,2005-12-21,74492,25.0,2653.0,1.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0
980,2005-12-21,10402,7.0,653.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
981,2005-12-21,68587,25.0,2523.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0
982,2005-12-21,29512,31.0,3268.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0
983,2005-12-21,63207,7.0,653.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0
984,2005-12-21,7347,7.0,828.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,8.0
985,2005-12-21,120797,25.0,2948.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
986,2005-12-21,64077,31.0,3073.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0
987,2005-12-21,7452,25.0,2628.0,,1.0,1.0,2.0,4.0,4.0,3.0,3.0
988,2005-12-21,131112,31.0,3198.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0
989,2005-12-21,85862,25.0,2728.0,,1.0,2.0,0.0,0.0,3.0,4.0,2.0
990,2005-12-21,24087,46.0,2298.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0
991,2005-12-21,66092,1.0,1033.0,1.0,3.0,1.0,2.0,2.0,9.0,3.0,2.0
992,2005-12-21,23997,25.0,2628.0,,0.0,2.0,0.0,13.0,8.0,3.0,0.0
993,2005-12-21,16227,31.0,3273.0,1.0,2.0,1.0,0.0,5.0,0.0,7.0,5.0
994,2005-12-21,79022,25.0,2713.0,,4.0,2.0,0.0,25.0,21.0,9.0,1.0
995,2005-12-21,131502,19.0,2153.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
996,2005-12-21,85642,31.0,3258.0,1.0,1.0,2.0,5.0,16.0,21.0,24.0,6.0
997,2005-12-21,36187,25.0,2523.0,,0.0,1.0,0.0,0.0,1.0,2.0,0.0
998,2005-12-21,27192,7.0,653.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
999,2005-12-21,66877,19.0,2163.0,,0.0,1.0,0.0,0.0,2.0,0.0,1.0
1000,2005-12-21,19287,25.0,2578.0,1.0,2.0,2.0,0.0,5.0,4.0,3.0,2.0
1001,2005-12-21,69222,25.0,2558.0,,,2.0,2.0,5.0,14.0,6.0,1.0
1002,2005-12-21,111122,31.0,3048.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0
1003,2005-12-21,1797,25.0,2678.0,1.0,2.0,3.0,7.0,0.0,8.0,4.0,0.0
1004,2005-12-21,77067,25.0,2668.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0
1005,2005-12-21,7842,1.0,1033.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0
1006,2005-12-21,64867,31.0,3268.0,1.0,3.0,2.0,0.0,4.0,19.0,6.0,5.0
1007,2005-12-21,78602,25.0,2628.0,1.0,4.0,1.0,0.0,9.0,14.0,6.0,4.0
1008,2005-12-21,77112,25.0,2763.0,1.0,1.0,2.0,1.0,12.0,10.0,5.0,0.0
1009,2005-12-21,87917,25.0,2653.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0
1010,2005-12-21,4302,31.0,3198.0,1.0,3.0,2.0,2.0,2.0,7.0,6.0,3.0
1011,2005-12-21,86672,25.0,2713.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1012,2005-12-21,90602,1.0,1038.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
1013,2005-12-21,1952,13.0,1663.0,,,1.0,0.0,0.0,2.0,3.0,1.0
1014,2005-12-21,81117,19.0,2253.0,,0.0,1.0,2.0,6.0,9.0,10.0,3.0
1015,2005-12-22,18567,1.0,1038.0,1.0,2.0,1.0,0.0,3.0,6.0,12.0,3.0
1016,2005-12-23,71247,7.0,593.0,1.0,3.0,0.0,0.0,3.0,1.0,5.0,4.0
1017,2006-01-01,25217,25.0,2563.0,1.0,1.0,2.0,0.0,15.0,8.0,5.0,1.0
1018,2006-01-01,10577,25.0,2653.0,,2.0,0.0,1.0,3.0,4.0,3.0,1.0
1019,2006-01-01,15777,25.0,2778.0,1.0,2.0,0.0,0.0,2.0,3.0,37.0,32.0
1020,2006-01-01,95202,58.0,4163.0,,,0.0,0.0,0.0,0.0,0.0,0.0
1021,2006-01-01,78752,25.0,2713.0,1.0,3.0,1.0,1.0,7.0,6.0,3.0,0.0
1022,2006-01-01,135457,31.0,3198.0,,0.0,0.0,0.0,2.0,0.0,14.0,2.0
1023,2006-01-01,80232,31.0,3198.0,1.0,4.0,0.0,0.0,10.0,7.0,36.0,3.0
1024,2006-01-01,72267,19.0,1998.0,1.0,3.0,3.0,0.0,13.0,13.0,13.0,6.0
1025,2006-01-01,6332,25.0,2678.0,,1.0,1.0,0.0,4.0,5.0,5.0,1.0
