id,granted,sponsor,grant_category,grant_value,date,RFCD_21,RFCD_23,RFCD_24,RFCD_25,RFCD_26,RFCD_27,RFCD_28,RFCD_29,RFCD_30,RFCD_31,RFCD_32,RFCD_33,RFCD_34,RFCD_35,RFCD_36,RFCD_37,RFCD_38,RFCD_39,RFCD_40,RFCD_41,RFCD_42,RFCD_43,RFCD_44,RFCD_99,RFCD_OTHER,SEO_61,SEO_62,SEO_63,SEO_64,SEO_65,SEO_66,SEO_67,SEO_68,SEO_69,SEO_70,SEO_71,SEO_72,SEO_73,SEO_74,SEO_75,SEO_76,SEO_77,SEO_78,SEO_99,SEO_OTHER,EXTERNAL_ADVISOR,EXT_CHIEF_INVESTIGATOR,STUDRES,STUD_CHIEF_INVESTIGATOR,mean_year_of_birth,max_year_of_birth,n_internals,Dept.No.,Faculty.No.,With.PHD,mean_years_in_uni,max_years_in_uni,Number.of.Successful.Grant,Number.of.Unsuccessful.Grant,A.,A,B,C,month,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count,Dept.No._s_rate,Faculty.No._s_count,Faculty.No._s_rate,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
147,0,2B,10A,20000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1940.0,1940.0,1,2298.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
148,0,24D,30B,30000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,2523.0,25.0,,4.0,4.0,0.0,1.0,0.0,2.0,4.0,2.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
149,0,4D,10A,20000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,2653.0,25.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
150,0,97A,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1970.0,1970.0,1,2563.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
151,0,24D,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,1.0,,,,,1,,,,,,,,,,,,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
152,0,4D,10A,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1955.0,1955.0,1,2553.0,25.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,5.0,5.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
153,0,other,30B,30000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,2563.0,25.0,,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
154,0,62B,10B,20000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1960.0,1960.0,1,2523.0,25.0,,1.0,1.0,0.0,2.0,2.0,1.0,0.0,10.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
155,0,40D,30B,50000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1970.0,1970.0,1,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
156,1,172D,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1955.0,2,2778.0,25.0,,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
157,0,40D,10B,20000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1962.5,1970.0,2,2763.0,25.0,1.0,2.0,3.0,0.0,5.0,15.0,3.0,2.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
158,0,4D,10A,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,,,1,,,,,,,,,,,,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
159,1,51C,20C,20000.0,322,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,,,,1975.0,1975.0,1,3198.0,31.0,,,,1.0,0.0,2.0,0.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
160,0,4D,10A,100000.0,322,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1960.0,1960.0,1,2678.0,25.0,1.0,2.0,2.0,2.0,7.0,0.0,8.0,4.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
161,0,40D,50A,5000.0,322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,1967.5,1970.0,2,2603.0,25.0,2.0,1.0,2.0,1.0,5.0,1.0,6.0,6.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
162,0,24D,30B,20000.0,322,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,1,,,,,,,,,,,,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
163,0,4D,10A,30000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1975.0,1975.0,1,2813.0,25.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
164,1,4D,10A,100000.0,322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1967.5,1970.0,2,2603.0,25.0,,1.5,2.0,1.0,0.0,3.0,2.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
165,1,4D,10A,40000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,1258.0,34.0,1.0,4.0,4.0,2.0,0.0,1.0,16.0,7.0,3.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
166,1,other,30E,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,593.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
167,1,1A,10A,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1960.0,1960.0,1,1038.0,1.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
168,0,34B,30C,5000.0,322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1970.0,1970.0,1,2763.0,25.0,,,,0.0,1.0,2.0,1.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
169,1,2B,10A,5000.0,322,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,1950.0,1965.0,2,3048.0,31.0,1.0,2.5,4.0,1.0,0.0,22.0,2.0,2.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
170,1,34B,30C,5000.0,322,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,1.0,1960.0,1960.0,1,1033.0,1.0,1.0,2.0,2.0,0.0,1.0,8.0,7.0,6.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
171,1,149A,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,1965.0,1970.0,2,2923.0,25.0,,0.5,1.0,1.0,0.0,0.0,1.0,2.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
172,0,135C,30G,100000.0,322,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,1970.0,1970.0,1,3048.0,31.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,3.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
173,0,65A,30B,5000.0,322,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1,,,,,,,,,,,,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
174,1,4D,10A,100000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1950.0,1950.0,1,2678.0,25.0,1.0,3.0,3.0,1.0,0.0,7.0,4.0,4.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
175,1,33A,20C,20000.0,322,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,,,,,1960.0,1960.0,1,3123.0,31.0,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
176,1,21A,50A,100000.0,322,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,,,,,1965.0,1965.0,1,1098.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
177,0,143C,30B,10000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1960.0,1960.0,1,548.0,7.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
178,1,148D,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1950.0,1950.0,1,2713.0,25.0,1.0,4.0,4.0,2.0,0.0,4.0,8.0,6.0,2.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
179,1,51C,10B,100000.0,322,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,,,,,1967.5,1970.0,2,3198.0,31.0,1.0,3.0,3.0,1.0,1.0,2.0,7.0,6.0,3.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
180,1,36D,10A,20000.0,322,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,,,1.0,1970.0,1970.0,1,3258.0,31.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
181,1,40D,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1960.0,1960.0,1,2678.0,25.0,1.0,2.0,2.0,2.0,7.0,0.0,8.0,4.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
182,0,24D,30B,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1940.0,1940.0,1,2778.0,25.0,,4.0,4.0,0.0,1.0,0.0,1.0,4.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
183,0,42B,20A,40000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,1.0,,,1961.6666666666667,1970.0,3,2568.0,25.0,,,,0.0,3.0,4.0,14.0,11.0,6.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
184,0,21A,50A,50000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1965.0,1965.0,1,3073.0,31.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
185,0,4D,20C,10000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1965.0,1965.0,2,2523.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,2.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
186,0,4D,10A,30000.0,322,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,1965.0,1965.0,1,2603.0,25.0,1.0,2.0,2.0,1.0,6.0,10.0,6.0,8.0,1.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
187,1,29A,10B,5000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1965.0,1975.0,5,2713.0,25.0,3.0,2.5,4.0,4.0,3.0,21.0,13.0,11.0,3.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
188,1,34B,30C,5000.0,322,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,1.0,1955.0,1955.0,1,1033.0,1.0,,0.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,11,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
189,0,87C,30G,40000.0,322,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1970.0,1970.0,1,1258.0,34.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,3.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
190,1,2B,10A,30000.0,322,0.0,0.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,,,,,1960.0,1960.0,1,2153.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
191,0,47C,10B,10000.0,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,1935.0,1935.0,1,653.0,7.0,,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
192,0,33A,20C,5000.0,322,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,,1970.0,1970.0,1,2103.0,19.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
