id,granted,sponsor,grant_category,grant_value,date
1652,1,188D,30D,10000.0,20/02/06
1653,0,188D,30D,10000.0,20/02/06
1654,0,188D,30D,50000.0,20/02/06
1655,0,188D,30D,10000.0,20/02/06
1656,0,188D,30D,10000.0,20/02/06
1657,0,234B,10B,20000.0,21/02/06
1658,0,34B,20A,5000.0,21/02/06
1659,0,234B,10B,10000.0,21/02/06
1660,1,234B,10B,10000.0,21/02/06
1661,0,90B,30D,20000.0,21/02/06
1662,0,4D,20C,200000.0,21/02/06
1663,0,234B,10B,30000.0,21/02/06
1664,0,60D,30D,300000.0,21/02/06
1665,1,126B,10A,100000.0,21/02/06
1666,0,126B,10A,100000.0,21/02/06
1667,0,4D,10A,10000.0,22/02/06
1668,1,4D,10A,20000.0,23/02/06
1669,1,132D,40C,5000.0,23/02/06
1670,1,2B,10A,5000.0,23/02/06
1671,1,2B,10A,10000.0,23/02/06
1672,0,other,30B,5000.0,24/02/06
1673,1,4D,10A,100000.0,24/02/06
1674,0,other,30B,100000.0,24/02/06
1675,0,other,30B,5000.0,24/02/06
1676,0,other,30B,10000.0,24/02/06
1677,1,36D,10A,5000.0,27/02/06
1678,0,60D,30D,200000.0,1/03/06
1679,0,62B,10A,10000.0,1/03/06
1680,0,other,10B,5000.0,1/03/06
1681,1,84D,30B,5000.0,1/03/06
1682,1,other,20A,20000.0,1/03/06
1683,1,4D,20C,5000.0,1/03/06
1684,1,4D,20C,10000.0,1/03/06
1685,0,other,30B,5000.0,1/03/06
1686,1,21A,10B,5000.0,1/03/06
1687,0,other,30B,5000.0,1/03/06
1688,1,other,30D,5000.0,1/03/06
1689,1,4D,20C,10000.0,1/03/06
1690,0,40D,30B,5000.0,2/03/06
1691,1,2B,10A,30000.0,2/03/06
1692,0,4D,10A,5000.0,2/03/06
1693,0,4D,20C,5000.0,2/03/06
1694,1,40D,30B,5000.0,2/03/06
1695,1,4D,20C,5000.0,2/03/06
1696,1,4D,20C,5000.0,2/03/06
1697,0,4D,10A,5000.0,3/03/06
1698,1,21A,50A,5000.0,6/03/06
1699,0,other,30D,5000.0,7/03/06
1700,0,222B,30C,5000.0,8/03/06
1701,1,91C,30B,5000.0,8/03/06
1702,0,other,20C,40000.0,8/03/06
1703,1,5A,30B,5000.0,8/03/06
1704,1,54B,20C,5000.0,8/03/06
1705,1,18B,20A,5000.0,8/03/06
1706,0,196D,20C,10000.0,14/03/06
1707,1,196D,20C,100000.0,14/03/06
1708,0,4D,20C,5000.0,14/03/06
1709,0,196D,20C,500000.0,14/03/06
1710,0,4D,20C,5000.0,14/03/06
1711,1,4D,20C,40000.0,14/03/06
1712,1,34B,30C,5000.0,14/03/06
1713,0,other,30D,10000.0,14/03/06
1714,0,86B,30B,5000.0,15/03/06
1715,0,2B,10B,5000.0,15/03/06
1716,1,other,30B,10000.0,15/03/06
1717,1,86B,30B,5000.0,15/03/06
1718,0,86B,30B,5000.0,15/03/06
1719,0,other,30B,10000.0,15/03/06
1720,1,other,30D,5000.0,15/03/06
1721,0,other,10A,30000.0,20/03/06
1722,1,24D,10A,10000.0,20/03/06
1723,0,other,10A,200000.0,21/03/06
1724,1,7C,50A,5000.0,23/03/06
1725,1,51C,20C,5000.0,25/03/06
1726,0,2B,10A,400000.0,27/03/06
1727,0,86B,30B,5000.0,27/03/06
1728,0,2B,10A,400000.0,27/03/06
1729,0,86B,30B,5000.0,27/03/06
1730,0,2B,10A,400000.0,27/03/06
1731,0,2B,10A,400000.0,27/03/06
1732,0,36D,10A,100000.0,27/03/06
1733,1,32D,10A,5000.0,27/03/06
1734,1,59C,10A,5000.0,28/03/06
1735,1,4D,10A,20000.0,28/03/06
1736,1,other,10A,20000.0,28/03/06
1737,1,163C,10A,30000.0,28/03/06
1738,1,51C,20C,5000.0,28/03/06
1739,1,100D,30C,10000.0,28/03/06
1740,0,215C,30B,5000.0,30/03/06
1741,1,2B,10A,20000.0,30/03/06
1742,0,215C,30B,20000.0,30/03/06
1743,0,166B,10A,5000.0,30/03/06
1744,0,215C,30B,5000.0,30/03/06
1745,1,215C,30B,5000.0,30/03/06
1746,0,215C,30B,40000.0,30/03/06
1747,0,other,30B,5000.0,30/03/06
1748,1,other,10A,5000.0,30/03/06
1749,0,34B,30C,5000.0,31/03/06
1750,1,133A,30D,5000.0,31/03/06
1751,1,1A,10A,5000.0,31/03/06
1752,0,34B,30C,5000.0,31/03/06
1753,1,2B,50A,5000.0,31/03/06
1754,1,2B,30C,5000.0,31/03/06
1755,1,2B,30C,5000.0,31/03/06
1756,0,133A,30D,5000.0,31/03/06
1757,1,2B,50A,5000.0,31/03/06
1758,1,84D,30B,10000.0,1/04/06
1759,1,other,20A,10000.0,1/04/06
1760,1,other,30D,5000.0,1/04/06
1761,1,4D,20C,10000.0,1/04/06
1762,1,2B,10A,5000.0,1/04/06
1763,1,97A,10A,100000.0,1/04/06
1764,1,51C,20C,5000.0,1/04/06
1765,1,4D,10A,20000.0,1/04/06
1766,1,196D,20C,40000.0,1/04/06
1767,1,132D,30B,5000.0,1/04/06
1768,1,18B,20A,5000.0,3/04/06
1769,0,4D,50A,200000.0,3/04/06
1770,0,32D,30B,200000.0,3/04/06
1771,0,148D,30B,200000.0,3/04/06
1772,0,32D,30B,50000.0,3/04/06
1773,0,32D,30B,20000.0,3/04/06
1774,0,4D,10A,200000.0,3/04/06
1775,0,32D,30B,5000.0,3/04/06
1776,1,18B,20A,5000.0,3/04/06
1777,0,97A,30B,10000.0,3/04/06
1778,0,32D,30B,30000.0,3/04/06
1779,0,32D,30B,30000.0,3/04/06
1780,0,90B,30D,20000.0,4/04/06
1781,0,4D,50A,10000.0,4/04/06
1782,1,75C,10B,5000.0,4/04/06
1783,1,34B,10A,5000.0,4/04/06
1784,0,97A,30B,5000.0,4/04/06
1785,0,other,30B,5000.0,4/04/06
1786,0,97A,30B,5000.0,4/04/06
1787,0,4D,10A,300000.0,4/04/06
1788,0,97A,30B,5000.0,4/04/06
1789,1,75C,10B,5000.0,4/04/06
1790,0,4D,10B,5000.0,4/04/06
1791,1,75C,10B,5000.0,4/04/06
1792,1,75C,10B,5000.0,4/04/06
1793,1,75C,10B,5000.0,4/04/06
1794,0,75C,10B,5000.0,4/04/06
1795,0,97A,30B,5000.0,4/04/06
1796,0,2B,30B,10000.0,4/04/06
1797,0,97A,30B,5000.0,4/04/06
1798,0,4D,30B,20000.0,4/04/06
1799,1,75C,10B,5000.0,4/04/06
1800,1,75C,10B,5000.0,4/04/06
1801,1,75C,10B,5000.0,4/04/06
1802,0,97A,30B,20000.0,4/04/06
1803,0,4D,10A,300000.0,4/04/06
1804,0,97A,30B,10000.0,4/04/06
1805,1,21A,10A,5000.0,5/04/06
1806,0,40D,10B,30000.0,6/04/06
1807,1,2B,10A,5000.0,10/04/06
1808,1,4D,30B,10000.0,10/04/06
1809,0,other,30B,10000.0,10/04/06
1810,1,2B,10A,5000.0,10/04/06
1811,1,59C,20C,5000.0,10/04/06
1812,1,59C,20C,20000.0,10/04/06
1813,0,2B,10A,5000.0,10/04/06
1814,0,2B,10A,5000.0,10/04/06
1815,0,63C,20A,50000.0,11/04/06
1816,0,2B,10A,20000.0,11/04/06
1817,0,2B,10A,10000.0,11/04/06
1818,0,other,30G,30000.0,11/04/06
1819,0,63C,20A,10000.0,11/04/06
1820,1,5A,30B,5000.0,11/04/06
1821,1,2B,10A,20000.0,11/04/06
1822,1,113A,10B,20000.0,12/04/06
1823,0,18B,20A,100000.0,12/04/06
1824,0,21A,10A,40000.0,12/04/06
1825,0,47C,20C,5000.0,12/04/06
1826,0,101A,30G,10000.0,12/04/06
1827,1,18B,20A,100000.0,13/04/06
1828,0,18B,20A,100000.0,13/04/06
1829,1,2B,20C,5000.0,13/04/06
1830,1,34B,10A,10000.0,14/04/06
1831,1,other,10A,5000.0,15/04/06
1832,1,6B,30B,10000.0,16/04/06
1833,0,141A,30B,10000.0,19/04/06
1834,0,196D,20C,5000.0,19/04/06
1835,1,4D,10A,10000.0,19/04/06
1836,0,66B,30B,20000.0,19/04/06
1837,1,other,30B,5000.0,19/04/06
1838,1,other,30D,5000.0,19/04/06
1839,1,141A,30B,5000.0,19/04/06
1840,1,47C,10B,5000.0,20/04/06
1841,0,59C,20C,5000.0,21/04/06
1842,1,59C,20C,200000.0,21/04/06
1843,0,59C,20C,5000.0,21/04/06
1844,1,59C,20C,5000.0,21/04/06
1845,1,59C,20C,100000.0,21/04/06
1846,1,59C,20C,40000.0,21/04/06
1847,0,59C,20C,5000.0,21/04/06
1848,0,59C,20C,5000.0,21/04/06
1849,1,34B,30C,5000.0,26/04/06
1850,1,5A,30B,5000.0,26/04/06
1851,1,34B,30C,5000.0,26/04/06
1852,0,34B,30C,5000.0,26/04/06
1853,1,other,10B,50000.0,26/04/06
1854,1,166B,10A,5000.0,26/04/06
1855,1,34B,30C,5000.0,26/04/06
1856,1,other,10A,20000.0,27/04/06
1857,1,2B,10A,20000.0,27/04/06
1858,0,5A,30B,5000.0,27/04/06
1859,1,34B,30C,5000.0,27/04/06
1860,0,26B,10A,40000.0,27/04/06
1861,1,36D,10A,100000.0,27/04/06
1862,1,21A,10A,20000.0,28/04/06
1863,1,4D,50A,20000.0,28/04/06
1864,1,21A,10B,30000.0,28/04/06
1865,1,other,50A,40000.0,28/04/06
1866,1,5A,50A,30000.0,28/04/06
1867,1,2B,30B,30000.0,28/04/06
1868,0,other,30B,5000.0,28/04/06
1869,0,59C,10A,10000.0,28/04/06
1870,0,222B,30C,10000.0,28/04/06
1871,0,59C,10A,100000.0,28/04/06
1872,1,65A,20C,20000.0,28/04/06
1873,1,4D,30B,30000.0,28/04/06
1874,1,269A,10A,5000.0,28/04/06
1875,1,4D,30C,50000.0,28/04/06
1876,1,34B,30C,5000.0,28/04/06
1877,1,other,50A,40000.0,28/04/06
1878,1,34B,30C,5000.0,28/04/06
1879,0,59C,10A,20000.0,28/04/06
1880,1,29A,10A,40000.0,28/04/06
1881,1,4D,10A,30000.0,28/04/06
1882,1,34B,10A,30000.0,28/04/06
1883,1,132D,40C,5000.0,30/04/06
1884,1,other,20C,5000.0,30/04/06
1885,1,2B,10A,40000.0,1/05/06
1886,1,63C,20A,10000.0,1/05/06
1887,1,2B,30C,20000.0,1/05/06
1888,1,2B,10A,30000.0,1/05/06
1889,1,2B,10A,20000.0,1/05/06
1890,1,63C,20A,10000.0,1/05/06
1891,0,66B,30B,40000.0,2/05/06
1892,1,2B,10A,5000.0,2/05/06
1893,0,59C,10A,5000.0,2/05/06
1894,1,196D,10A,100000.0,2/05/06
1895,0,59C,10A,30000.0,2/05/06
1896,1,other,20C,5000.0,2/05/06
1897,1,208D,10A,5000.0,3/05/06
1898,1,21A,10A,20000.0,3/05/06
1899,1,62B,10A,20000.0,4/05/06
1900,1,4D,30B,20000.0,4/05/06
1901,1,other,30B,5000.0,4/05/06
1902,1,28D,30B,5000.0,4/05/06
1903,0,28D,30B,5000.0,4/05/06
1904,1,21A,10A,10000.0,4/05/06
1905,1,4D,20C,5000.0,4/05/06
1906,1,2B,50A,5000.0,4/05/06
1907,1,4D,10A,5000.0,4/05/06
1908,1,90B,10A,5000.0,4/05/06
1909,1,136D,30G,20000.0,4/05/06
1910,1,4D,10A,5000.0,4/05/06
1911,1,2B,10A,5000.0,5/05/06
1912,1,2B,50A,30000.0,5/05/06
1913,0,40D,10B,5000.0,5/05/06
1914,0,66B,30B,5000.0,5/05/06
1915,1,2B,10A,20000.0,5/05/06
1916,1,75C,30C,5000.0,5/05/06
1917,1,other,10B,10000.0,5/05/06
1918,1,113A,10A,5000.0,5/05/06
1919,0,other,20C,5000.0,8/05/06
1920,0,other,20C,5000.0,8/05/06
1921,1,2B,10A,10000.0,8/05/06
1922,1,32D,10B,5000.0,8/05/06
1923,1,21A,50A,30000.0,8/05/06
1924,1,2B,10A,5000.0,9/05/06
1925,1,2B,30B,30000.0,10/05/06
1926,1,149A,50A,20000.0,10/05/06
1927,1,9A,10A,5000.0,10/05/06
1928,1,32D,10A,5000.0,10/05/06
1929,1,4D,10B,5000.0,10/05/06
1930,1,2B,10A,5000.0,11/05/06
1931,1,90B,10A,5000.0,11/05/06
1932,1,2B,10A,50000.0,11/05/06
1933,1,6B,10A,5000.0,11/05/06
1934,1,9A,10A,5000.0,12/05/06
1935,1,9A,10A,5000.0,12/05/06
1936,1,9A,10A,5000.0,12/05/06
1937,1,59C,50A,5000.0,12/05/06
1938,1,2B,10A,10000.0,12/05/06
1939,1,9A,10A,5000.0,12/05/06
1940,1,9A,10A,5000.0,12/05/06
1941,1,4D,30G,5000.0,15/05/06
1942,1,60D,30B,100000.0,15/05/06
1943,1,62B,10A,20000.0,16/05/06
1944,0,149A,30B,30000.0,16/05/06
1945,1,21A,30B,5000.0,16/05/06
1946,1,4D,10A,20000.0,16/05/06
1947,1,59C,10A,10000.0,16/05/06
1948,0,149A,30B,5000.0,16/05/06
1949,1,4D,50A,10000.0,16/05/06
1950,1,21A,10A,5000.0,16/05/06
1951,1,other,30C,5000.0,16/05/06
1952,1,12D,30B,10000.0,17/05/06
1953,1,21A,10B,10000.0,17/05/06
1954,1,75C,50A,5000.0,18/05/06
1955,1,2B,10A,40000.0,18/05/06
1956,1,2B,10A,5000.0,18/05/06
1957,1,4D,30B,5000.0,18/05/06
1958,1,4D,10B,5000.0,19/05/06
1959,1,5A,30B,5000.0,19/05/06
1960,1,other,10A,5000.0,19/05/06
1961,1,4D,10A,40000.0,19/05/06
1962,1,101A,30B,5000.0,19/05/06
1963,1,21A,10A,20000.0,19/05/06
1964,1,other,20A,5000.0,22/05/06
1965,1,2B,10A,5000.0,22/05/06
1966,1,24D,10A,40000.0,23/05/06
1967,1,215C,10A,5000.0,23/05/06
1968,1,other,10A,10000.0,23/05/06
1969,1,75C,10A,5000.0,23/05/06
1970,1,32D,10B,5000.0,23/05/06
1971,1,4D,30C,10000.0,23/05/06
1972,1,149A,30B,10000.0,24/05/06
1973,0,149A,30B,40000.0,24/05/06
1974,1,24D,30B,5000.0,24/05/06
1975,1,149A,30B,10000.0,24/05/06
1976,1,149A,30B,10000.0,24/05/06
1977,1,149A,30B,10000.0,24/05/06
1978,0,149A,30B,10000.0,24/05/06
1979,1,4D,10A,30000.0,24/05/06
1980,1,101A,50A,10000.0,24/05/06
1981,1,2B,10A,20000.0,25/05/06
1982,0,149A,30B,50000.0,25/05/06
1983,1,2B,10A,5000.0,25/05/06
1984,1,203C,10A,5000.0,25/05/06
1985,1,5A,30B,5000.0,25/05/06
1986,1,4D,50A,10000.0,25/05/06
1987,1,228D,10A,20000.0,25/05/06
1988,1,40D,10B,5000.0,25/05/06
1989,1,36D,10A,10000.0,25/05/06
1990,0,149A,30B,30000.0,25/05/06
1991,0,4D,10A,5000.0,26/05/06
1992,1,2B,10A,20000.0,26/05/06
1993,1,20D,10B,5000.0,26/05/06
1994,0,4D,10A,100000.0,26/05/06
1995,0,4D,10A,30000.0,26/05/06
1996,1,62B,10A,5000.0,26/05/06
1997,1,2B,10A,50000.0,26/05/06
1998,1,20D,10B,5000.0,26/05/06
1999,1,20D,10B,5000.0,26/05/06
2000,1,other,10A,20000.0,26/05/06
2001,0,4D,10A,5000.0,26/05/06
2002,0,40D,30B,5000.0,29/05/06
2003,0,40D,10B,100000.0,29/05/06
2004,1,179C,20A,200000.0,29/05/06
2005,1,234B,10A,5000.0,29/05/06
2006,1,179C,20A,40000.0,29/05/06
2007,0,40D,10B,5000.0,29/05/06
2008,1,179C,20A,100000.0,29/05/06
2009,0,40D,10B,30000.0,29/05/06
2010,1,40D,30B,50000.0,29/05/06
2011,0,179C,20A,300000.0,29/05/06
2012,0,40D,10B,100000.0,29/05/06
2013,1,69A,10A,20000.0,29/05/06
2014,1,4D,20C,5000.0,29/05/06
2015,1,179C,20A,100000.0,29/05/06
2016,0,179C,20A,100000.0,29/05/06
2017,1,2B,10A,5000.0,29/05/06
2018,0,40D,10B,20000.0,29/05/06
2019,1,21A,10A,5000.0,30/05/06
2020,0,21A,10A,5000.0,30/05/06
2021,0,60D,30D,30000.0,30/05/06
2022,1,29A,10A,5000.0,30/05/06
2023,0,40D,30B,5000.0,30/05/06
2024,1,208D,30C,5000.0,30/05/06
2025,1,32D,30B,5000.0,30/05/06
2026,0,65A,30B,5000.0,31/05/06
2027,1,4D,30C,30000.0,31/05/06
2028,1,26B,10A,30000.0,31/05/06
2029,0,65A,30B,5000.0,31/05/06
2030,0,65A,30B,40000.0,31/05/06
2031,0,65A,30B,30000.0,31/05/06
2032,1,65A,30B,10000.0,31/05/06
2033,0,65A,30B,10000.0,31/05/06
2034,1,21A,20C,5000.0,31/05/06
2035,1,65A,30B,10000.0,31/05/06
2036,0,65A,30B,5000.0,31/05/06
2037,1,4D,10A,5000.0,1/06/06
2038,1,208D,30B,5000.0,1/06/06
2039,0,53A,10A,5000.0,1/06/06
2040,1,5A,20C,10000.0,1/06/06
2041,0,20D,10B,5000.0,1/06/06
2042,0,65A,30B,5000.0,1/06/06
2043,0,other,10A,200000.0,1/06/06
2044,0,21A,30B,5000.0,1/06/06
2045,0,65A,30B,40000.0,1/06/06
2046,0,other,10B,100000.0,1/06/06
2047,1,62B,10A,10000.0,1/06/06
2048,0,65A,30B,20000.0,1/06/06
2049,1,163C,10A,5000.0,1/06/06
2050,0,65A,30B,5000.0,1/06/06
2051,1,21A,10A,5000.0,1/06/06
2052,1,4D,50A,5000.0,1/06/06
2053,0,65A,30B,50000.0,1/06/06
2054,0,4D,10A,30000.0,1/06/06
2055,0,4D,10A,5000.0,1/06/06
2056,1,20D,10B,5000.0,1/06/06
2057,1,40D,30B,10000.0,1/06/06
2058,1,137A,10A,5000.0,2/06/06
2059,1,149A,30B,10000.0,2/06/06
2060,1,73A,30B,5000.0,2/06/06
2061,0,149A,30B,30000.0,2/06/06
2062,1,180D,10B,50000.0,2/06/06
2063,0,180D,10B,5000.0,2/06/06
2064,0,149A,30B,10000.0,2/06/06
2065,1,4D,10A,40000.0,2/06/06
2066,0,149A,30B,5000.0,2/06/06
2067,0,180D,10B,10000.0,2/06/06
2068,1,180D,10B,5000.0,2/06/06
2069,1,2B,10A,5000.0,2/06/06
2070,0,149A,30B,5000.0,2/06/06
2071,0,180D,10B,10000.0,2/06/06
2072,0,62B,30B,100000.0,2/06/06
2073,1,36D,10A,5000.0,5/06/06
2074,1,4D,10A,30000.0,5/06/06
2075,1,13A,10A,5000.0,5/06/06
2076,1,36D,10A,5000.0,5/06/06
2077,1,2B,50A,5000.0,5/06/06
2078,1,84D,30B,5000.0,6/06/06
2079,1,52D,20A,5000.0,6/06/06
2080,1,52D,20A,5000.0,6/06/06
2081,1,9A,10A,5000.0,6/06/06
2082,0,2B,10A,5000.0,7/06/06
2083,0,2B,10A,10000.0,7/06/06
2084,1,2B,50A,5000.0,7/06/06
2085,0,7C,10A,5000.0,7/06/06
2086,1,other,10A,50000.0,7/06/06
2087,1,34B,10A,5000.0,7/06/06
2088,1,2B,20A,5000.0,7/06/06
2089,0,101A,30G,10000.0,8/06/06
2090,0,53A,10B,100000.0,8/06/06
2091,0,29A,10B,20000.0,8/06/06
2092,1,53A,10B,20000.0,8/06/06
2093,0,29A,10B,30000.0,8/06/06
2094,0,29A,10B,30000.0,8/06/06
2095,1,2B,10A,50000.0,8/06/06
2096,1,68D,30B,5000.0,8/06/06
2097,0,101A,30G,10000.0,8/06/06
2098,0,29A,10B,5000.0,8/06/06
2099,0,101A,30G,10000.0,8/06/06
2100,1,29A,10B,5000.0,8/06/06
2101,0,29A,10B,50000.0,8/06/06
2102,0,3C,20C,5000.0,8/06/06
2103,0,60D,30D,40000.0,9/06/06
2104,1,40D,30B,5000.0,9/06/06
2105,1,other,30B,100000.0,9/06/06
2106,0,60D,30D,20000.0,9/06/06
2107,1,21A,10A,5000.0,9/06/06
2108,0,68D,30B,5000.0,9/06/06
2109,0,60D,30D,5000.0,9/06/06
2110,0,40D,30B,5000.0,9/06/06
2111,1,203C,20C,100000.0,13/06/06
2112,0,203C,20C,30000.0,13/06/06
2113,1,7C,10A,5000.0,14/06/06
2114,1,21A,30C,5000.0,14/06/06
2115,1,166B,10A,5000.0,14/06/06
2116,1,21A,50A,40000.0,15/06/06
2117,1,4D,10B,5000.0,15/06/06
2118,1,73A,30B,5000.0,16/06/06
2119,1,203C,20C,5000.0,16/06/06
2120,1,21A,50A,5000.0,16/06/06
2121,1,136D,20C,5000.0,16/06/06
2122,1,4D,10A,5000.0,19/06/06
2123,1,34B,10A,30000.0,19/06/06
2124,1,27C,10A,5000.0,20/06/06
2125,1,4D,10A,5000.0,20/06/06
2126,1,2B,10A,10000.0,21/06/06
2127,1,60D,50A,5000.0,21/06/06
2128,0,101A,30G,10000.0,21/06/06
2129,1,4D,10A,5000.0,22/06/06
2130,1,252D,10A,5000.0,22/06/06
2131,1,21A,20C,5000.0,22/06/06
2132,1,other,50A,5000.0,22/06/06
2133,1,4D,30B,100000.0,22/06/06
2134,1,21A,50A,10000.0,22/06/06
2135,1,21A,10A,20000.0,22/06/06
2136,1,20D,10A,5000.0,22/06/06
2137,1,21A,50A,300000.0,22/06/06
2138,1,2B,10A,5000.0,22/06/06
2139,1,24D,10A,5000.0,22/06/06
2140,1,4D,10A,30000.0,22/06/06
2141,1,4D,10A,5000.0,22/06/06
2142,1,42B,30B,5000.0,22/06/06
2143,1,2B,20C,5000.0,22/06/06
2144,1,55C,10A,5000.0,22/06/06
2145,1,32D,30B,5000.0,22/06/06
2146,1,2B,30B,100000.0,22/06/06
2147,1,2B,10A,100000.0,23/06/06
2148,1,40D,10A,5000.0,23/06/06
2149,1,21A,10A,5000.0,26/06/06
2150,1,203C,20C,5000.0,26/06/06
2151,1,2B,20C,30000.0,26/06/06
2152,1,2B,10A,40000.0,26/06/06
2153,1,2B,10A,5000.0,26/06/06
2154,1,60D,30B,5000.0,27/06/06
2155,1,2B,10A,10000.0,27/06/06
2156,1,51C,10A,5000.0,27/06/06
2157,1,24D,10A,10000.0,27/06/06
2158,1,4D,10A,5000.0,27/06/06
2159,1,77A,10A,20000.0,28/06/06
2160,1,21A,20C,5000.0,28/06/06
2161,1,other,30B,5000.0,28/06/06
2162,1,4D,10A,30000.0,28/06/06
2163,0,36D,10A,50000.0,29/06/06
2164,1,51C,20C,5000.0,29/06/06
2165,1,36D,20C,30000.0,29/06/06
2166,1,4D,20C,10000.0,30/06/06
2167,1,21A,10A,30000.0,30/06/06
2168,1,4D,30B,10000.0,30/06/06
2169,0,228D,30B,50000.0,30/06/06
2170,0,205A,30B,5000.0,30/06/06
2171,1,234B,10B,5000.0,30/06/06
2172,0,228D,30B,5000.0,30/06/06
2173,0,228D,30B,40000.0,30/06/06
2174,0,205A,30B,5000.0,30/06/06
2175,0,205A,30B,5000.0,30/06/06
2176,1,179C,10A,30000.0,30/06/06
2177,0,205A,30B,5000.0,30/06/06
2178,0,205A,30B,5000.0,30/06/06
2179,1,228D,30B,5000.0,30/06/06
2180,1,4D,30B,100000.0,1/07/06
2181,1,4D,50A,40000.0,1/07/06
2182,1,2B,10A,10000.0,1/07/06
2183,1,62B,50A,40000.0,1/07/06
2184,1,6B,10A,30000.0,1/07/06
2185,1,other,10B,20000.0,1/07/06
2186,1,203C,20C,100000.0,1/07/06
2187,1,5A,10A,40000.0,1/07/06
2188,1,9A,10A,5000.0,1/07/06
2189,1,other,30B,5000.0,1/07/06
2190,1,87C,30G,30000.0,1/07/06
2191,1,149A,10B,40000.0,1/07/06
2192,1,other,20A,20000.0,1/07/06
2193,1,2B,10A,200000.0,1/07/06
2194,1,136D,10A,40000.0,1/07/06
2195,1,13A,10A,5000.0,1/07/06
2196,1,2B,20C,10000.0,1/07/06
2197,1,21A,20C,5000.0,1/07/06
2198,1,9A,10A,5000.0,1/07/06
2199,1,2B,30B,100000.0,1/07/06
2200,1,2B,30C,10000.0,1/07/06
2201,1,4D,10A,20000.0,1/07/06
2202,1,2B,10A,20000.0,1/07/06
2203,1,21A,10A,10000.0,3/07/06
2204,0,other,30B,5000.0,3/07/06
2205,1,other,20C,5000.0,3/07/06
2206,0,97A,30B,5000.0,3/07/06
2207,1,97A,30B,5000.0,3/07/06
2208,1,97A,30B,5000.0,3/07/06
2209,0,other,30B,5000.0,3/07/06
2210,1,69A,30B,5000.0,3/07/06
2211,1,4D,10A,10000.0,4/07/06
2212,1,34B,30C,5000.0,4/07/06
2213,1,4D,10A,100000.0,4/07/06
2214,0,97A,30B,5000.0,4/07/06
2215,0,112D,30C,100000.0,4/07/06
2216,0,97A,30B,20000.0,4/07/06
2217,0,97A,30B,5000.0,4/07/06
2218,1,34B,30C,20000.0,4/07/06
2219,1,179C,20A,5000.0,4/07/06
2220,1,97A,30B,5000.0,4/07/06
2221,0,135C,30G,10000.0,5/07/06
2222,1,2B,50A,5000.0,5/07/06
2223,1,51C,20C,5000.0,5/07/06
2224,1,4D,10B,20000.0,6/07/06
2225,1,34B,50A,5000.0,6/07/06
2226,1,other,30D,30000.0,6/07/06
2227,1,2B,10A,5000.0,7/07/06
2228,1,205A,30B,10000.0,7/07/06
2229,1,21A,30B,30000.0,7/07/06
2230,1,47C,10B,5000.0,10/07/06
2231,1,40D,20A,5000.0,10/07/06
2232,1,4D,50A,5000.0,10/07/06
2233,1,2B,10A,5000.0,10/07/06
2234,0,33A,10A,20000.0,11/07/06
2235,1,21A,10A,5000.0,11/07/06
2236,0,33A,10A,40000.0,11/07/06
2237,0,9A,10A,5000.0,11/07/06
2238,1,21A,10B,30000.0,11/07/06
2239,1,51C,20C,5000.0,11/07/06
2240,1,4D,30G,10000.0,11/07/06
2241,0,33A,10A,20000.0,11/07/06
2242,1,4D,30B,5000.0,12/07/06
2243,1,89A,30B,30000.0,12/07/06
2244,1,2B,10A,30000.0,12/07/06
2245,1,4D,20C,5000.0,12/07/06
2246,0,2B,10A,5000.0,12/07/06
2247,1,59C,10A,5000.0,12/07/06
2248,0,66B,30B,40000.0,13/07/06
2249,1,2B,10A,30000.0,13/07/06
2250,0,2B,10A,20000.0,13/07/06
2251,0,2B,10A,10000.0,13/07/06
2252,1,2B,10A,10000.0,13/07/06
2253,1,2B,10A,10000.0,13/07/06
2254,1,40D,30B,10000.0,13/07/06
2255,1,24D,10A,30000.0,13/07/06
2256,0,2B,10A,10000.0,13/07/06
2257,0,2B,10A,5000.0,13/07/06
2258,0,2B,10A,5000.0,13/07/06
2259,0,2B,10A,5000.0,13/07/06
2260,1,other,10A,5000.0,13/07/06
2261,1,137A,20C,5000.0,14/07/06
2262,0,2B,10A,10000.0,14/07/06
2263,1,2B,10A,30000.0,14/07/06
2264,1,137A,30B,5000.0,14/07/06
2265,1,other,10A,30000.0,14/07/06
2266,0,other,30D,50000.0,14/07/06
2267,1,2B,10A,40000.0,14/07/06
2268,1,137A,20C,5000.0,14/07/06
2269,1,137A,20C,5000.0,14/07/06
2270,1,6B,10A,20000.0,14/07/06
2271,1,21A,30B,5000.0,14/07/06
2272,0,4D,20C,40000.0,14/07/06
2273,0,137A,20C,5000.0,14/07/06
2274,1,149A,10B,5000.0,14/07/06
2275,1,other,20C,5000.0,14/07/06
2276,0,137A,20C,50000.0,14/07/06
2277,0,137A,20C,5000.0,14/07/06
2278,1,137A,20C,5000.0,14/07/06
2279,0,137A,20C,40000.0,14/07/06
2280,0,137A,20C,5000.0,14/07/06
2281,1,21A,30B,100000.0,14/07/06
2282,1,4D,10A,5000.0,16/07/06
2283,1,4D,30B,10000.0,17/07/06
2284,0,4D,20C,5000.0,17/07/06
2285,0,other,30B,5000.0,17/07/06
2286,1,other,20C,5000.0,17/07/06
2287,1,4D,10A,40000.0,18/07/06
2288,1,4D,10A,5000.0,18/07/06
2289,0,other,10B,5000.0,18/07/06
