id,Person.ID,Roles
2261,500182,
2262,9042,
2263,39562,
2264,722802,
2265,10477,
2266,144477,
2267,82892,
2268,500182,
2270,69432,
2271,63782,
2272,68587,
2273,23452,
2274,39562,
2275,40572,
2276,348432,
2277,672142,
2278,73402,
2279,78637,
2280,68692,
2281,10477,
2282,71247,
2283,81592,
2284,19347,
2285,25217,
2286,66737,
2287,68587,
2288,35422,
2289,342122,
2290,734322,
2291,671847,
2292,17772,
2293,35837,
2294,78562,
2295,71247,
2296,36527,
2297,25342,
2298,80397,
2299,80232,
2300,3182,
2301,80232,
2302,4882,
2304,81822,
2306,752,
2307,79907,
2308,31377,
2309,9757,
2310,46697,
2311,65782,
2312,4302,
2313,82072,
2314,1797,
2315,7947,
2316,86082,
2317,78817,
2318,58647,
2319,82022,
2320,74512,
2321,82892,
2322,22917,
2323,495212,
2324,500182,
2325,351122,
2326,726602,
2327,82022,
2328,50027,
2329,711207,
2330,3182,
2331,75457,
2332,119982,
2334,650672,
2335,70832,
2336,66092,
2338,407,
2339,16302,
2340,66752,
2341,32522,
2342,330592,
2343,79532,
2344,421337,
2345,1617,
2346,68857,
2347,7947,
2348,51367,
2349,113192,
2350,76022,
2351,3762,
2352,9337,
2353,29512,
2354,24552,
2355,62952,
2356,72722,
2357,491842,
2358,57272,
2359,77297,
2360,2697,
2361,77152,
2362,67182,
2363,80437,
2364,63277,
2365,28502,
2366,14487,
2367,112562,
2368,113052,
2369,74512,
2370,64337,
2371,397557,
2372,488862,
2373,82452,
2374,680542,
2376,116157,
2377,500332,
2379,78572,
2380,75772,
2382,46922,
2383,604692,
2384,70832,
2385,613297,
2386,69517,
2387,97532,
2388,32522,
2389,33752,
2390,72532,
2391,659757,
2392,547,
2393,68252,
2394,64232,
2396,16332,
2398,67412,
2399,11372,
2400,65752,
2401,612,
2402,63527,
2403,72562,
2404,13612,
2405,78132,
2406,80387,
2407,140882,
2409,70682,
2410,2107,
2411,17427,
2412,73717,
2413,8667,
2414,34737,
2415,65017,
2416,95932,
2417,37242,
2418,11612,
2419,33097,
2420,113607,
2421,81117,
2422,70907,
2423,14182,
2424,613502,
2425,398112,
2426,76792,
2427,643862,
2428,489582,
2429,17657,
2430,500197,
2431,64342,
2432,63492,
2433,75382,
2434,19897,
2435,2577,
2436,730217,
2437,575052,
2438,4302,
2439,98212,
2440,124722,
2441,89627,
2442,50052,
2443,80967,
2444,45967,
2445,113027,
2446,78282,
2447,482182,
2448,76752,
2449,73627,
2450,490032,
2451,1277,
2452,41912,
2453,37947,
2454,80077,
2455,31722,
2456,23997,
2457,78782,
2458,19922,
2459,26107,
2460,85917,
2461,7947,
2462,62872,
2463,6077,
2464,113027,
2465,124932,
2466,23912,
2467,76312,
2468,39812,
2469,688372,
2470,71902,
2471,82507,
2472,72957,
2473,497907,
2474,111122,
2475,27192,
2476,3812,
2477,145447,
2479,94187,
2480,131112,
2482,24252,
2483,13682,
2484,93362,
2485,32422,
2487,14112,
2488,52337,
2489,2697,
2490,744787,
2491,43597,
2492,74487,
2493,637532,
2494,1797,
2495,39647,
2496,5552,
2497,487812,
2498,40607,
2499,265767,
2500,57272,
2502,595792,
2503,126927,
2504,69612,
2505,79742,
2506,13812,
2507,67732,
2508,31592,
2509,701802,
2510,698007,
2511,14152,
2512,39457,
2513,22322,
2514,66752,
2515,66107,
2516,35602,
2517,132957,
2518,30437,
2519,34417,
2520,117737,
2522,73017,
2524,80722,
2525,64337,
2526,14757,
2527,80137,
2529,20497,
2530,66987,
2531,66007,
2532,66482,
2533,10377,
2534,86212,
2535,26597,
2536,93342,
2537,358382,
2538,1797,
2539,75377,
2540,126927,
2541,6397,
2542,11282,
2543,137427,
2544,89467,
2545,28342,
2546,32052,
2547,500392,
2548,19662,
2549,117462,
2550,64642,
2551,131877,
2552,8312,
2553,115252,
2554,500417,
2555,662597,
2556,24577,
2557,32907,
2558,80412,
2559,726872,
2561,148102,
2562,495207,
2564,119932,
2565,5142,
2566,33752,
2567,10407,
2568,21132,
2569,38882,
2570,87542,
2571,68252,
2572,79787,
2573,79057,
2574,500142,
2575,118727,
2576,44022,
2577,131812,
2578,98432,
2579,247072,
2580,107987,
2581,117317,
2582,74697,
2583,38457,
2584,70327,
2586,45967,
2587,95962,
2588,48632,
2589,119982,
2591,73382,
2592,139962,
2593,65402,
2594,53202,
2595,7347,
2596,68587,
2597,657727,
2598,115417,
2599,67077,
2600,89652,
2601,597827,
2602,31067,
2603,8842,
2604,131502,
2605,80322,
2606,67657,
2607,297092,
2608,71982,
2609,107262,
2610,17647,
2611,726557,
2612,49277,
2613,14267,
2614,1387,
2616,6502,
2617,80217,
2618,137272,
2619,25267,
2620,3292,
2621,842,
2622,11427,
2623,106802,
2624,77987,
2625,148597,
2626,46922,
2627,77077,
2628,72957,
2629,65802,
2630,73417,
2631,67502,
2632,82467,
2633,8012,
2634,71932,
2635,77877,
2636,4702,
2637,64102,
2638,67647,
2639,11602,
2640,500332,
2641,58457,
2642,4302,
2644,62902,
2645,66732,
2646,1982,
2647,76777,
2648,67872,
2649,641012,
2650,19997,
2651,82142,
2652,19967,
2653,39407,
2654,246972,
2655,620807,
2656,78537,
2657,7942,
2659,85642,
2660,111192,
2661,21877,
2662,79062,
2664,129622,
2665,664052,
2666,495142,
2667,64077,
2668,22792,
2669,82442,
2670,597827,
2671,32667,
2672,75447,
2673,2982,
2674,28412,
2675,636257,
2676,99877,
2677,74772,
2678,64272,
2679,2427,
2680,68232,
2681,75037,
2682,15187,
2683,34617,
2684,343842,
2685,63207,
2686,75412,
2687,30962,
2689,297092,
2690,64332,
2691,6747,
2692,3812,
2693,19262,
2694,80212,
2695,10402,
2698,730082,
2699,500182,
2700,85642,
2701,1982,
2702,7842,
2704,77342,
2705,9712,
2706,82092,
2707,80392,
2710,111122,
2711,3207,
2712,74717,
2713,77467,
2714,22117,
2715,1752,
2716,72087,
2717,108502,
2718,74277,
2719,46772,
2720,72447,
2721,66462,
2722,89637,
2723,592,
2725,499542,
2726,69152,
2728,11302,
2729,14487,
2730,663347,
2731,24257,
2732,1302,
2734,72312,
2735,10842,
2736,79192,
2737,74252,
2738,34182,
2740,665642,
2741,8012,
2743,45587,
2744,69657,
2745,741312,
2746,67472,
2747,92682,
2748,672142,
2749,57192,
2750,20497,
2751,63772,
2752,78962,
2753,491312,
2754,104707,
2755,47467,
2756,80187,
2757,31457,
2758,93907,
2759,636347,
2760,147677,
2761,754347,
2762,66312,
2763,44097,
2764,72422,
2765,82442,
2766,96872,
2767,1812,
2768,4842,
2769,2982,
2770,148202,
2772,10662,
2773,29797,
2774,62937,
2775,12677,
2776,7387,
2777,90132,
2778,14267,
2779,69262,
2780,80137,
2781,63782,
2782,393152,
2783,66197,
2784,30072,
2785,73757,
2786,77622,
2787,70832,
2788,74162,
2789,66092,
2790,70832,
2791,71037,
2792,79142,
2793,17342,
2794,34177,
2795,70832,
2796,70832,
2797,70832,
2799,68587,
2800,68587,
2801,448227,
2802,79662,
2803,68857,
2804,35867,
2805,72267,
2806,79192,
2807,752,
2808,31067,
2809,68857,
2810,66197,
2811,74932,
2812,44252,
2813,66657,
2814,742402,
2815,1797,
2816,78762,
2817,70682,
2818,78562,
2819,342122,
2820,78602,
2821,68782,
2822,643862,
2823,808267,
2824,73757,
2825,20202,
2826,79277,
2827,615307,
2828,139852,
2829,40947,
2830,606322,
2831,615307,
2832,70322,
2833,74832,
2834,11342,
2835,9732,
2836,2557,
2837,491322,
2838,3182,
2839,74492,
2840,16737,
2841,64807,
2842,110472,
2843,28502,
2844,34177,
2845,15667,
2846,110472,
2848,68817,
2849,105342,
2850,407,
2851,14777,
2852,9067,
2853,1797,
2855,67842,
2856,498427,
2857,103787,
2858,69262,
2859,114842,
2860,1797,
2861,72037,
2862,78827,
2863,8462,
2864,12957,
2865,4877,
2867,64777,
2868,40797,
2869,72652,
2870,8462,
2871,498427,
2872,75587,
2873,72037,
2874,36527,
2875,144462,
2876,28607,
2877,16582,
2878,28607,
2879,16647,
2880,68857,
2881,115417,
2882,636757,
2883,67037,
2884,103787,
2885,10592,
2886,79427,
2887,69212,
2888,66657,
2889,124832,
2891,22982,
2892,646977,
2893,78762,
2894,85862,
2895,15282,
2896,16642,
2897,6292,
2898,105342,
2899,19082,
2900,64337,
2901,77652,
2902,11747,
2903,67037,
2904,641012,
2905,36252,
2906,38697,
2907,73882,
2908,79022,
2909,85862,
2910,82522,
2911,71727,
2912,696062,
2913,40572,
2914,28607,
2915,82892,
2916,39277,
2917,5967,
2918,1797,
2919,23997,
2920,73757,
2921,144267,
2922,30072,
2923,67647,
2924,78967,
2925,659757,
2926,68817,
2927,289542,
2928,53027,
2929,10477,
2930,120797,
2931,73402,
2932,18377,
2933,73882,
2934,64807,
2935,78967,
2936,68782,
2937,115407,
2938,14612,
2940,17367,
2941,115407,
2942,82547,
2943,66737,
2944,7302,
2945,76297,
2946,85862,
2947,32822,
2948,74312,
2949,36857,
2952,8772,
2954,115407,
2956,79122,
2957,77622,
2958,18237,
2961,73087,
2962,20497,
2963,47947,
2964,95867,
2965,72267,
2966,78537,
2967,28262,
2968,27102,
2969,82497,
2970,39812,
2971,39812,
2972,149107,
2973,34737,
2974,80692,
2975,723197,
2976,110472,
2977,64357,
2978,2022,
2979,62902,
2980,10662,
2981,2022,
2982,72957,
2983,60517,
2984,500137,
2985,139962,
2986,76297,
2987,72497,
2988,65782,
2989,126247,
2990,752,
2991,70682,
2992,500332,
2993,500412,
2994,73402,
2995,758317,
2996,36527,
2997,147382,
2998,1797,
2999,25207,
3000,54737,
3001,116057,
3002,12917,
3003,74592,
3004,495842,
3005,73497,
3006,19262,
3007,27752,
3008,77457,
3009,49227,
3010,641012,
3011,67842,
3012,495452,
3013,115867,
3014,589572,
3015,144267,
3016,76732,
3017,82547,
3018,77807,
3019,84622,
3020,70487,
3021,77067,
3022,53027,
3023,78827,
3024,7452,
3025,438372,
3026,46132,
3027,3207,
3028,79277,
3029,13817,
3030,497802,
3031,7342,
3032,7362,
3033,133557,
3034,98757,
3035,43882,
3036,69262,
3038,35562,
3039,115217,
3042,636257,
3045,14277,
3047,101582,
3049,56447,
3050,730232,
3051,74877,
3053,82547,
3055,500392,
3057,370587,
3058,138567,
3059,143802,
3060,68782,
3062,1012,
3063,31182,
3065,5967,
3067,76237,
3068,730412,
3070,102402,
3071,83157,
3072,10072,
3074,578662,
3075,32357,
3076,38292,
3077,144767,
3078,76237,
3079,69337,
3080,145367,
3081,82567,
3082,779697,
3083,83552,
3084,66752,
3085,730127,
3088,84627,
3089,40847,
3091,22847,
3092,592,
3093,66752,
3094,139212,
3095,49097,
3097,31707,
3099,610622,
3100,701397,
3102,21137,
3104,88557,
3106,59127,
3107,119837,
3108,289542,
3109,104707,
3110,93802,
3111,643862,
3114,142182,
3115,499667,
3116,64927,
3117,20497,
3118,131432,
3119,15282,
3120,11507,
3121,7452,
3122,28607,
3123,802167,
3124,89492,
3125,84622,
3126,73402,
3127,28607,
3128,28607,
3129,22917,
3130,80057,
3131,1797,
3132,78762,
3134,33312,
3135,639557,
3136,79427,
3137,701397,
3138,693892,
3139,117462,
3140,69032,
3141,3812,
3142,111122,
3143,79022,
3144,82962,
3145,101532,
3146,6282,
3147,30977,
3148,2262,
3149,44907,
3150,89472,
3151,1012,
3152,34447,
3153,74372,
3154,124722,
3155,35602,
3156,78922,
3157,67007,
3158,780507,
3159,492057,
3160,89472,
3161,72957,
3162,73882,
3163,492057,
3164,72957,
3165,15767,
3166,22982,
3167,724202,
3168,110457,
3169,699007,
3170,620807,
3171,595677,
3172,27572,
3173,63962,
3174,489582,
3175,500392,
3176,126007,
3177,49097,
3178,60082,
3179,127397,
3180,77297,
3181,97962,
3182,325112,
3183,723197,
3184,255582,
3185,77717,
3186,55532,
3187,14737,
3188,613297,
3189,106282,
3190,96312,
3191,80457,
3192,771797,
3193,668387,
3194,697707,
3195,790507,
3196,717907,
3197,636257,
3198,86212,
3199,104707,
3200,500412,
3201,659387,
3202,147857,
3203,82172,
3204,29317,
3205,39392,
3206,18732,
3207,94237,
3208,89627,
3209,701802,
3210,494852,
3211,7362,
3212,156692,
3213,54737,
3214,20892,
3215,602087,
3216,367942,
3217,32457,
3218,119372,
3219,774572,
3220,701397,
3221,593492,
3222,500332,
3223,701397,
3224,51367,
3225,655457,
3226,14647,
3227,115247,
3228,578662,
3229,722802,
3230,175512,
3231,44852,
3232,49227,
3233,26352,
3234,23437,
3235,49972,
3236,74162,
3237,497457,
3238,12957,
3239,76812,
3240,11247,
3241,730232,
3242,76307,
3243,137507,
3244,72037,
3245,92307,
3246,86672,
3247,495452,
3248,717402,
3249,615312,
3250,8542,
3251,782987,
3252,4882,
3253,1757,
3254,135027,
3255,19127,
3256,5267,
3257,78887,
3258,72037,
3259,82132,
3261,147717,
3262,24267,
3263,79652,
3264,75972,
3265,67282,
3266,142457,
3267,9757,
3268,491322,
3269,142457,
3270,46132,
3271,13807,
3272,758317,
3273,9757,
3274,89467,
3275,35137,
3276,491582,
3277,10182,
3278,22847,
3279,1382,
3280,29512,
3281,23357,
3282,9757,
3283,247022,
3284,718607,
3285,754067,
3286,17282,
3287,79192,
3288,35547,
3289,58647,
3290,59447,
3291,70897,
3292,500252,
3293,1617,
3294,749572,
3295,500007,
3296,588387,
3297,135862,
3298,246732,
3300,667512,
3301,690307,
3302,350047,
3303,685762,
3304,29497,
3305,92927,
3306,646977,
3307,500272,
3308,78817,
3309,1797,
3310,5967,
3311,82567,
3312,40492,
3313,54922,
3314,107862,
3315,82567,
3316,147857,
3317,575052,
3318,12957,
3319,68782,
3320,85862,
3321,679242,
3322,82567,
3323,66887,
3324,1797,
3325,78817,
3326,66722,
3327,1302,
3328,35867,
3329,82567,
3330,3182,
3331,79632,
3332,4877,
3333,11327,
3334,696062,
3335,594827,
3336,330592,
3337,47257,
3338,146827,
3339,500012,
3340,9712,
3341,124477,
3342,80377,
3343,641012,
3344,9712,
3345,95862,
3346,75572,
3347,28832,
3348,1797,
3349,39407,
3350,89787,
3351,641022,
3352,9712,
3353,776122,
3354,737247,
3355,7662,
3356,710372,
3357,66322,
3358,82697,
3359,19082,
3360,475172,
3361,79192,
3362,145367,
3363,144767,
3364,20937,
3365,29562,
3366,72652,
3367,77112,
3368,106227,
3369,74162,
3370,19517,
3371,500367,
3372,488677,
3373,73402,
3374,741582,
3375,74947,
3376,25267,
3377,2712,
3378,74162,
3379,65307,
3380,19082,
3381,589572,
3382,65712,
3384,741582,
3385,64357,
3386,64777,
3387,89467,
3388,612,
3389,491312,
3390,495452,
3391,134907,
3392,66887,
3393,22982,
3394,93007,
3395,67657,
3396,78752,
3397,25052,
3398,14957,
3399,491312,
3400,78887,
3401,28607,
3402,3207,
3403,7362,
3404,75972,
3405,143357,
3406,82567,
3407,28502,
3408,73717,
3409,491312,
3410,72037,
3411,73882,
3412,779697,
3413,147827,
3414,701397,
3415,779697,
3416,23437,
3417,655457,
3418,80377,
3419,575052,
3420,34737,
3421,34737,
3422,17622,
3423,21132,
3424,14957,
3425,21132,
3426,144632,
3427,82377,
3428,74512,
3429,407,
3431,21132,
3432,81792,
3433,68472,
3434,64777,
3435,780002,
3436,498427,
3437,85642,
3438,120892,
3439,71727,
3440,21132,
3441,498427,
3442,81792,
3443,70457,
3445,81792,
3446,63542,
3447,85642,
3448,79632,
3449,98222,
3450,11507,
3451,32907,
3452,86302,
3453,62952,
3454,18832,
3455,685327,
3456,66887,
3457,78967,
3458,37662,
3459,75127,
3460,60517,
3461,64232,
3462,72532,
3463,21877,
3464,500332,
3465,19517,
3466,64232,
3467,72532,
3468,22982,
3469,107242,
3470,32457,
3471,592662,
3472,7452,
3473,93802,
3474,82697,
3475,641012,
3476,103002,
3477,14957,
3478,38697,
3479,39562,
3480,44252,
3481,59402,
3482,70832,
3483,20122,
3484,57272,
3485,85862,
3486,779697,
3487,646977,
3488,44022,
3489,35867,
3490,25272,
3491,19752,
3492,500167,
3493,119982,
3494,65332,
3495,101532,
3496,73652,
3497,81037,
3498,75972,
3499,75377,
3500,488847,
3501,67787,
3502,10387,
3503,35867,
3504,159607,
3505,82907,
3506,63047,
3507,10387,
3509,74822,
3510,498427,
3511,77297,
3512,27352,
3513,44022,
3514,84622,
3515,34737,
3516,68472,
3517,76022,
3518,21017,
3519,34737,
3520,592,
3521,18567,
3522,66752,
3523,81702,
3524,101532,
3525,81792,
3526,21132,
3527,11507,
3528,93647,
3529,297392,
3530,17622,
3531,35562,
3532,69337,
3533,72267,
3534,71872,
3535,126162,
3536,34737,
3537,14267,
3538,22917,
3539,67842,
3540,64867,
3541,22847,
3542,70322,
3543,82022,
3544,11812,
3545,27102,
3546,53202,
3547,126927,
3548,3637,
3549,79742,
3550,8012,
3551,475172,
3552,29087,
3553,85642,
3554,25677,
3555,120892,
3557,4302,
3558,81792,
3559,85642,
3560,18567,
3561,10477,
3562,11747,
3563,36472,
3564,10477,
3565,107667,
3566,72037,
3567,46127,
3568,1797,
3569,63377,
3570,70832,
3571,70832,
3572,78977,
3573,146987,
3574,407,
3575,20202,
3576,31377,
3577,70832,
3578,77832,
3579,70832,
3580,81822,
3581,64927,
3582,67007,
3583,31377,
3584,9067,
3585,79192,
3586,20202,
3587,70832,
3588,70987,
3589,491322,
3590,73497,
3591,8012,
3592,20202,
3593,22292,
3594,66877,
3595,11507,
3596,7662,
3597,35137,
3598,72267,
3599,19517,
3600,13512,
3601,54322,
3602,10987,
3603,66897,
3604,57272,
3605,126927,
3606,36042,
3607,7947,
3608,82427,
3609,66752,
3610,8772,
3611,66197,
3612,78817,
3613,82117,
3614,53202,
3615,63772,
3616,27352,
3617,64867,
3618,81037,
3619,70832,
3620,3062,
3621,20472,
3622,49227,
3623,290727,
3624,34737,
3625,82452,
3626,79192,
3627,119372,
3628,69812,
3629,69812,
3630,1797,
3631,39407,
3632,39407,
3633,66197,
3634,35137,
3635,78992,
3636,80692,
3638,77342,
3639,7452,
3640,547,
3641,74012,
3642,75127,
3643,680542,
3644,126927,
3645,65782,
3646,7452,
3648,489907,
3649,143802,
3650,39457,
3651,577,
3652,14487,
3653,110607,
3654,47517,
3655,62937,
3656,70682,
3657,26862,
3658,46132,
3659,27192,
3660,72447,
3661,98432,
3662,73417,
3663,20202,
3664,82452,
3665,17657,
3666,63757,
3667,66732,
3668,24577,
3669,111122,
3670,62902,
3671,75992,
3672,69657,
3673,68587,
3674,77987,
3675,17617,
3676,143357,
3677,77977,
3678,367942,
3679,78607,
3680,71037,
3681,74822,
3682,4762,
3683,3182,
3684,45972,
3685,29512,
3686,78537,
3687,67297,
3688,146827,
3689,27757,
3690,57272,
3691,69517,
3692,67007,
3693,80412,
3694,24257,
3695,64842,
3696,21132,
3697,7947,
3698,85862,
3699,46132,
3700,67007,
3701,77067,
3702,1382,
3703,85862,
3704,421337,
3705,498427,
3706,66092,
3707,73402,
3708,67007,
3709,290727,
3710,106227,
3711,54322,
3712,8542,
3713,11667,
3714,76237,
3715,74947,
3716,42322,
3717,107862,
3718,119767,
3719,5967,
3720,115867,
3721,74192,
3723,646977,
3725,144462,
3726,1797,
3727,105342,
3728,6292,
3729,73882,
3731,64777,
3732,74372,
3733,4762,
3734,69032,
3735,1617,
3736,74162,
3737,79032,
3738,4222,
3739,78782,
3740,79427,
3741,68117,
3742,110472,
3743,67647,
3744,29962,
3745,136607,
3746,86302,
3747,16632,
3748,65712,
3749,11327,
3750,67842,
3751,70542,
3752,37302,
3753,70487,
3755,23342,
3756,9712,
3757,76732,
3758,6747,
3759,68437,
3760,3207,
3761,22982,
3762,77067,
3763,105342,
3764,63942,
3765,66722,
3766,79217,
3767,25272,
3768,78887,
3769,20122,
3770,72532,
3771,140417,
3772,79702,
3773,143357,
3774,15282,
3775,77277,
3776,86672,
3777,166802,
3778,74302,
3779,44697,
3780,33752,
3781,77277,
3782,420282,
3783,17342,
3784,490262,
3785,17617,
3786,12957,
3787,4167,
3788,711192,
3789,69812,
3790,78922,
3791,12957,
3792,7047,
3794,30772,
3795,3597,
3796,16137,
3797,21132,
3798,69812,
3799,143357,
3800,3207,
3801,655457,
3802,78947,
3803,79702,
3804,20722,
3805,68817,
3806,20722,
3807,84487,
3808,78782,
3809,65712,
3810,78897,
3811,76792,
3812,142457,
3813,65767,
3814,78342,
3815,73717,
3816,48632,
3817,7087,
3818,80372,
3819,19362,
3820,78607,
3821,82547,
3822,142457,
3823,101532,
3824,74162,
3825,78752,
3826,69032,
3828,372082,
3829,493302,
3830,39277,
3831,76352,
3832,20122,
3833,720017,
3834,8772,
3835,32952,
3836,723132,
3837,9067,
3838,75377,
3839,78947,
3840,734322,
3841,89487,
3842,107862,
3843,438372,
3844,148087,
3845,69012,
3846,7362,
3847,19347,
3848,498427,
3849,105342,
3850,78342,
3851,36242,
3852,74932,
3853,449272,
3854,79242,
3855,68622,
3856,74822,
3857,78602,
3858,17342,
3859,84622,
3860,4167,
3861,69142,
3862,67647,
3863,4492,
3864,72317,
3865,15282,
3866,16632,
3867,32172,
3868,8877,
3869,77112,
3870,64777,
3871,148087,
3872,78312,
3874,657727,
3875,25217,
3876,77067,
3877,500182,
3878,78762,
3879,135472,
3880,69812,
3881,43757,
3882,25267,
3883,74372,
3884,735967,
3885,33167,
3886,111122,
3887,98222,
3888,78817,
3889,498427,
3890,71402,
3891,22622,
3892,36187,
3893,67842,
3894,78962,
3895,77112,
3896,146262,
3897,80387,
3898,63552,
3899,79182,
3900,79022,
3901,7747,
3902,101532,
3903,40947,
3904,68782,
3905,112162,
3906,7512,
3907,105342,
3908,7342,
3909,23342,
3910,20937,
3911,17877,
3912,314487,
3913,314487,
3914,71037,
3915,115247,
3916,449137,
3917,40492,
3918,53237,
3920,3692,
3921,28832,
3922,17342,
3923,92492,
3924,498427,
3925,68232,
3926,2232,
3927,73882,
3928,46132,
3929,33167,
3931,73612,
3932,39812,
3933,36527,
3935,82502,
3936,105337,
3937,63757,
3939,84622,
3940,60697,
3941,16642,
3942,84622,
3943,47517,
3944,82697,
3945,802167,
3946,25267,
3947,65387,
3948,98187,
3949,33812,
3950,32822,
3951,73717,
3952,79607,
3953,9067,
3954,77977,
3955,34177,
3956,9227,
3957,137507,
3958,75127,
3959,691177,
3960,63552,
3961,78342,
3962,107862,
3963,79242,
3964,80387,
3965,7047,
3966,20202,
3967,7747,
3968,20122,
3969,407,
3970,13682,
3971,16137,
3972,110177,
3973,35602,
3974,40797,
3975,1012,
3977,66922,
3978,4082,
3979,73757,
3980,38697,
3981,8377,
3982,36527,
3983,28832,
3984,16892,
3985,147717,
3986,65712,
3987,6012,
3988,74302,
3989,111122,
3990,23997,
3991,12282,
3992,17342,
3993,78342,
3994,16137,
3995,66197,
3996,54737,
3997,803057,
3998,801752,
3999,73942,
4000,36527,
4001,98187,
4002,148087,
4003,53237,
4004,18567,
4006,33167,
4007,78342,
4008,31322,
4009,10577,
4010,2232,
4011,126927,
4012,44697,
4014,36472,
4015,65782,
4016,720017,
4017,28832,
4018,17342,
4019,76352,
4020,16642,
4021,10157,
4022,16892,
4023,802167,
4024,77977,
4025,15282,
4026,23997,
4027,36527,
4028,255582,
4029,98187,
4030,159607,
4031,26877,
4032,488857,
4034,98222,
4035,372082,
4036,110177,
4037,17877,
4038,44697,
4039,734322,
4040,22847,
4041,38697,
4043,77977,
4045,143357,
4046,36527,
4047,63942,
4048,16137,
4049,30772,
4050,77467,
4051,79857,
4052,81592,
4053,70457,
4054,52602,
4055,12002,
4056,39647,
4057,76352,
4058,7597,
4059,79857,
4060,86302,
4062,735967,
4063,27317,
4064,9757,
4065,29497,
4066,148102,
4067,31067,
4068,735967,
4069,322697,
4070,132232,
4071,79857,
4072,10477,
4073,4082,
4074,79857,
4075,79192,
4076,18562,
4077,77832,
4078,89467,
4079,639457,
4080,12002,
4081,498427,
4082,659757,
4084,12002,
4085,79857,
4086,93007,
4087,115417,
4088,139852,
4089,636972,
4090,80057,
4091,10987,
4092,139852,
4093,5927,
4094,47057,
4095,610882,
4096,39832,
4097,80372,
4098,17622,
4099,870077,
4100,72267,
4101,610882,
4102,1617,
4103,68252,
4104,78962,
4105,76307,
4106,56097,
4107,79192,
4108,82892,
4109,491307,
4110,41012,
4111,135457,
4112,71402,
4113,64347,
4114,70322,
4115,114842,
4116,342122,
4117,47442,
4118,4492,
4119,28797,
4120,547,
4121,75377,
4122,20927,
4123,71867,
4124,123092,
4125,79062,
4126,1012,
4127,72432,
4128,68472,
4129,6077,
4130,72447,
4131,66092,
4132,547,
4133,32052,
4134,80322,
4135,32522,
4136,28387,
4137,11552,
4138,77637,
4139,27352,
4140,22097,
4141,80057,
4142,27352,
4143,23927,
4144,63542,
4145,77887,
4146,874432,
4147,82022,
4148,70767,
4149,79652,
4150,28797,
4151,73017,
4152,16642,
4153,330592,
4154,720302,
4155,871907,
4156,94102,
4157,28797,
4158,20342,
4159,123132,
4160,113607,
4161,68437,
4162,66657,
4163,115407,
4164,73882,
4165,74822,
4166,63962,
4167,589572,
4168,78827,
4169,74077,
4170,111122,
4171,79227,
4172,178232,
4173,74822,
4174,64777,
4175,79192,
4176,5672,
4177,74162,
4179,119982,
4180,67037,
4181,79192,
4182,301472,
4183,11342,
4184,638122,
4185,755517,
4186,775597,
4187,18237,
4188,78947,
4189,73422,
4190,15047,
4191,36827,
4192,67657,
4193,51842,
4194,330592,
4195,547,
4196,39277,
4197,10157,
4198,110177,
4199,67037,
4200,49227,
4201,407,
4202,22767,
4203,801752,
4204,78922,
4205,46132,
4206,44907,
4207,73612,
4208,77297,
4209,69032,
4210,75377,
4211,17762,
4212,71712,
4213,68622,
4214,726807,
4216,133032,
4217,17877,
4218,69812,
4219,2982,
4220,103002,
4221,67647,
4222,489582,
4223,67367,
4224,131372,
4225,69262,
4226,63757,
4227,73942,
4228,34617,
4229,36472,
4230,78602,
4231,33167,
4232,547,
4233,79602,
4234,24087,
4235,119982,
4236,30772,
4237,63757,
4238,405312,
4239,67842,
4240,89582,
4242,592,
4243,615307,
4244,20937,
4245,63722,
4246,22002,
4247,159607,
4248,607102,
4249,74822,
4250,1797,
4251,108962,
4253,18377,
4254,148087,
4255,67842,
4256,29562,
4257,720302,
4258,77067,
4259,500142,
4260,66887,
4261,498427,
4262,53027,
4263,89652,
4264,78967,
4265,20657,
4266,82377,
4267,1797,
4268,68502,
4269,6332,
4270,803057,
4271,76237,
4272,22077,
4273,74492,
4274,114842,
4275,1797,
4276,30017,
4277,8462,
4278,79022,
4279,30017,
4280,636757,
4281,71037,
4282,29497,
4283,14777,
4284,72432,
4285,72532,
4286,68232,
4287,17877,
4288,665642,
4289,755517,
4290,55127,
4291,67842,
4292,33752,
4293,79857,
4294,44252,
4295,10577,
4296,68587,
4297,120797,
4298,78967,
4299,14957,
4300,105342,
4301,73547,
4302,84622,
4303,7607,
4304,500142,
4305,71432,
4306,22002,
4307,67847,
4308,27372,
4309,12527,
4310,63812,
4311,608447,
4312,80377,
4313,73512,
4314,330592,
4315,608447,
4316,15632,
4317,98757,
4318,361922,
4319,67842,
4320,624752,
4321,10352,
4322,35602,
4323,89492,
4324,145367,
4325,106357,
4326,145857,
4327,301472,
4328,74372,
4329,98197,
4330,16652,
4331,407,
4332,48152,
4333,103002,
4334,641012,
4335,1862,
4337,18377,
4338,70907,
4339,85862,
4340,76297,
4341,93802,
4342,67037,
4343,82542,
4344,73942,
4345,67037,
4346,449272,
4347,67282,
4348,73882,
4349,64807,
4350,79632,
4351,408232,
4352,408232,
4353,22202,
4354,408232,
4355,26862,
4356,421337,
4357,11507,
4358,89467,
4359,1162,
4360,11507,
4361,28797,
4362,593217,
4363,49592,
4364,665642,
4365,68437,
4366,10867,
4367,46127,
4368,46127,
4369,46127,
4370,63812,
