,Grant.Application.ID,SEO.Code,variable,value
2271,1412,780103.0,SEO.Percentage.1,60.0
2272,1412,670499.0,SEO.Percentage.2,20.0
2273,1412,670403.0,SEO.Percentage.3,20.0
2274,1413,730209.0,SEO.Percentage.1,100.0
2275,1414,610104.0,SEO.Percentage.1,100.0
2276,1415,730108.0,SEO.Percentage.1,40.0
2277,1415,730301.0,SEO.Percentage.3,40.0
2278,1415,730219.0,SEO.Percentage.2,20.0
2279,1416,730106.0,SEO.Percentage.1,100.0
2280,1417,780103.0,SEO.Percentage.1,100.0
2281,1418,730204.0,SEO.Percentage.2,30.0
2282,1418,730116.0,SEO.Percentage.1,50.0
2283,1418,730201.0,SEO.Percentage.3,20.0
2284,1419,730108.0,SEO.Percentage.1,50.0
2285,1419,730101.0,SEO.Percentage.2,50.0
2286,1420,670403.0,SEO.Percentage.2,50.0
2287,1420,730101.0,SEO.Percentage.1,50.0
2288,1421,730110.0,SEO.Percentage.1,50.0
2289,1421,730117.0,SEO.Percentage.2,40.0
2290,1421,730106.0,SEO.Percentage.3,10.0
2291,1422,730108.0,SEO.Percentage.1,100.0
2292,1423,730219.0,SEO.Percentage.1,100.0
2293,1424,780105.0,SEO.Percentage.2,20.0
2294,1424,730108.0,SEO.Percentage.1,80.0
2295,1425,730211.0,SEO.Percentage.1,70.0
2296,1425,730204.0,SEO.Percentage.2,30.0
2297,1426,730199.0,SEO.Percentage.1,70.0
2298,1426,730104.0,SEO.Percentage.2,15.0
2299,1426,730211.0,SEO.Percentage.3,15.0
2300,1427,730214.0,SEO.Percentage.1,100.0
2301,1428,730106.0,SEO.Percentage.1,100.0
2302,1430,730199.0,SEO.Percentage.1,100.0
2303,1431,671401.0,SEO.Percentage.3,30.0
2304,1431,700103.0,SEO.Percentage.1,40.0
2305,1431,671306.0,SEO.Percentage.2,30.0
2306,1434,730214.0,SEO.Percentage.1,100.0
2307,1435,730104.0,SEO.Percentage.2,40.0
2308,1435,730113.0,SEO.Percentage.1,60.0
2309,1436,630101.0,SEO.Percentage.1,100.0
2310,1437,610104.0,SEO.Percentage.1,100.0
2311,1438,730108.0,SEO.Percentage.1,100.0
2312,1439,730104.0,SEO.Percentage.1,100.0
2313,1442,730108.0,SEO.Percentage.1,100.0
2314,1443,710600.0,SEO.Percentage.1,100.0
2315,1444,730108.0,SEO.Percentage.1,40.0
2316,1444,730213.0,SEO.Percentage.3,30.0
2317,1444,730107.0,SEO.Percentage.2,30.0
2318,1446,730102.0,SEO.Percentage.1,100.0
2319,1447,730108.0,SEO.Percentage.1,100.0
2320,1448,730106.0,SEO.Percentage.1,100.0
2321,1449,720204.0,SEO.Percentage.1,100.0
2322,1450,730108.0,SEO.Percentage.3,30.0
2323,1450,730106.0,SEO.Percentage.2,30.0
2324,1450,730107.0,SEO.Percentage.1,40.0
2325,1451,730106.0,SEO.Percentage.3,30.0
2326,1451,730118.0,SEO.Percentage.1,40.0
2327,1451,730103.0,SEO.Percentage.2,30.0
2328,1452,730108.0,SEO.Percentage.1,100.0
2329,1454,670304.0,SEO.Percentage.3,10.0
2330,1454,670706.0,SEO.Percentage.1,50.0
2331,1454,670799.0,SEO.Percentage.2,40.0
2332,1455,730116.0,SEO.Percentage.1,50.0
2333,1455,730102.0,SEO.Percentage.2,50.0
2334,1456,730199.0,SEO.Percentage.1,100.0
2335,1458,730110.0,SEO.Percentage.2,30.0
2336,1458,730102.0,SEO.Percentage.1,50.0
2337,1458,730104.0,SEO.Percentage.3,20.0
2338,1459,770307.0,SEO.Percentage.1,100.0
2339,1461,730102.0,SEO.Percentage.3,30.0
2340,1461,730105.0,SEO.Percentage.1,60.0
2341,1461,730108.0,SEO.Percentage.2,10.0
2342,1463,730106.0,SEO.Percentage.1,100.0
2343,1465,730108.0,SEO.Percentage.1,100.0
2344,1466,730214.0,SEO.Percentage.1,100.0
2345,1467,730108.0,SEO.Percentage.1,100.0
2346,1468,730214.0,SEO.Percentage.1,100.0
2347,1469,730306.0,SEO.Percentage.1,100.0
2348,1470,730108.0,SEO.Percentage.1,100.0
2349,1472,729999.0,SEO.Percentage.1,100.0
2350,1473,730305.0,SEO.Percentage.2,30.0
2351,1473,750104.0,SEO.Percentage.3,20.0
2352,1473,730111.0,SEO.Percentage.1,50.0
2353,1474,780103.0,SEO.Percentage.1,100.0
2354,1475,750901.0,SEO.Percentage.1,100.0
2355,1476,630102.0,SEO.Percentage.2,40.0
2356,1476,780105.0,SEO.Percentage.3,20.0
2357,1476,630101.0,SEO.Percentage.1,40.0
2358,1477,780104.0,SEO.Percentage.1,100.0
2359,1478,730106.0,SEO.Percentage.1,100.0
2360,1479,780102.0,SEO.Percentage.1,100.0
2361,1480,730218.0,SEO.Percentage.2,40.0
2362,1480,730308.0,SEO.Percentage.1,40.0
2363,1480,720299.0,SEO.Percentage.3,20.0
2364,1481,680199.0,SEO.Percentage.3,20.0
2365,1481,780104.0,SEO.Percentage.1,60.0
2366,1481,771199.0,SEO.Percentage.2,20.0
2367,1482,780105.0,SEO.Percentage.1,70.0
2368,1482,730104.0,SEO.Percentage.2,30.0
2369,1483,780105.0,SEO.Percentage.1,100.0
2370,1484,730107.0,SEO.Percentage.1,100.0
2371,1485,730104.0,SEO.Percentage.1,100.0
2372,1487,730211.0,SEO.Percentage.1,50.0
2373,1487,730301.0,SEO.Percentage.2,50.0
2374,1488,620305.0,SEO.Percentage.1,100.0
2375,1489,780105.0,SEO.Percentage.1,100.0
2376,1491,610104.0,SEO.Percentage.1,100.0
2377,1494,669999.0,SEO.Percentage.1,100.0
2378,1495,770599.0,SEO.Percentage.2,40.0
2379,1495,750299.0,SEO.Percentage.1,60.0
2380,1496,730206.0,SEO.Percentage.1,100.0
2381,1497,730114.0,SEO.Percentage.1,100.0
2382,1498,730114.0,SEO.Percentage.1,100.0
2383,1499,780105.0,SEO.Percentage.1,100.0
2384,1500,730114.0,SEO.Percentage.1,80.0
2385,1500,730105.0,SEO.Percentage.2,20.0
2386,1502,730110.0,SEO.Percentage.3,40.0
2387,1502,730213.0,SEO.Percentage.1,30.0
2388,1502,730203.0,SEO.Percentage.2,30.0
2389,1503,730105.0,SEO.Percentage.1,100.0
2390,1504,730105.0,SEO.Percentage.1,100.0
2391,1505,730104.0,SEO.Percentage.1,40.0
2392,1505,730110.0,SEO.Percentage.3,30.0
2393,1505,730106.0,SEO.Percentage.2,30.0
2394,1506,730105.0,SEO.Percentage.2,45.0
2395,1506,730118.0,SEO.Percentage.3,10.0
2396,1506,730104.0,SEO.Percentage.1,45.0
2397,1507,730212.0,SEO.Percentage.1,50.0
2398,1507,730213.0,SEO.Percentage.2,50.0
2399,1508,780102.0,SEO.Percentage.1,100.0
2400,1509,730107.0,SEO.Percentage.1,100.0
2401,1510,730213.0,SEO.Percentage.1,100.0
2402,1511,751005.0,SEO.Percentage.1,100.0
2403,1512,671402.0,SEO.Percentage.2,50.0
2404,1512,730203.0,SEO.Percentage.1,50.0
2405,1513,780108.0,SEO.Percentage.1,90.0
2406,1513,730104.0,SEO.Percentage.2,10.0
2407,1514,730212.0,SEO.Percentage.1,60.0
2408,1514,730101.0,SEO.Percentage.2,40.0
2409,1515,730202.0,SEO.Percentage.1,60.0
2410,1515,730101.0,SEO.Percentage.2,40.0
2411,1516,730201.0,SEO.Percentage.2,50.0
2412,1516,730101.0,SEO.Percentage.1,50.0
2413,1518,730213.0,SEO.Percentage.1,100.0
2414,1519,730201.0,SEO.Percentage.1,100.0
2415,1520,730205.0,SEO.Percentage.2,40.0
2416,1520,730201.0,SEO.Percentage.1,60.0
2417,1521,730301.0,SEO.Percentage.2,50.0
2418,1521,730114.0,SEO.Percentage.1,50.0
2419,1522,730108.0,SEO.Percentage.1,100.0
2420,1523,730108.0,SEO.Percentage.1,70.0
2421,1523,730102.0,SEO.Percentage.2,20.0
2422,1523,730213.0,SEO.Percentage.3,10.0
2423,1524,730219.0,SEO.Percentage.2,20.0
2424,1524,730108.0,SEO.Percentage.1,40.0
2425,1524,730301.0,SEO.Percentage.3,40.0
2426,1525,730102.0,SEO.Percentage.3,33.0
2427,1525,730113.0,SEO.Percentage.1,34.0
2428,1525,730108.0,SEO.Percentage.2,33.0
2429,1526,730109.0,SEO.Percentage.2,50.0
2430,1526,730113.0,SEO.Percentage.1,50.0
2431,1527,730104.0,SEO.Percentage.1,100.0
2432,1528,730108.0,SEO.Percentage.1,100.0
2433,1529,730106.0,SEO.Percentage.1,100.0
2434,1530,730105.0,SEO.Percentage.1,100.0
2435,1531,730113.0,SEO.Percentage.2,20.0
2436,1531,730108.0,SEO.Percentage.1,80.0
2437,1532,780105.0,SEO.Percentage.1,100.0
2438,1533,730110.0,SEO.Percentage.2,25.0
2439,1533,780105.0,SEO.Percentage.1,70.0
2440,1533,730108.0,SEO.Percentage.3,5.0
2441,1534,780105.0,SEO.Percentage.1,100.0
2442,1536,630502.0,SEO.Percentage.2,50.0
2443,1536,630104.0,SEO.Percentage.1,50.0
2444,1537,771003.0,SEO.Percentage.1,70.0
2445,1537,780105.0,SEO.Percentage.2,30.0
2446,1539,740201.0,SEO.Percentage.1,100.0
2447,1540,660205.0,SEO.Percentage.2,30.0
2448,1540,780103.0,SEO.Percentage.1,50.0
2449,1540,660502.0,SEO.Percentage.3,20.0
2450,1541,700199.0,SEO.Percentage.2,50.0
2451,1541,700302.0,SEO.Percentage.1,50.0
2452,1543,730204.0,SEO.Percentage.3,30.0
2453,1543,780105.0,SEO.Percentage.2,30.0
2454,1543,780101.0,SEO.Percentage.1,40.0
2455,1545,730104.0,SEO.Percentage.2,40.0
2456,1545,730203.0,SEO.Percentage.1,60.0
2457,1546,730105.0,SEO.Percentage.1,100.0
2458,1547,730101.0,SEO.Percentage.1,50.0
2459,1547,730212.0,SEO.Percentage.2,30.0
2460,1547,730306.0,SEO.Percentage.3,20.0
2461,1548,730104.0,SEO.Percentage.1,100.0
2462,1549,730104.0,SEO.Percentage.1,50.0
2463,1549,730301.0,SEO.Percentage.3,25.0
2464,1549,730219.0,SEO.Percentage.2,25.0
2465,1550,750702.0,SEO.Percentage.1,80.0
2466,1550,750601.0,SEO.Percentage.2,20.0
2467,1551,730206.0,SEO.Percentage.1,50.0
2468,1551,750309.0,SEO.Percentage.2,50.0
2469,1552,730111.0,SEO.Percentage.1,100.0
2470,1553,630299.0,SEO.Percentage.1,100.0
2471,1554,740201.0,SEO.Percentage.2,60.0
2472,1554,740102.0,SEO.Percentage.1,40.0
2473,1555,730206.0,SEO.Percentage.2,50.0
2474,1555,730105.0,SEO.Percentage.3,10.0
2475,1555,730115.0,SEO.Percentage.1,40.0
2476,1556,750312.0,SEO.Percentage.2,35.0
2477,1556,730214.0,SEO.Percentage.3,35.0
2478,1556,730207.0,SEO.Percentage.1,30.0
2479,1557,770804.0,SEO.Percentage.2,50.0
2480,1557,770704.0,SEO.Percentage.1,50.0
2481,1558,750699.0,SEO.Percentage.3,25.0
2482,1558,750599.0,SEO.Percentage.4,25.0
2483,1558,750403.0,SEO.Percentage.2,25.0
2484,1558,730201.0,SEO.Percentage.1,25.0
2485,1559,730108.0,SEO.Percentage.1,40.0
2486,1559,670403.0,SEO.Percentage.2,30.0
2487,1559,740301.0,SEO.Percentage.3,30.0
2488,1560,730214.0,SEO.Percentage.1,100.0
2489,1561,750401.0,SEO.Percentage.1,100.0
2490,1563,770405.0,SEO.Percentage.1,100.0
2491,1565,750802.0,SEO.Percentage.1,60.0
2492,1565,750899.0,SEO.Percentage.3,10.0
2493,1565,750702.0,SEO.Percentage.2,30.0
2494,1566,700302.0,SEO.Percentage.1,100.0
2495,1567,730110.0,SEO.Percentage.1,75.0
2496,1567,730102.0,SEO.Percentage.2,25.0
2497,1568,749999.0,SEO.Percentage.1,100.0
2498,1572,730106.0,SEO.Percentage.1,100.0
2499,1573,730106.0,SEO.Percentage.1,100.0
2500,1574,730106.0,SEO.Percentage.1,100.0
2501,1575,730106.0,SEO.Percentage.1,100.0
2502,1577,730203.0,SEO.Percentage.2,50.0
2503,1577,730213.0,SEO.Percentage.1,50.0
2504,1578,730106.0,SEO.Percentage.1,100.0
2505,1579,730106.0,SEO.Percentage.1,100.0
2506,1580,730106.0,SEO.Percentage.1,100.0
2507,1581,730218.0,SEO.Percentage.1,45.0
2508,1581,730107.0,SEO.Percentage.3,10.0
2509,1581,730106.0,SEO.Percentage.2,45.0
2510,1582,730106.0,SEO.Percentage.1,50.0
2511,1582,730213.0,SEO.Percentage.2,50.0
2512,1583,730104.0,SEO.Percentage.3,10.0
2513,1583,730106.0,SEO.Percentage.1,70.0
2514,1583,730105.0,SEO.Percentage.2,20.0
2515,1584,750299.0,SEO.Percentage.1,100.0
2516,1585,730106.0,SEO.Percentage.1,100.0
2517,1586,730219.0,SEO.Percentage.1,100.0
2518,1587,730202.0,SEO.Percentage.3,10.0
2519,1587,730106.0,SEO.Percentage.1,80.0
2520,1587,730201.0,SEO.Percentage.2,10.0
2521,1588,730106.0,SEO.Percentage.2,60.0
2522,1588,730105.0,SEO.Percentage.1,40.0
2523,1589,730106.0,SEO.Percentage.1,100.0
2524,1590,730101.0,SEO.Percentage.1,100.0
2525,1591,780103.0,SEO.Percentage.1,100.0
2526,1592,780105.0,SEO.Percentage.1,50.0
2527,1592,780199.0,SEO.Percentage.2,50.0
2528,1593,610199.0,SEO.Percentage.1,20.0
2529,1593,700399.0,SEO.Percentage.3,40.0
2530,1593,751099.0,SEO.Percentage.2,40.0
2531,1594,750605.0,SEO.Percentage.1,100.0
2532,1595,770307.0,SEO.Percentage.2,50.0
2533,1595,630302.0,SEO.Percentage.1,50.0
2534,1596,779902.0,SEO.Percentage.1,100.0
2535,1597,750699.0,SEO.Percentage.1,100.0
2536,1598,770307.0,SEO.Percentage.2,50.0
2537,1598,630302.0,SEO.Percentage.1,50.0
2538,1599,730108.0,SEO.Percentage.1,60.0
2539,1599,730113.0,SEO.Percentage.2,40.0
2540,1600,780105.0,SEO.Percentage.2,20.0
2541,1600,730101.0,SEO.Percentage.1,80.0
2542,1601,730213.0,SEO.Percentage.1,50.0
2543,1601,730214.0,SEO.Percentage.2,50.0
2544,1602,730108.0,SEO.Percentage.1,100.0
2545,1603,730206.0,SEO.Percentage.1,15.0
2546,1603,730205.0,SEO.Percentage.2,15.0
2547,1603,730218.0,SEO.Percentage.4,30.0
2548,1603,730219.0,SEO.Percentage.5,25.0
2549,1603,730211.0,SEO.Percentage.3,15.0
2550,1604,780105.0,SEO.Percentage.1,100.0
2551,1605,730104.0,SEO.Percentage.2,40.0
2552,1605,780108.0,SEO.Percentage.1,60.0
2553,1606,730104.0,SEO.Percentage.1,100.0
2554,1608,730110.0,SEO.Percentage.2,25.0
2555,1608,730305.0,SEO.Percentage.3,25.0
2556,1608,730108.0,SEO.Percentage.1,50.0
2557,1609,780105.0,SEO.Percentage.1,100.0
2558,1610,730104.0,SEO.Percentage.1,50.0
2559,1610,730203.0,SEO.Percentage.2,25.0
2560,1610,730220.0,SEO.Percentage.3,25.0
2561,1611,730105.0,SEO.Percentage.2,50.0
2562,1611,670403.0,SEO.Percentage.1,20.0
2563,1611,730106.0,SEO.Percentage.3,30.0
2564,1612,730104.0,SEO.Percentage.1,100.0
2565,1613,730114.0,SEO.Percentage.1,100.0
2566,1614,730104.0,SEO.Percentage.1,100.0
2567,1615,730204.0,SEO.Percentage.1,40.0
2568,1615,730205.0,SEO.Percentage.2,30.0
2569,1615,730211.0,SEO.Percentage.3,30.0
2570,1616,730104.0,SEO.Percentage.1,100.0
2571,1617,780103.0,SEO.Percentage.1,100.0
2572,1618,730108.0,SEO.Percentage.2,50.0
2573,1618,730107.0,SEO.Percentage.1,50.0
2574,1619,730104.0,SEO.Percentage.1,100.0
2575,1620,770307.0,SEO.Percentage.2,50.0
2576,1620,630302.0,SEO.Percentage.1,50.0
2577,1621,730108.0,SEO.Percentage.2,50.0
2578,1621,730102.0,SEO.Percentage.1,50.0
2579,1622,730116.0,SEO.Percentage.2,20.0
2580,1622,779903.0,SEO.Percentage.1,80.0
2581,1623,671401.0,SEO.Percentage.2,10.0
2582,1623,780104.0,SEO.Percentage.1,90.0
2583,1624,670401.0,SEO.Percentage.1,100.0
2584,1625,770802.0,SEO.Percentage.1,50.0
2585,1625,770602.0,SEO.Percentage.2,50.0
2586,1626,730200.0,SEO.Percentage.1,50.0
2587,1626,730101.0,SEO.Percentage.2,50.0
2588,1627,730200.0,SEO.Percentage.1,50.0
2589,1627,730101.0,SEO.Percentage.2,50.0
2590,1629,730205.0,SEO.Percentage.1,100.0
2591,1630,780105.0,SEO.Percentage.1,100.0
2592,1631,730213.0,SEO.Percentage.1,100.0
2593,1633,730213.0,SEO.Percentage.1,100.0
2594,1634,730115.0,SEO.Percentage.2,20.0
2595,1634,730104.0,SEO.Percentage.1,80.0
2596,1635,730110.0,SEO.Percentage.2,40.0
2597,1635,730108.0,SEO.Percentage.1,50.0
2598,1635,730305.0,SEO.Percentage.3,10.0
2599,1636,730106.0,SEO.Percentage.1,100.0
2600,1637,730108.0,SEO.Percentage.1,50.0
2601,1637,730208.0,SEO.Percentage.2,50.0
2602,1639,730108.0,SEO.Percentage.1,100.0
2603,1640,730104.0,SEO.Percentage.1,100.0
2604,1641,730104.0,SEO.Percentage.1,100.0
2605,1643,730104.0,SEO.Percentage.1,100.0
2606,1644,750307.0,SEO.Percentage.1,40.0
2607,1644,750312.0,SEO.Percentage.2,60.0
2608,1648,730108.0,SEO.Percentage.1,100.0
2609,1649,730303.0,SEO.Percentage.1,50.0
2610,1649,730104.0,SEO.Percentage.2,50.0
2611,1650,730303.0,SEO.Percentage.1,40.0
2612,1650,730306.0,SEO.Percentage.3,20.0
2613,1650,730104.0,SEO.Percentage.2,40.0
2614,1652,730108.0,SEO.Percentage.1,100.0
2615,1657,730107.0,SEO.Percentage.1,100.0
2616,1658,780105.0,SEO.Percentage.1,100.0
2617,1659,730399.0,SEO.Percentage.1,100.0
2618,1660,730111.0,SEO.Percentage.1,100.0
2619,1661,730106.0,SEO.Percentage.1,100.0
2620,1662,730105.0,SEO.Percentage.3,10.0
2621,1662,730210.0,SEO.Percentage.2,30.0
2622,1662,730218.0,SEO.Percentage.1,60.0
2623,1663,730116.0,SEO.Percentage.1,40.0
2624,1663,730215.0,SEO.Percentage.3,30.0
2625,1663,730204.0,SEO.Percentage.2,30.0
2626,1664,730211.0,SEO.Percentage.1,100.0
2627,1665,770805.0,SEO.Percentage.2,30.0
2628,1665,770804.0,SEO.Percentage.1,40.0
2629,1665,770806.0,SEO.Percentage.3,30.0
2630,1666,770806.0,SEO.Percentage.3,30.0
2631,1666,770804.0,SEO.Percentage.1,40.0
2632,1666,770805.0,SEO.Percentage.2,30.0
2633,1667,730102.0,SEO.Percentage.1,100.0
2634,1668,670400.0,SEO.Percentage.2,40.0
2635,1668,730100.0,SEO.Percentage.1,60.0
2636,1669,750309.0,SEO.Percentage.2,50.0
2637,1669,730206.0,SEO.Percentage.1,50.0
2638,1670,749999.0,SEO.Percentage.1,100.0
2639,1671,780105.0,SEO.Percentage.2,50.0
2640,1671,780108.0,SEO.Percentage.1,50.0
2641,1672,780108.0,SEO.Percentage.2,50.0
2642,1672,760199.0,SEO.Percentage.1,50.0
2643,1673,730102.0,SEO.Percentage.1,70.0
2644,1673,730108.0,SEO.Percentage.2,30.0
2645,1674,700101.0,SEO.Percentage.1,50.0
2646,1674,720499.0,SEO.Percentage.2,50.0
2647,1675,749999.0,SEO.Percentage.1,100.0
2648,1676,729901.0,SEO.Percentage.1,100.0
2649,1677,620105.0,SEO.Percentage.1,100.0
2650,1678,780105.0,SEO.Percentage.1,100.0
2651,1679,730104.0,SEO.Percentage.1,80.0
2652,1679,730101.0,SEO.Percentage.2,20.0
2653,1680,730106.0,SEO.Percentage.1,100.0
2654,1681,730303.0,SEO.Percentage.2,50.0
2655,1681,730104.0,SEO.Percentage.1,50.0
2656,1683,730105.0,SEO.Percentage.1,100.0
2657,1684,730110.0,SEO.Percentage.2,20.0
2658,1684,730101.0,SEO.Percentage.1,80.0
2659,1685,730207.0,SEO.Percentage.1,50.0
2660,1685,730305.0,SEO.Percentage.2,30.0
2661,1685,730303.0,SEO.Percentage.3,20.0
2662,1686,610199.0,SEO.Percentage.1,100.0
2663,1687,730305.0,SEO.Percentage.2,30.0
2664,1687,730303.0,SEO.Percentage.3,20.0
2665,1687,730207.0,SEO.Percentage.1,50.0
2666,1689,730211.0,SEO.Percentage.2,40.0
2667,1689,780101.0,SEO.Percentage.1,60.0
2668,1690,730208.0,SEO.Percentage.1,60.0
2669,1690,730219.0,SEO.Percentage.2,40.0
2670,1691,700101.0,SEO.Percentage.3,30.0
2671,1691,749999.0,SEO.Percentage.2,30.0
2672,1691,751003.0,SEO.Percentage.1,40.0
2673,1692,730220.0,SEO.Percentage.1,50.0
2674,1692,730114.0,SEO.Percentage.2,50.0
2675,1693,730208.0,SEO.Percentage.1,60.0
2676,1693,730219.0,SEO.Percentage.2,40.0
2677,1694,730106.0,SEO.Percentage.1,100.0
2678,1695,730104.0,SEO.Percentage.1,100.0
2679,1696,730102.0,SEO.Percentage.2,50.0
2680,1696,730116.0,SEO.Percentage.1,50.0
2681,1697,730200.0,SEO.Percentage.1,40.0
2682,1697,730211.0,SEO.Percentage.2,30.0
2683,1697,730101.0,SEO.Percentage.3,30.0
2684,1698,700199.0,SEO.Percentage.2,50.0
2685,1698,700302.0,SEO.Percentage.1,50.0
2686,1699,730118.0,SEO.Percentage.1,100.0
2687,1700,750802.0,SEO.Percentage.1,100.0
2688,1702,671704.0,SEO.Percentage.1,40.0
2689,1702,730299.0,SEO.Percentage.3,30.0
2690,1702,670403.0,SEO.Percentage.2,30.0
2691,1703,730203.0,SEO.Percentage.2,50.0
2692,1703,730213.0,SEO.Percentage.1,50.0
2693,1707,710701.0,SEO.Percentage.1,100.0
2694,1708,730114.0,SEO.Percentage.1,70.0
2695,1708,730301.0,SEO.Percentage.3,10.0
2696,1708,730203.0,SEO.Percentage.2,20.0
2697,1710,730104.0,SEO.Percentage.1,100.0
2698,1711,730105.0,SEO.Percentage.1,100.0
2699,1712,730111.0,SEO.Percentage.1,100.0
2700,1713,730101.0,SEO.Percentage.1,80.0
2701,1713,730102.0,SEO.Percentage.2,20.0
2702,1714,760199.0,SEO.Percentage.3,20.0
2703,1714,620301.0,SEO.Percentage.2,30.0
2704,1714,770702.0,SEO.Percentage.1,50.0
2705,1715,770307.0,SEO.Percentage.1,100.0
2706,1716,770406.0,SEO.Percentage.2,30.0
2707,1716,770101.0,SEO.Percentage.1,70.0
2708,1717,780105.0,SEO.Percentage.1,100.0
2709,1718,770506.0,SEO.Percentage.1,50.0
2710,1718,620209.0,SEO.Percentage.2,50.0
2711,1720,751001.0,SEO.Percentage.1,100.0
2712,1721,680199.0,SEO.Percentage.2,30.0
2713,1721,680404.0,SEO.Percentage.3,20.0
2714,1721,680103.0,SEO.Percentage.1,50.0
2715,1722,730206.0,SEO.Percentage.1,100.0
2716,1723,770705.0,SEO.Percentage.3,35.0
2717,1723,770702.0,SEO.Percentage.2,15.0
2718,1723,670399.0,SEO.Percentage.1,50.0
2719,1725,730305.0,SEO.Percentage.3,20.0
2720,1725,670402.0,SEO.Percentage.2,20.0
2721,1725,780102.0,SEO.Percentage.1,60.0
2722,1726,730111.0,SEO.Percentage.1,50.0
2723,1726,700302.0,SEO.Percentage.2,50.0
2724,1727,780105.0,SEO.Percentage.1,100.0
2725,1728,780105.0,SEO.Percentage.1,50.0
2726,1728,700103.0,SEO.Percentage.3,20.0
2727,1728,671299.0,SEO.Percentage.2,30.0
2728,1729,770307.0,SEO.Percentage.1,100.0
2729,1730,730199.0,SEO.Percentage.1,50.0
2730,1730,730399.0,SEO.Percentage.2,50.0
2731,1731,671005.0,SEO.Percentage.1,40.0
2732,1731,671206.0,SEO.Percentage.2,30.0
2733,1731,730209.0,SEO.Percentage.3,30.0
2734,1732,620108.0,SEO.Percentage.1,100.0
2735,1735,700199.0,SEO.Percentage.1,100.0
2736,1738,780103.0,SEO.Percentage.3,30.0
2737,1738,780102.0,SEO.Percentage.2,30.0
2738,1738,780105.0,SEO.Percentage.1,40.0
2739,1739,730111.0,SEO.Percentage.1,100.0
2740,1740,670499.0,SEO.Percentage.3,20.0
2741,1740,780105.0,SEO.Percentage.2,30.0
2742,1740,730199.0,SEO.Percentage.1,50.0
2743,1741,730118.0,SEO.Percentage.2,30.0
2744,1741,730106.0,SEO.Percentage.1,40.0
2745,1741,730299.0,SEO.Percentage.3,30.0
2746,1742,780105.0,SEO.Percentage.1,100.0
2747,1743,760101.0,SEO.Percentage.1,100.0
2748,1744,770706.0,SEO.Percentage.2,50.0
2749,1744,770703.0,SEO.Percentage.1,50.0
2750,1745,780105.0,SEO.Percentage.1,100.0
2751,1746,780105.0,SEO.Percentage.2,30.0
2752,1746,771003.0,SEO.Percentage.1,70.0
2753,1747,751099.0,SEO.Percentage.2,33.0
2754,1747,759999.0,SEO.Percentage.3,34.0
2755,1747,730299.0,SEO.Percentage.1,33.0
2756,1748,630103.0,SEO.Percentage.1,100.0
2757,1749,730211.0,SEO.Percentage.1,100.0
2758,1750,750701.0,SEO.Percentage.1,50.0
2759,1750,750702.0,SEO.Percentage.2,50.0
2760,1751,630501.0,SEO.Percentage.1,100.0
2761,1752,759999.0,SEO.Percentage.3,34.0
2762,1752,751099.0,SEO.Percentage.2,33.0
2763,1752,730299.0,SEO.Percentage.1,33.0
2764,1753,710401.0,SEO.Percentage.1,100.0
2765,1754,999999.0,SEO.Percentage.1,100.0
2766,1755,999999.0,SEO.Percentage.1,100.0
2767,1756,750701.0,SEO.Percentage.1,50.0
2768,1756,750702.0,SEO.Percentage.2,25.0
2769,1756,750703.0,SEO.Percentage.3,25.0
2770,1758,730203.0,SEO.Percentage.1,100.0
2771,1759,770802.0,SEO.Percentage.1,100.0
2772,1760,750901.0,SEO.Percentage.1,100.0
2773,1761,780105.0,SEO.Percentage.3,10.0
2774,1761,730101.0,SEO.Percentage.2,30.0
2775,1761,730102.0,SEO.Percentage.1,60.0
2776,1762,630104.0,SEO.Percentage.1,100.0
2777,1763,730110.0,SEO.Percentage.1,100.0
2778,1764,670402.0,SEO.Percentage.2,20.0
2779,1764,730305.0,SEO.Percentage.3,20.0
2780,1764,780102.0,SEO.Percentage.1,60.0
2781,1765,730211.0,SEO.Percentage.1,100.0
2782,1766,670105.0,SEO.Percentage.2,50.0
2783,1766,670104.0,SEO.Percentage.1,50.0
2784,1767,730206.0,SEO.Percentage.1,100.0
2785,1768,730201.0,SEO.Percentage.1,25.0
2786,1768,730202.0,SEO.Percentage.2,25.0
2787,1768,730218.0,SEO.Percentage.3,50.0
2788,1769,780105.0,SEO.Percentage.3,20.0
2789,1769,730101.0,SEO.Percentage.2,40.0
2790,1769,730102.0,SEO.Percentage.1,40.0
2791,1770,730108.0,SEO.Percentage.1,100.0
2792,1771,730104.0,SEO.Percentage.1,100.0
2793,1772,730203.0,SEO.Percentage.3,20.0
2794,1772,730108.0,SEO.Percentage.2,40.0
2795,1772,730101.0,SEO.Percentage.1,40.0
2796,1774,730114.0,SEO.Percentage.1,100.0
2797,1776,730299.0,SEO.Percentage.1,33.0
2798,1776,759999.0,SEO.Percentage.3,34.0
2799,1776,751099.0,SEO.Percentage.2,33.0
2800,1777,730211.0,SEO.Percentage.1,100.0
2801,1779,730105.0,SEO.Percentage.2,20.0
2802,1779,730203.0,SEO.Percentage.1,60.0
2803,1779,730108.0,SEO.Percentage.3,20.0
2804,1780,730105.0,SEO.Percentage.2,50.0
2805,1780,730106.0,SEO.Percentage.1,50.0
2806,1781,730111.0,SEO.Percentage.1,100.0
2807,1782,730214.0,SEO.Percentage.3,30.0
