,id,RFCD.Code,variable,value
3180,1912,321204.0,RFCD.Percentage.1,100.0
3181,1913,320303.0,RFCD.Percentage.3,10.0
3182,1913,320899.0,RFCD.Percentage.2,30.0
3183,1913,321003.0,RFCD.Percentage.1,60.0
3184,1915,340402.0,RFCD.Percentage.1,40.0
3185,1915,340403.0,RFCD.Percentage.2,30.0
3186,1915,350302.0,RFCD.Percentage.3,30.0
3187,1916,320207.0,RFCD.Percentage.1,100.0
3188,1917,321010.0,RFCD.Percentage.1,100.0
3189,1919,330202.0,RFCD.Percentage.1,40.0
3190,1919,330101.0,RFCD.Percentage.3,30.0
3191,1919,330103.0,RFCD.Percentage.2,30.0
3192,1920,270404.0,RFCD.Percentage.1,100.0
3193,1921,240401.0,RFCD.Percentage.2,10.0
3194,1921,240101.0,RFCD.Percentage.1,80.0
3195,1921,249903.0,RFCD.Percentage.3,10.0
3196,1922,390301.0,RFCD.Percentage.3,70.0
3197,1922,390202.0,RFCD.Percentage.2,20.0
3198,1922,390103.0,RFCD.Percentage.1,10.0
3199,1923,300803.0,RFCD.Percentage.2,50.0
3200,1923,300606.0,RFCD.Percentage.1,50.0
3201,1924,280103.0,RFCD.Percentage.2,20.0
3202,1924,240101.0,RFCD.Percentage.1,60.0
3203,1924,280112.0,RFCD.Percentage.3,20.0
3204,1925,370106.0,RFCD.Percentage.1,50.0
3205,1925,370102.0,RFCD.Percentage.3,25.0
3206,1925,370107.0,RFCD.Percentage.2,25.0
3207,1926,260502.0,RFCD.Percentage.1,100.0
3208,1927,330109.0,RFCD.Percentage.1,100.0
3209,1928,321217.0,RFCD.Percentage.2,33.0
3210,1928,321299.0,RFCD.Percentage.3,34.0
3211,1928,321214.0,RFCD.Percentage.1,33.0
3212,1929,230117.0,RFCD.Percentage.1,100.0
3213,1930,330303.0,RFCD.Percentage.2,50.0
3214,1930,330302.0,RFCD.Percentage.1,50.0
3215,1931,330303.0,RFCD.Percentage.2,50.0
3216,1931,330302.0,RFCD.Percentage.1,50.0
3217,1932,321204.0,RFCD.Percentage.1,100.0
3218,1933,330303.0,RFCD.Percentage.2,50.0
3219,1933,330302.0,RFCD.Percentage.1,50.0
3220,1934,290603.0,RFCD.Percentage.1,100.0
3221,1935,260602.0,RFCD.Percentage.1,100.0
3222,1936,260602.0,RFCD.Percentage.1,100.0
3223,1939,290699.0,RFCD.Percentage.1,100.0
3224,1940,320699.0,RFCD.Percentage.1,100.0
3225,1941,320501.0,RFCD.Percentage.1,100.0
3226,1942,321204.0,RFCD.Percentage.1,100.0
3227,1943,321099.0,RFCD.Percentage.3,30.0
3228,1943,321028.0,RFCD.Percentage.1,20.0
3229,1943,321022.0,RFCD.Percentage.2,20.0
3230,1943,270602.0,RFCD.Percentage.4,30.0
3231,1944,321206.0,RFCD.Percentage.2,50.0
3232,1944,321204.0,RFCD.Percentage.1,50.0
3233,1946,340204.0,RFCD.Percentage.1,100.0
3234,1947,329903.0,RFCD.Percentage.3,10.0
3235,1947,321012.0,RFCD.Percentage.2,10.0
3236,1947,309999.0,RFCD.Percentage.1,80.0
3237,1948,321021.0,RFCD.Percentage.1,100.0
3238,1949,321299.0,RFCD.Percentage.2,50.0
3239,1949,321216.0,RFCD.Percentage.1,50.0
3240,1951,360105.0,RFCD.Percentage.1,100.0
3241,1952,300901.0,RFCD.Percentage.1,100.0
3242,1953,330399.0,RFCD.Percentage.1,40.0
3243,1953,339999.0,RFCD.Percentage.3,20.0
3244,1953,380105.0,RFCD.Percentage.2,40.0
3245,1954,360201.0,RFCD.Percentage.1,100.0
3246,1955,340205.0,RFCD.Percentage.1,100.0
3247,1956,330103.0,RFCD.Percentage.1,100.0
3248,1957,330199.0,RFCD.Percentage.1,100.0
3249,1958,270704.0,RFCD.Percentage.1,50.0
3250,1958,300801.0,RFCD.Percentage.2,50.0
3251,1959,400301.0,RFCD.Percentage.1,100.0
3252,1960,390199.0,RFCD.Percentage.1,100.0
3253,1961,300508.0,RFCD.Percentage.1,100.0
3254,1963,250103.0,RFCD.Percentage.3,10.0
3255,1963,291804.0,RFCD.Percentage.2,50.0
3256,1963,290699.0,RFCD.Percentage.1,40.0
3257,1964,300199.0,RFCD.Percentage.1,100.0
3258,1965,290104.0,RFCD.Percentage.1,100.0
3259,1966,999999.0,RFCD.Percentage.1,100.0
3260,1967,340299.0,RFCD.Percentage.1,100.0
3261,1968,321022.0,RFCD.Percentage.3,20.0
3262,1968,321013.0,RFCD.Percentage.2,30.0
3263,1968,320702.0,RFCD.Percentage.1,50.0
3264,1971,321402.0,RFCD.Percentage.2,25.0
3265,1971,321206.0,RFCD.Percentage.1,25.0
3266,1971,329901.0,RFCD.Percentage.4,25.0
3267,1971,321405.0,RFCD.Percentage.3,25.0
3268,1972,370299.0,RFCD.Percentage.1,100.0
3269,1973,321208.0,RFCD.Percentage.2,40.0
3270,1973,380107.0,RFCD.Percentage.1,60.0
3271,1975,321204.0,RFCD.Percentage.1,100.0
3272,1976,370299.0,RFCD.Percentage.1,100.0
3273,1977,370299.0,RFCD.Percentage.1,100.0
3274,1978,330101.0,RFCD.Percentage.1,100.0
3275,1979,321012.0,RFCD.Percentage.3,34.0
3276,1979,321015.0,RFCD.Percentage.1,33.0
3277,1979,321011.0,RFCD.Percentage.2,33.0
3278,1981,999999.0,RFCD.Percentage.1,100.0
3279,1982,321202.0,RFCD.Percentage.1,100.0
3280,1983,379902.0,RFCD.Percentage.3,10.0
3281,1983,439999.0,RFCD.Percentage.4,10.0
3282,1983,280103.0,RFCD.Percentage.1,60.0
3283,1983,280108.0,RFCD.Percentage.2,20.0
3284,1985,400399.0,RFCD.Percentage.1,50.0
3285,1985,400301.0,RFCD.Percentage.3,20.0
3286,1985,400303.0,RFCD.Percentage.2,30.0
3287,1986,330201.0,RFCD.Percentage.1,100.0
3288,1987,321004.0,RFCD.Percentage.1,100.0
3289,1988,280204.0,RFCD.Percentage.1,100.0
3290,1989,291702.0,RFCD.Percentage.1,100.0
3291,1990,321021.0,RFCD.Percentage.1,100.0
3292,1992,339999.0,RFCD.Percentage.1,100.0
3293,1993,321011.0,RFCD.Percentage.3,25.0
3294,1993,320702.0,RFCD.Percentage.1,25.0
3295,1993,321013.0,RFCD.Percentage.2,50.0
3296,1997,300103.0,RFCD.Percentage.3,20.0
3297,1997,300801.0,RFCD.Percentage.1,50.0
3298,1997,270703.0,RFCD.Percentage.2,30.0
3299,1998,321011.0,RFCD.Percentage.3,20.0
3300,1998,321019.0,RFCD.Percentage.1,40.0
3301,1998,321021.0,RFCD.Percentage.2,40.0
3302,1999,321011.0,RFCD.Percentage.3,20.0
3303,1999,321019.0,RFCD.Percentage.1,40.0
3304,1999,321021.0,RFCD.Percentage.2,40.0
3305,2000,321204.0,RFCD.Percentage.1,100.0
3306,2002,321206.0,RFCD.Percentage.1,50.0
3307,2002,321003.0,RFCD.Percentage.2,50.0
3308,2003,270106.0,RFCD.Percentage.1,100.0
3309,2004,320502.0,RFCD.Percentage.1,100.0
3310,2005,350301.0,RFCD.Percentage.1,100.0
3311,2006,320702.0,RFCD.Percentage.1,75.0
3312,2006,320502.0,RFCD.Percentage.2,25.0
3313,2007,321004.0,RFCD.Percentage.1,100.0
3314,2008,320502.0,RFCD.Percentage.2,25.0
3315,2008,320702.0,RFCD.Percentage.1,75.0
3316,2009,321016.0,RFCD.Percentage.1,100.0
3317,2011,320702.0,RFCD.Percentage.1,100.0
3318,2012,321004.0,RFCD.Percentage.1,100.0
3319,2014,320202.0,RFCD.Percentage.1,100.0
3320,2015,320702.0,RFCD.Percentage.1,75.0
3321,2015,320502.0,RFCD.Percentage.2,25.0
3322,2016,270602.0,RFCD.Percentage.1,100.0
3323,2018,321005.0,RFCD.Percentage.2,30.0
3324,2018,321004.0,RFCD.Percentage.1,30.0
3325,2018,321206.0,RFCD.Percentage.3,40.0
3326,2019,340204.0,RFCD.Percentage.1,100.0
3327,2020,321004.0,RFCD.Percentage.2,30.0
3328,2020,320602.0,RFCD.Percentage.1,50.0
3329,2020,321015.0,RFCD.Percentage.3,20.0
3330,2021,270304.0,RFCD.Percentage.1,100.0
3331,2022,999999.0,RFCD.Percentage.1,100.0
3332,2023,321003.0,RFCD.Percentage.1,100.0
3333,2024,321003.0,RFCD.Percentage.2,50.0
3334,2024,321012.0,RFCD.Percentage.1,50.0
3335,2028,300299.0,RFCD.Percentage.1,100.0
3336,2029,321015.0,RFCD.Percentage.1,100.0
3337,2031,270299.0,RFCD.Percentage.1,100.0
3338,2032,321015.0,RFCD.Percentage.1,100.0
3339,2033,270299.0,RFCD.Percentage.1,100.0
3340,2034,300603.0,RFCD.Percentage.1,100.0
3341,2037,999999.0,RFCD.Percentage.1,100.0
3342,2038,321004.0,RFCD.Percentage.3,40.0
3343,2038,321016.0,RFCD.Percentage.1,30.0
3344,2038,321003.0,RFCD.Percentage.2,30.0
3345,2039,270603.0,RFCD.Percentage.1,50.0
3346,2039,321004.0,RFCD.Percentage.2,50.0
3347,2040,320799.0,RFCD.Percentage.1,100.0
3348,2041,321012.0,RFCD.Percentage.2,50.0
3349,2041,321003.0,RFCD.Percentage.1,50.0
3350,2042,270299.0,RFCD.Percentage.1,100.0
3351,2043,321302.0,RFCD.Percentage.2,30.0
3352,2043,321099.0,RFCD.Percentage.3,30.0
3353,2043,320705.0,RFCD.Percentage.1,40.0
3354,2044,320701.0,RFCD.Percentage.1,100.0
3355,2045,300503.0,RFCD.Percentage.1,100.0
3356,2046,320599.0,RFCD.Percentage.1,100.0
3357,2047,280204.0,RFCD.Percentage.1,100.0
3358,2049,260109.0,RFCD.Percentage.3,10.0
3359,2049,260114.0,RFCD.Percentage.2,40.0
3360,2049,430201.0,RFCD.Percentage.1,50.0
3361,2051,340207.0,RFCD.Percentage.1,100.0
3362,2052,321004.0,RFCD.Percentage.1,100.0
3363,2056,321003.0,RFCD.Percentage.1,50.0
3364,2056,321013.0,RFCD.Percentage.3,30.0
3365,2056,321022.0,RFCD.Percentage.2,20.0
3366,2057,290205.0,RFCD.Percentage.1,100.0
3367,2059,321204.0,RFCD.Percentage.1,55.0
3368,2059,321208.0,RFCD.Percentage.2,45.0
3369,2060,270707.0,RFCD.Percentage.1,75.0
3370,2060,270706.0,RFCD.Percentage.2,25.0
3371,2061,321208.0,RFCD.Percentage.1,60.0
3372,2061,321204.0,RFCD.Percentage.2,40.0
3373,2062,321208.0,RFCD.Percentage.1,100.0
3374,2063,321208.0,RFCD.Percentage.1,100.0
3375,2064,321208.0,RFCD.Percentage.2,40.0
3376,2064,321204.0,RFCD.Percentage.1,60.0
3377,2065,321204.0,RFCD.Percentage.1,100.0
3378,2066,321204.0,RFCD.Percentage.1,60.0
3379,2066,321208.0,RFCD.Percentage.2,40.0
3380,2067,321208.0,RFCD.Percentage.1,100.0
3381,2068,321204.0,RFCD.Percentage.2,40.0
3382,2068,321208.0,RFCD.Percentage.1,60.0
3383,2069,321208.0,RFCD.Percentage.1,100.0
3384,2070,321204.0,RFCD.Percentage.1,100.0
3385,2072,270801.0,RFCD.Percentage.1,100.0
3386,2073,300204.0,RFCD.Percentage.2,50.0
3387,2073,270403.0,RFCD.Percentage.1,50.0
3388,2074,270205.0,RFCD.Percentage.1,100.0
3389,2075,270401.0,RFCD.Percentage.1,100.0
3390,2076,270403.0,RFCD.Percentage.1,50.0
3391,2076,300204.0,RFCD.Percentage.2,50.0
3392,2078,321013.0,RFCD.Percentage.1,50.0
3393,2078,321024.0,RFCD.Percentage.2,50.0
3394,2079,370301.0,RFCD.Percentage.1,60.0
3395,2079,390404.0,RFCD.Percentage.2,40.0
3396,2080,390404.0,RFCD.Percentage.2,40.0
3397,2080,370301.0,RFCD.Percentage.1,60.0
3398,2081,330109.0,RFCD.Percentage.2,60.0
3399,2081,339999.0,RFCD.Percentage.1,40.0
3400,2082,340207.0,RFCD.Percentage.1,70.0
3401,2082,340209.0,RFCD.Percentage.2,30.0
3402,2083,340405.0,RFCD.Percentage.3,20.0
3403,2083,340207.0,RFCD.Percentage.2,30.0
3404,2083,370199.0,RFCD.Percentage.1,50.0
3405,2084,370203.0,RFCD.Percentage.2,20.0
3406,2084,340204.0,RFCD.Percentage.1,80.0
3407,2085,300599.0,RFCD.Percentage.1,100.0
3408,2086,280210.0,RFCD.Percentage.1,100.0
3409,2087,320202.0,RFCD.Percentage.1,100.0
3410,2088,330202.0,RFCD.Percentage.1,100.0
3411,2089,321202.0,RFCD.Percentage.3,30.0
3412,2089,321004.0,RFCD.Percentage.2,30.0
3413,2089,321021.0,RFCD.Percentage.1,40.0
3414,2090,320702.0,RFCD.Percentage.2,50.0
3415,2090,270103.0,RFCD.Percentage.1,50.0
3416,2091,320705.0,RFCD.Percentage.2,20.0
3417,2091,270602.0,RFCD.Percentage.4,15.0
3418,2091,270603.0,RFCD.Percentage.3,20.0
3419,2091,321004.0,RFCD.Percentage.1,30.0
3420,2092,270105.0,RFCD.Percentage.3,20.0
3421,2092,320703.0,RFCD.Percentage.2,40.0
3422,2092,320702.0,RFCD.Percentage.1,40.0
3423,2093,321004.0,RFCD.Percentage.1,100.0
3424,2094,321003.0,RFCD.Percentage.1,100.0
3425,2095,320502.0,RFCD.Percentage.1,100.0
3426,2096,320702.0,RFCD.Percentage.1,100.0
3427,2097,321204.0,RFCD.Percentage.2,50.0
3428,2097,321021.0,RFCD.Percentage.1,50.0
3429,2098,270106.0,RFCD.Percentage.1,60.0
3430,2098,321004.0,RFCD.Percentage.3,30.0
3431,2098,270103.0,RFCD.Percentage.2,10.0
3432,2099,321021.0,RFCD.Percentage.3,30.0
3433,2099,321204.0,RFCD.Percentage.1,40.0
3434,2099,321004.0,RFCD.Percentage.2,30.0
3435,2100,320205.0,RFCD.Percentage.1,100.0
3436,2101,321004.0,RFCD.Percentage.1,100.0
3437,2103,320702.0,RFCD.Percentage.1,100.0
3438,2104,321004.0,RFCD.Percentage.3,25.0
3439,2104,320602.0,RFCD.Percentage.2,35.0
3440,2104,321003.0,RFCD.Percentage.1,40.0
3441,2105,329903.0,RFCD.Percentage.2,60.0
3442,2105,329902.0,RFCD.Percentage.1,40.0
3443,2106,321205.0,RFCD.Percentage.1,100.0
3444,2107,270499.0,RFCD.Percentage.1,100.0
3445,2108,380103.0,RFCD.Percentage.3,10.0
3446,2108,321007.0,RFCD.Percentage.2,50.0
3447,2108,320702.0,RFCD.Percentage.1,40.0
3448,2109,320402.0,RFCD.Percentage.1,100.0
3449,2110,321401.0,RFCD.Percentage.2,31.0
3450,2110,321004.0,RFCD.Percentage.3,29.0
3451,2110,320603.0,RFCD.Percentage.1,40.0
3452,2111,291405.0,RFCD.Percentage.1,60.0
3453,2111,290399.0,RFCD.Percentage.3,30.0
3454,2111,290804.0,RFCD.Percentage.2,10.0
3455,2112,300699.0,RFCD.Percentage.1,50.0
3456,2112,300803.0,RFCD.Percentage.2,50.0
3457,2114,999999.0,RFCD.Percentage.1,100.0
3458,2116,321203.0,RFCD.Percentage.3,34.0
3459,2116,321214.0,RFCD.Percentage.1,33.0
3460,2116,321216.0,RFCD.Percentage.2,33.0
3461,2117,321019.0,RFCD.Percentage.1,40.0
3462,2117,321202.0,RFCD.Percentage.3,30.0
3463,2117,321010.0,RFCD.Percentage.2,30.0
3464,2118,270707.0,RFCD.Percentage.1,75.0
3465,2118,270706.0,RFCD.Percentage.2,25.0
3466,2120,270199.0,RFCD.Percentage.1,100.0
3467,2121,340207.0,RFCD.Percentage.1,100.0
3468,2123,320502.0,RFCD.Percentage.1,100.0
3469,2125,300103.0,RFCD.Percentage.2,25.0
3470,2125,300202.0,RFCD.Percentage.3,25.0
3471,2125,309901.0,RFCD.Percentage.1,50.0
3472,2128,321004.0,RFCD.Percentage.2,30.0
3473,2128,321204.0,RFCD.Percentage.1,40.0
3474,2128,321021.0,RFCD.Percentage.3,30.0
3475,2130,300603.0,RFCD.Percentage.2,33.0
3476,2130,300601.0,RFCD.Percentage.1,34.0
3477,2130,300604.0,RFCD.Percentage.3,33.0
3478,2131,300604.0,RFCD.Percentage.1,100.0
3479,2132,260502.0,RFCD.Percentage.1,50.0
3480,2132,300604.0,RFCD.Percentage.2,50.0
3481,2133,300604.0,RFCD.Percentage.1,100.0
3482,2134,280103.0,RFCD.Percentage.2,50.0
3483,2134,260502.0,RFCD.Percentage.1,50.0
3484,2135,999999.0,RFCD.Percentage.1,100.0
3485,2136,300604.0,RFCD.Percentage.1,100.0
3486,2137,300601.0,RFCD.Percentage.1,34.0
3487,2137,300699.0,RFCD.Percentage.2,33.0
3488,2137,270602.0,RFCD.Percentage.3,33.0
3489,2138,260502.0,RFCD.Percentage.1,50.0
3490,2138,300604.0,RFCD.Percentage.2,50.0
3491,2139,300604.0,RFCD.Percentage.2,50.0
3492,2139,260502.0,RFCD.Percentage.1,50.0
3493,2140,270602.0,RFCD.Percentage.3,25.0
3494,2140,300699.0,RFCD.Percentage.2,25.0
3495,2140,300601.0,RFCD.Percentage.1,50.0
3496,2141,300604.0,RFCD.Percentage.1,50.0
3497,2141,260502.0,RFCD.Percentage.2,50.0
3498,2142,300604.0,RFCD.Percentage.2,50.0
3499,2142,260502.0,RFCD.Percentage.1,50.0
3500,2143,999999.0,RFCD.Percentage.1,100.0
3501,2144,300601.0,RFCD.Percentage.1,34.0
3502,2144,270602.0,RFCD.Percentage.3,33.0
3503,2144,300699.0,RFCD.Percentage.2,33.0
3504,2145,270103.0,RFCD.Percentage.3,30.0
3505,2145,300406.0,RFCD.Percentage.2,40.0
3506,2145,300505.0,RFCD.Percentage.1,30.0
3507,2146,999999.0,RFCD.Percentage.1,100.0
3508,2147,321004.0,RFCD.Percentage.1,100.0
3509,2149,300603.0,RFCD.Percentage.1,100.0
3510,2150,270203.0,RFCD.Percentage.1,100.0
3511,2151,321006.0,RFCD.Percentage.1,100.0
3512,2152,999999.0,RFCD.Percentage.1,100.0
3513,2153,350211.0,RFCD.Percentage.1,100.0
3514,2155,270201.0,RFCD.Percentage.1,100.0
3515,2156,340210.0,RFCD.Percentage.2,20.0
3516,2156,340207.0,RFCD.Percentage.1,70.0
3517,2156,340402.0,RFCD.Percentage.3,10.0
3518,2158,340207.0,RFCD.Percentage.1,100.0
3519,2159,321004.0,RFCD.Percentage.1,100.0
3520,2160,250503.0,RFCD.Percentage.2,40.0
3521,2160,320305.0,RFCD.Percentage.3,20.0
3522,2160,250502.0,RFCD.Percentage.1,40.0
3523,2161,340209.0,RFCD.Percentage.3,20.0
3524,2161,370202.0,RFCD.Percentage.1,40.0
3525,2161,370201.0,RFCD.Percentage.2,40.0
3526,2162,321204.0,RFCD.Percentage.1,100.0
3527,2163,300302.0,RFCD.Percentage.1,100.0
3528,2164,270199.0,RFCD.Percentage.2,20.0
3529,2164,240499.0,RFCD.Percentage.1,80.0
3530,2165,291003.0,RFCD.Percentage.1,100.0
3531,2166,320701.0,RFCD.Percentage.1,100.0
3532,2167,321204.0,RFCD.Percentage.1,100.0
3533,2168,270103.0,RFCD.Percentage.1,100.0
3534,2169,321004.0,RFCD.Percentage.1,100.0
3535,2170,321003.0,RFCD.Percentage.2,50.0
3536,2170,321004.0,RFCD.Percentage.1,50.0
3537,2171,321016.0,RFCD.Percentage.1,100.0
3538,2172,321012.0,RFCD.Percentage.1,100.0
3539,2173,270603.0,RFCD.Percentage.1,20.0
3540,2173,321012.0,RFCD.Percentage.3,50.0
3541,2173,321003.0,RFCD.Percentage.2,30.0
3542,2174,270603.0,RFCD.Percentage.1,50.0
3543,2174,321004.0,RFCD.Percentage.2,50.0
3544,2175,270603.0,RFCD.Percentage.1,50.0
3545,2175,321004.0,RFCD.Percentage.2,30.0
3546,2175,321205.0,RFCD.Percentage.3,20.0
3547,2176,321020.0,RFCD.Percentage.1,100.0
3548,2177,321016.0,RFCD.Percentage.1,100.0
3549,2178,321016.0,RFCD.Percentage.1,100.0
3550,2179,321011.0,RFCD.Percentage.1,100.0
3551,2180,300604.0,RFCD.Percentage.2,50.0
3552,2180,260502.0,RFCD.Percentage.1,50.0
3553,2181,300604.0,RFCD.Percentage.1,100.0
3554,2182,280204.0,RFCD.Percentage.1,100.0
3555,2183,300604.0,RFCD.Percentage.3,34.0
3556,2183,300601.0,RFCD.Percentage.1,33.0
3557,2183,300603.0,RFCD.Percentage.2,33.0
3558,2184,309902.0,RFCD.Percentage.1,50.0
3559,2184,300899.0,RFCD.Percentage.2,50.0
3560,2185,300604.0,RFCD.Percentage.1,100.0
3561,2186,300604.0,RFCD.Percentage.1,100.0
3562,2187,300603.0,RFCD.Percentage.2,33.0
3563,2187,300604.0,RFCD.Percentage.3,34.0
3564,2187,300601.0,RFCD.Percentage.1,33.0
3565,2188,320699.0,RFCD.Percentage.1,100.0
3566,2189,259902.0,RFCD.Percentage.2,20.0
3567,2189,260399.0,RFCD.Percentage.1,80.0
3568,2190,321013.0,RFCD.Percentage.1,100.0
3569,2191,279901.0,RFCD.Percentage.1,60.0
3570,2191,300103.0,RFCD.Percentage.2,20.0
3571,2191,300601.0,RFCD.Percentage.3,20.0
3572,2192,300804.0,RFCD.Percentage.4,25.0
3573,2192,270708.0,RFCD.Percentage.2,25.0
3574,2192,300801.0,RFCD.Percentage.3,25.0
3575,2192,270702.0,RFCD.Percentage.1,25.0
3576,2193,321020.0,RFCD.Percentage.1,100.0
3577,2194,270703.0,RFCD.Percentage.1,30.0
3578,2194,270708.0,RFCD.Percentage.2,30.0
3579,2194,300605.0,RFCD.Percentage.3,40.0
3580,2195,270401.0,RFCD.Percentage.1,100.0
3581,2196,300603.0,RFCD.Percentage.1,100.0
3582,2197,350301.0,RFCD.Percentage.1,100.0
3583,2198,290699.0,RFCD.Percentage.1,100.0
3584,2199,270708.0,RFCD.Percentage.3,30.0
3585,2199,300605.0,RFCD.Percentage.1,40.0
3586,2199,270703.0,RFCD.Percentage.2,30.0
3587,2200,300305.0,RFCD.Percentage.1,100.0
3588,2201,270199.0,RFCD.Percentage.1,100.0
3589,2202,330104.0,RFCD.Percentage.2,50.0
3590,2202,330103.0,RFCD.Percentage.1,50.0
3591,2203,300902.0,RFCD.Percentage.1,100.0
3592,2204,321013.0,RFCD.Percentage.1,100.0
3593,2205,270701.0,RFCD.Percentage.1,60.0
3594,2205,270706.0,RFCD.Percentage.2,40.0
3595,2206,320702.0,RFCD.Percentage.1,50.0
3596,2206,320704.0,RFCD.Percentage.2,50.0
3597,2207,320705.0,RFCD.Percentage.1,100.0
3598,2208,320305.0,RFCD.Percentage.2,20.0
3599,2208,320502.0,RFCD.Percentage.3,20.0
3600,2208,321003.0,RFCD.Percentage.1,60.0
3601,2209,380107.0,RFCD.Percentage.1,100.0
3602,2210,270201.0,RFCD.Percentage.2,30.0
3603,2210,321202.0,RFCD.Percentage.1,50.0
3604,2210,321299.0,RFCD.Percentage.3,20.0
3605,2211,320205.0,RFCD.Percentage.1,100.0
3606,2212,370204.0,RFCD.Percentage.1,60.0
3607,2212,370107.0,RFCD.Percentage.2,40.0
3608,2213,320205.0,RFCD.Percentage.1,100.0
3609,2214,321205.0,RFCD.Percentage.3,20.0
3610,2214,321004.0,RFCD.Percentage.2,30.0
3611,2214,270603.0,RFCD.Percentage.1,50.0
3612,2215,321021.0,RFCD.Percentage.1,100.0
3613,2216,320202.0,RFCD.Percentage.2,50.0
3614,2216,270303.0,RFCD.Percentage.1,50.0
3615,2217,320702.0,RFCD.Percentage.1,100.0
3616,2218,321021.0,RFCD.Percentage.1,100.0
3617,2219,370602.0,RFCD.Percentage.2,20.0
3618,2219,320702.0,RFCD.Percentage.1,80.0
3619,2220,320701.0,RFCD.Percentage.1,100.0
3620,2221,250101.0,RFCD.Percentage.1,100.0
3621,2222,320702.0,RFCD.Percentage.2,30.0
3622,2222,320305.0,RFCD.Percentage.1,40.0
3623,2222,270107.0,RFCD.Percentage.3,30.0
3624,2223,240101.0,RFCD.Percentage.1,100.0
3625,2224,280204.0,RFCD.Percentage.1,100.0
3626,2225,320702.0,RFCD.Percentage.1,100.0
3627,2226,290704.0,RFCD.Percentage.1,50.0
3628,2226,290502.0,RFCD.Percentage.3,20.0
3629,2226,290805.0,RFCD.Percentage.2,30.0
3630,2227,300601.0,RFCD.Percentage.1,100.0
3631,2228,300604.0,RFCD.Percentage.1,100.0
3632,2229,300604.0,RFCD.Percentage.1,100.0
3633,2230,250103.0,RFCD.Percentage.1,100.0
3634,2231,360203.0,RFCD.Percentage.2,40.0
3635,2231,300903.0,RFCD.Percentage.3,20.0
3636,2231,310201.0,RFCD.Percentage.1,40.0
3637,2232,321204.0,RFCD.Percentage.2,49.0
3638,2232,419999.0,RFCD.Percentage.1,51.0
3639,2233,360101.0,RFCD.Percentage.2,30.0
3640,2233,370102.0,RFCD.Percentage.3,10.0
3641,2233,360202.0,RFCD.Percentage.1,60.0
3642,2234,230202.0,RFCD.Percentage.1,25.0
3643,2234,260602.0,RFCD.Percentage.4,10.0
3644,2234,260502.0,RFCD.Percentage.3,30.0
3645,2234,239903.0,RFCD.Percentage.2,35.0
3646,2235,250204.0,RFCD.Percentage.1,40.0
3647,2235,250201.0,RFCD.Percentage.2,30.0
3648,2235,250403.0,RFCD.Percentage.3,30.0
3649,2236,270402.0,RFCD.Percentage.3,33.0
3650,2236,300601.0,RFCD.Percentage.1,33.0
3651,2236,300699.0,RFCD.Percentage.2,34.0
3652,2237,270208.0,RFCD.Percentage.1,100.0
3653,2239,250204.0,RFCD.Percentage.1,40.0
3654,2239,250201.0,RFCD.Percentage.2,30.0
3655,2239,250403.0,RFCD.Percentage.3,30.0
3656,2240,320503.0,RFCD.Percentage.1,50.0
3657,2240,320603.0,RFCD.Percentage.2,50.0
3658,2241,260501.0,RFCD.Percentage.1,100.0
3659,2242,340207.0,RFCD.Percentage.1,100.0
3660,2243,321015.0,RFCD.Percentage.1,100.0
3661,2244,430101.0,RFCD.Percentage.1,60.0
3662,2244,400301.0,RFCD.Percentage.3,20.0
3663,2244,420220.0,RFCD.Percentage.2,20.0
3664,2246,321024.0,RFCD.Percentage.2,30.0
3665,2246,320702.0,RFCD.Percentage.1,40.0
3666,2246,321204.0,RFCD.Percentage.3,30.0
3667,2247,390199.0,RFCD.Percentage.4,25.0
3668,2247,390104.0,RFCD.Percentage.3,25.0
3669,2247,390111.0,RFCD.Percentage.1,25.0
3670,2247,390102.0,RFCD.Percentage.2,25.0
3671,2248,330107.0,RFCD.Percentage.1,100.0
3672,2249,339999.0,RFCD.Percentage.1,70.0
3673,2249,321299.0,RFCD.Percentage.2,30.0
3674,2250,249903.0,RFCD.Percentage.3,40.0
3675,2250,299904.0,RFCD.Percentage.1,30.0
3676,2250,290602.0,RFCD.Percentage.2,30.0
3677,2251,230105.0,RFCD.Percentage.1,50.0
3678,2251,230112.0,RFCD.Percentage.2,50.0
3679,2252,291804.0,RFCD.Percentage.1,50.0
3680,2252,250502.0,RFCD.Percentage.3,20.0
3681,2252,250103.0,RFCD.Percentage.2,30.0
3682,2253,270203.0,RFCD.Percentage.2,30.0
3683,2253,270202.0,RFCD.Percentage.1,40.0
3684,2253,270208.0,RFCD.Percentage.3,30.0
3685,2256,280101.0,RFCD.Percentage.1,60.0
3686,2256,280109.0,RFCD.Percentage.2,20.0
3687,2256,280104.0,RFCD.Percentage.3,20.0
3688,2257,270203.0,RFCD.Percentage.2,40.0
3689,2257,270208.0,RFCD.Percentage.1,40.0
3690,2257,270202.0,RFCD.Percentage.3,20.0
3691,2258,300204.0,RFCD.Percentage.1,50.0
3692,2258,270305.0,RFCD.Percentage.2,50.0
3693,2259,240402.0,RFCD.Percentage.1,60.0
3694,2259,240204.0,RFCD.Percentage.2,40.0
3695,2260,330199.0,RFCD.Percentage.1,100.0
3696,2261,240302.0,RFCD.Percentage.3,20.0
