Person.ID,Year.of.Birth,Country.of.Birth,Home.Language
1797,1960.0,North America,
449137,1970.0,Australia,
793007,1970.0,,
76352,1965.0,Australia,
636757,1975.0,Australia,
5232,1955.0,Australia,
33167,1960.0,Australia,
624752,1970.0,,
45317,1975.0,Australia,
1562,1970.0,,
64702,1930.0,Australia,
27757,1960.0,Australia,
72537,1945.0,Australia,
79022,1945.0,Western Europe,
16137,1950.0,Australia,
64777,1940.0,Australia,
24897,1960.0,Australia,
103512,1975.0,Australia,
94537,1975.0,Great Britain,
146697,1965.0,Great Britain,
342122,1965.0,Australia,
104057,1975.0,Australia,
73757,1965.0,Australia,
18377,1960.0,Australia,
8542,1960.0,Western Europe,
18377,1960.0,Australia,
65712,1950.0,Western Europe,
18377,1960.0,Australia,
9657,1965.0,Australia,
5967,1955.0,Australia,
73757,1965.0,Australia,
147722,1970.0,Great Britain,
146697,1965.0,Great Britain,
28902,1965.0,,
63667,1955.0,Australia,
5232,1955.0,Australia,
2087,1960.0,Australia,
705382,1975.0,Australia,
107602,1970.0,Australia,
108962,1950.0,Australia,
63812,1950.0,Great Britain,
63812,1950.0,Great Britain,
76312,1955.0,Australia,English
712,1970.0,Great Britain,
63427,1945.0,Australia,
146697,1965.0,Great Britain,
20497,1965.0,Middle East and Africa,Other
2697,1955.0,Eastern Europe,
25052,1955.0,Australia,
20342,1940.0,Australia,
36252,1960.0,Australia,
498427,1970.0,Great Britain,
82522,1950.0,Australia,
104707,1975.0,Australia,
78817,1950.0,Western Europe,
73422,1960.0,Great Britain,
74162,1970.0,Australia,
70947,1960.0,Asia Pacific,
36252,1960.0,Australia,
15282,1965.0,Australia,English
36252,1960.0,Australia,
78967,1955.0,Western Europe,
72037,1970.0,Australia,
27352,1960.0,Great Britain,English
69032,1965.0,Australia,English
78782,1955.0,Australia,
701397,1975.0,Middle East and Africa,
78817,1950.0,Western Europe,
79742,1950.0,Great Britain,
9067,1960.0,Australia,
137507,1965.0,Australia,
89467,1960.0,New Zealand,
65782,1950.0,Australia,
65782,1950.0,Australia,
20497,1965.0,Middle East and Africa,Other
100062,1975.0,,
71247,1945.0,Australia,
8772,1965.0,Australia,
27317,1965.0,Australia,
104057,1975.0,Australia,
85642,1955.0,Australia,
79712,1955.0,Australia,English
72537,1945.0,Australia,
10662,1955.0,Australia,English
2022,1965.0,Australia,
75437,1925.0,Australia,
66092,1960.0,Australia,
53027,1975.0,Australia,
76352,1965.0,Australia,
110472,1965.0,Australia,English
584022,1955.0,Australia,
475172,1955.0,Australia,
491322,1955.0,Australia,
491302,1955.0,Australia,
491307,1955.0,Australia,
68437,1950.0,The Americas,
584022,1955.0,Australia,
491307,1955.0,Australia,
111192,1965.0,Western Europe,Other
491327,1965.0,Australia,
491302,1955.0,Australia,
111192,1965.0,Western Europe,Other
491327,1965.0,Australia,
491302,1955.0,Australia,
584022,1955.0,Australia,
111192,1965.0,Western Europe,Other
147697,1965.0,,
584022,1955.0,Australia,
74162,1970.0,Australia,
14777,1970.0,Australia,
291112,1960.0,Australia,
85642,1955.0,Australia,
75972,1960.0,Australia,
76352,1965.0,Australia,
119982,1970.0,Australia,
146697,1965.0,Great Britain,
45227,1950.0,Australia,
14842,1960.0,Australia,
68437,1950.0,The Americas,
72537,1945.0,Australia,
78537,1945.0,Australia,
766222,1955.0,Australia,
3182,1965.0,Australia,
12917,1955.0,Australia,
500137,1975.0,North America,
65812,1945.0,Australia,English
72317,1950.0,Great Britain,
65712,1950.0,Western Europe,
75972,1960.0,Australia,
23437,1960.0,Australia,
74162,1970.0,Australia,
73547,1940.0,Australia,
65767,1970.0,Australia,
1797,1960.0,North America,
1797,1960.0,North America,
147857,1975.0,Australia,
98187,1950.0,Australia,
82567,1955.0,Australia,English
82567,1955.0,Australia,English
18237,1940.0,Australia,
491302,1955.0,Australia,
584022,1955.0,Australia,
2697,1955.0,Eastern Europe,
475172,1955.0,Australia,
584022,1955.0,Australia,
491307,1955.0,Australia,
584022,1955.0,Australia,
475172,1955.0,Australia,
36242,1965.0,Australia,
612,1960.0,Australia,
67647,1965.0,Australia,
60517,1965.0,Australia,
29512,1970.0,North America,English
68517,1945.0,Australia,
50027,1955.0,Australia,
2087,1960.0,Australia,
491322,1955.0,Australia,
66197,1950.0,Australia,
497807,1965.0,,
50027,1955.0,Australia,
700027,1970.0,Great Britain,
16647,1965.0,Asia Pacific,
415357,1950.0,Australia,
11617,1965.0,Australia,
32822,1960.0,Australia,
35962,1970.0,The Americas,
498427,1970.0,Great Britain,
636757,1975.0,Australia,
73422,1960.0,Great Britain,
31707,1965.0,Australia,
77977,1965.0,Australia,
100772,1965.0,Great Britain,English
13867,1950.0,Australia,
68782,1960.0,Australia,
147857,1975.0,Australia,
28797,1970.0,Australia,
94237,1975.0,Australia,
641022,1975.0,Australia,
75662,1950.0,Australia,
28607,1965.0,Great Britain,
145857,1965.0,Eastern Europe,Other
495212,1965.0,Australia,
28502,1970.0,New Zealand,
500182,1970.0,,
39562,1945.0,Great Britain,
74492,1950.0,Australia,
7952,1965.0,Australia,
8012,1960.0,Western Europe,
8012,1960.0,Western Europe,
8012,1960.0,Western Europe,
495212,1965.0,Australia,
44022,1965.0,Australia,
79632,1945.0,Australia,
63772,1960.0,Australia,
650672,1955.0,,
1812,1955.0,Australia,
111192,1965.0,Western Europe,Other
34737,1970.0,North America,
33152,1950.0,Australia,
1812,1955.0,Australia,
73187,1955.0,Australia,
917,1960.0,Australia,
72537,1945.0,Australia,
67007,1965.0,Australia,
63232,1960.0,Australia,
6807,1950.0,Australia,
9502,1950.0,South Africa,
58647,1975.0,Australia,
586442,1970.0,Western Europe,Other
47947,1955.0,Australia,
80237,1960.0,Australia,
139962,1970.0,Australia,English
82892,1970.0,Western Europe,
726557,1980.0,,
75972,1960.0,Australia,
98187,1950.0,Australia,
27527,1950.0,Australia,
742402,1975.0,,
79802,1950.0,Australia,
119932,1975.0,North America,
10987,1950.0,Australia,
500182,1970.0,,
9042,1960.0,Australia,
39562,1945.0,Great Britain,
722802,1965.0,Asia Pacific,
10477,1960.0,Australia,
144477,1965.0,Great Britain,English
82892,1970.0,Western Europe,
500182,1970.0,,
69432,1945.0,Great Britain,
63782,1950.0,Australia,
68587,1955.0,Australia,
23452,1970.0,The Americas,English
39562,1945.0,Great Britain,
40572,1965.0,Asia Pacific,Other
348432,1970.0,Western Europe,
672142,1965.0,,
73402,1965.0,Great Britain,
78637,1950.0,Australia,
68692,1950.0,Great Britain,
10477,1960.0,Australia,
71247,1945.0,Australia,
81592,1960.0,Great Britain,
19347,1950.0,Australia,
25217,1965.0,Great Britain,
66737,1955.0,Australia,
68587,1955.0,Australia,
35422,1975.0,Australia,
342122,1965.0,Australia,
734322,1965.0,,
671847,1945.0,,
17772,1955.0,Australia,
35837,1955.0,Great Britain,
78562,1955.0,Australia,
71247,1945.0,Australia,
36527,1955.0,Australia,
25342,1965.0,Great Britain,
80397,1945.0,Australia,
80232,1960.0,Australia,
3182,1965.0,Australia,
80232,1960.0,Australia,
4882,1965.0,Australia,
81822,1945.0,Australia,
752,1960.0,Australia,
79907,1960.0,Australia,
31377,1965.0,Australia,
9757,1960.0,Australia,
46697,1980.0,Australia,English
65782,1950.0,Australia,
4302,1965.0,Australia,
82072,1950.0,Australia,
1797,1960.0,North America,
7947,1960.0,Asia Pacific,
86082,1960.0,The Americas,Other
78817,1950.0,Western Europe,
58647,1975.0,Australia,
82022,1950.0,Australia,
74512,1945.0,Australia,
82892,1970.0,Western Europe,
22917,1960.0,Australia,
495212,1965.0,Australia,
500182,1970.0,,
351122,1950.0,Australia,
726602,1970.0,,
82022,1950.0,Australia,
50027,1955.0,Australia,
711207,1970.0,,
3182,1965.0,Australia,
75457,1945.0,Australia,
119982,1970.0,Australia,
650672,1955.0,,
70832,1955.0,Australia,
66092,1960.0,Australia,
407,1955.0,Australia,
16302,1960.0,Australia,
66752,1965.0,Australia,
32522,1970.0,Australia,
330592,1965.0,Australia,
79532,1950.0,Australia,English
421337,1955.0,Australia,
1617,1965.0,Australia,
68857,1950.0,Great Britain,
7947,1960.0,Asia Pacific,
51367,1955.0,Australia,
113192,1965.0,Asia Pacific,
76022,1965.0,Australia,
3762,1960.0,Australia,
9337,1965.0,Australia,
29512,1970.0,North America,English
24552,1970.0,Australia,
62952,1935.0,Australia,
72722,1955.0,Australia,English
491842,1950.0,,
57272,1975.0,North America,
77297,1960.0,Australia,
2697,1955.0,Eastern Europe,
77152,1955.0,Australia,
67182,1940.0,Australia,
80437,1955.0,Australia,English
63277,1955.0,Great Britain,
28502,1970.0,New Zealand,
14487,1945.0,Australia,
112562,1970.0,Australia,
113052,1955.0,Australia,
74512,1945.0,Australia,
64337,1945.0,Australia,
397557,1960.0,Australia,
488862,1975.0,Australia,English
82452,1960.0,North America,
680542,1960.0,,
116157,1950.0,,
500332,1970.0,Asia Pacific,
78572,1955.0,Australia,
75772,1970.0,Australia,
46922,1965.0,Australia,English
604692,1975.0,,
70832,1955.0,Australia,
613297,1975.0,Australia,
69517,1950.0,Australia,English
97532,1970.0,Australia,
32522,1970.0,Australia,
33752,1960.0,Australia,
72532,1955.0,Great Britain,English
659757,1960.0,Australia,
547,1960.0,Australia,
68252,1960.0,Australia,English
64232,1950.0,Asia Pacific,
16332,1955.0,,
67412,1960.0,Asia Pacific,English
11372,1950.0,South Africa,
65752,1965.0,Australia,English
612,1960.0,Australia,
63527,1955.0,Australia,
72562,1970.0,North America,
13612,1965.0,Australia,
78132,1970.0,Australia,
80387,1945.0,Great Britain,
140882,1965.0,Australia,
70682,1960.0,Australia,
2107,1960.0,Australia,English
17427,1970.0,Australia,
73717,1965.0,Australia,
8667,1965.0,Australia,
34737,1970.0,North America,
65017,1950.0,,
95932,1970.0,Asia Pacific,Other
37242,1955.0,Great Britain,
11612,1960.0,Australia,
33097,1975.0,Australia,
113607,1970.0,Great Britain,
81117,1950.0,Great Britain,English
70907,1955.0,,
14182,1965.0,Australia,
613502,1955.0,,
398112,1975.0,Great Britain,
76792,1970.0,Australia,
643862,1980.0,Australia,
489582,1975.0,Great Britain,
17657,1965.0,Asia Pacific,
500197,1970.0,Asia Pacific,Other
64342,1950.0,Australia,
63492,1945.0,Australia,
75382,1945.0,Asia Pacific,
19897,1970.0,Australia,
2577,1950.0,Australia,
730217,1970.0,,
575052,1965.0,,
4302,1965.0,Australia,
98212,1965.0,Australia,
124722,1975.0,Australia,
89627,1975.0,Australia,
50052,1970.0,Australia,
80967,1950.0,Australia,English
45967,1975.0,Australia,
113027,1955.0,Australia,
78282,1960.0,Australia,
482182,1945.0,Australia,
76752,1950.0,Australia,
73627,1960.0,Australia,
490032,1975.0,Australia,
1277,1955.0,Australia,English
41912,1960.0,Eastern Europe,
37947,1950.0,Australia,
80077,1955.0,Australia,
31722,1970.0,Australia,
23997,1965.0,Australia,
78782,1955.0,Australia,
19922,1960.0,Australia,
26107,1970.0,Australia,
85917,1965.0,Australia,
7947,1960.0,Asia Pacific,
62872,1950.0,Great Britain,
6077,1955.0,Australia,English
113027,1955.0,Australia,
124932,1970.0,Australia,
23912,1965.0,Australia,
76312,1955.0,Australia,English
39812,1950.0,Australia,
688372,1975.0,,
71902,1940.0,,
82507,1960.0,Australia,English
72957,1960.0,New Zealand,
497907,1970.0,Australia,
111122,1970.0,Australia,
27192,1970.0,Australia,
3812,1960.0,Australia,
145447,1970.0,Great Britain,
94187,1975.0,Australia,
131112,1970.0,Australia,
24252,1960.0,Australia,
13682,1965.0,Western Europe,English
93362,1965.0,Australia,
32422,1970.0,Australia,
14112,1975.0,Australia,
52337,1970.0,Australia,
2697,1955.0,Eastern Europe,
744787,1975.0,,
43597,1965.0,South Africa,
74487,1960.0,Australia,
637532,1975.0,,
1797,1960.0,North America,
39647,1970.0,Australia,
5552,1955.0,Australia,
487812,1965.0,Western Europe,Other
40607,1960.0,Australia,
265767,1965.0,Australia,English
57272,1975.0,North America,
595792,1975.0,,
126927,1965.0,Australia,
69612,1965.0,Australia,
79742,1950.0,Great Britain,
13812,1975.0,Australia,
67732,1965.0,Australia,
31592,1960.0,Australia,
701802,1975.0,Australia,
698007,1940.0,,
14152,1975.0,Australia,
39457,1960.0,Australia,
22322,1955.0,Western Europe,
66752,1965.0,Australia,
66107,1960.0,New Zealand,
35602,1965.0,Australia,
132957,1965.0,Australia,
30437,1975.0,Australia,
34417,1970.0,Australia,
117737,1980.0,Australia,
73017,1960.0,The Americas,
80722,1950.0,Australia,English
64337,1945.0,Australia,
14757,1975.0,Australia,
80137,1950.0,Australia,
20497,1965.0,Middle East and Africa,Other
66987,1970.0,Australia,
66007,1955.0,Australia,
66482,1960.0,Australia,
10377,1975.0,Australia,English
86212,1975.0,Australia,
26597,1975.0,Australia,
93342,1950.0,Great Britain,
358382,1975.0,Australia,
1797,1960.0,North America,
75377,1955.0,Australia,
126927,1965.0,Australia,
6397,1960.0,Great Britain,English
11282,1945.0,Eastern Europe,
137427,1970.0,Great Britain,
89467,1960.0,New Zealand,
28342,1960.0,Australia,
32052,1975.0,Australia,
500392,1975.0,,
19662,1965.0,Australia,
117462,1965.0,Great Britain,
64642,1955.0,Great Britain,
131877,1970.0,Australia,
8312,1970.0,Australia,
115252,1950.0,Great Britain,
500417,1970.0,Australia,
662597,1970.0,Great Britain,
24577,1965.0,Australia,
32907,1965.0,Western Europe,Other
80412,1955.0,Australia,
726872,1950.0,,
148102,1950.0,Australia,
495207,1975.0,Great Britain,
119932,1975.0,North America,
5142,1960.0,Australia,
33752,1960.0,Australia,
10407,1950.0,Australia,
21132,1960.0,Australia,
38882,1970.0,Australia,
87542,1975.0,Asia Pacific,
68252,1960.0,Australia,English
79787,1945.0,North America,
79057,1955.0,Australia,
500142,1975.0,Australia,
118727,1960.0,Western Europe,
44022,1965.0,Australia,
131812,1970.0,Australia,
98432,1975.0,Australia,
247072,1960.0,,
107987,1960.0,Australia,English
117317,1965.0,Australia,
74697,1960.0,North America,
38457,1970.0,Australia,
70327,1960.0,,
45967,1975.0,Australia,
95962,1955.0,,
48632,1955.0,New Zealand,
119982,1970.0,Australia,
73382,1965.0,Australia,
139962,1970.0,Australia,English
65402,1960.0,Australia,
53202,1975.0,Australia,
7347,1960.0,Australia,
68587,1955.0,Australia,
657727,1955.0,,
115417,1965.0,Western Europe,Other
67077,1955.0,Western Europe,Other
89652,1960.0,,
597827,1965.0,Australia,
31067,1960.0,Great Britain,
8842,1960.0,Australia,
131502,1965.0,Asia Pacific,
80322,1940.0,,
67657,1965.0,Australia,English
297092,1970.0,Great Britain,
71982,1960.0,Australia,
107262,1970.0,Australia,English
17647,1960.0,Australia,
726557,1980.0,,
49277,1965.0,Australia,
14267,1960.0,Asia Pacific,
1387,1945.0,Australia,
6502,1940.0,Australia,
80217,1940.0,Australia,
137272,1965.0,Australia,
25267,1965.0,Australia,
3292,1945.0,Australia,
842,1975.0,Australia,
11427,1960.0,New Zealand,
106802,1975.0,The Americas,
77987,1960.0,Australia,
148597,1975.0,The Americas,
46922,1965.0,Australia,English
77077,1955.0,Australia,
72957,1960.0,New Zealand,
65802,1960.0,Australia,
73417,1960.0,Australia,
67502,1960.0,Australia,
82467,1950.0,Australia,
8012,1960.0,Western Europe,
71932,1955.0,Eastern Europe,English
77877,1970.0,Australia,
4702,1960.0,Australia,
64102,1950.0,Eastern Europe,
67647,1965.0,Australia,
11602,1955.0,Western Europe,
500332,1970.0,Asia Pacific,
58457,1965.0,Australia,
4302,1965.0,Australia,
62902,1950.0,North America,
66732,1970.0,Australia,English
1982,1960.0,Australia,
76777,1970.0,Australia,
67872,1950.0,Asia Pacific,
641012,1975.0,,
19997,1960.0,Australia,
82142,1945.0,Australia,
19967,1955.0,Australia,
39407,1980.0,Australia,
246972,1950.0,Australia,
620807,1965.0,North America,
78537,1945.0,Australia,
7942,1955.0,Australia,
85642,1955.0,Australia,
111192,1965.0,Western Europe,Other
21877,1965.0,Australia,
79062,1945.0,Australia,
129622,1965.0,North America,
664052,1970.0,,
495142,1975.0,Eastern Europe,
64077,1945.0,Asia Pacific,
22792,1955.0,Australia,
82442,1955.0,Australia,
597827,1965.0,Australia,
32667,1965.0,Western Europe,
75447,1935.0,Australia,
2982,1950.0,Eastern Europe,
28412,1960.0,Australia,
636257,1980.0,,
99877,1965.0,Australia,
74772,1955.0,Australia,
64272,1960.0,Australia,
2427,1960.0,North America,
68232,1955.0,Great Britain,
75037,1960.0,Asia Pacific,
15187,1960.0,Australia,
34617,1955.0,Australia,
343842,1975.0,Australia,
63207,1945.0,Australia,
75412,1950.0,Western Europe,
30962,1950.0,Australia,
297092,1970.0,Great Britain,
64332,1955.0,Australia,
6747,1955.0,Australia,English
3812,1960.0,Australia,
19262,1955.0,Great Britain,
80212,1945.0,Australia,
10402,1970.0,Australia,
730082,1975.0,,
500182,1970.0,,
85642,1955.0,Australia,
1982,1960.0,Australia,
7842,1960.0,Asia Pacific,Other
77342,1965.0,Australia,
9712,1945.0,Australia,
82092,1945.0,Australia,English
80392,1945.0,Australia,
111122,1970.0,Australia,
3207,1970.0,Australia,
74717,1965.0,Australia,
77467,1950.0,Australia,
22117,1970.0,Australia,
1752,1970.0,Australia,
72087,1945.0,,
108502,1975.0,Australia,
74277,1955.0,,
46772,1970.0,Australia,
72447,1950.0,Australia,
66462,1955.0,Australia,
89637,1955.0,Australia,
592,1955.0,Australia,
499542,1980.0,,
69152,1960.0,Australia,
11302,1970.0,Australia,
14487,1945.0,Australia,
663347,1955.0,North America,
24257,1955.0,Asia Pacific,Other
1302,1970.0,Australia,
72312,1960.0,Asia Pacific,
10842,1955.0,Australia,
79192,1950.0,Australia,
74252,1960.0,Asia Pacific,
34182,1965.0,Australia,
665642,1960.0,Western Europe,
8012,1960.0,Western Europe,
45587,1955.0,North America,
69657,1955.0,Great Britain,English
741312,1950.0,Australia,
67472,1955.0,Australia,
92682,1965.0,Australia,
672142,1965.0,,
57192,1980.0,Australia,
20497,1965.0,Middle East and Africa,Other
63772,1960.0,Australia,
78962,1955.0,Australia,
491312,1960.0,Australia,
104707,1975.0,Australia,
47467,1975.0,Australia,
80187,1945.0,Australia,
31457,1970.0,Australia,
93907,1960.0,Great Britain,
636347,1975.0,,
147677,1965.0,Australia,
754347,1965.0,,
66312,1950.0,Australia,
44097,1955.0,Australia,
72422,1960.0,Australia,
82442,1955.0,Australia,
96872,1970.0,Australia,
1812,1955.0,Australia,
4842,1970.0,Asia Pacific,
2982,1950.0,Eastern Europe,
148202,1960.0,Australia,
10662,1955.0,Australia,English
29797,1975.0,Australia,
62937,1960.0,Australia,
12677,1965.0,Australia,
7387,1955.0,Great Britain,
90132,1970.0,Middle East and Africa,
14267,1960.0,Asia Pacific,
69262,1960.0,Australia,
80137,1950.0,Australia,
63782,1950.0,Australia,
393152,1940.0,Australia,
66197,1950.0,Australia,
30072,1960.0,Australia,
73757,1965.0,Australia,
77622,1955.0,Australia,
70832,1955.0,Australia,
74162,1970.0,Australia,
66092,1960.0,Australia,
70832,1955.0,Australia,
71037,1960.0,Australia,
79142,1940.0,Australia,
17342,1960.0,Australia,
34177,1960.0,North America,
70832,1955.0,Australia,
70832,1955.0,Australia,
70832,1955.0,Australia,
68587,1955.0,Australia,
68587,1955.0,Australia,
448227,1960.0,Australia,
79662,1940.0,,
68857,1950.0,Great Britain,
35867,1960.0,Australia,
72267,1960.0,Australia,
79192,1950.0,Australia,
752,1960.0,Australia,
31067,1960.0,Great Britain,
68857,1950.0,Great Britain,
66197,1950.0,Australia,
74932,1960.0,Great Britain,
44252,1960.0,Australia,
66657,1965.0,Australia,
742402,1975.0,,
1797,1960.0,North America,
78762,1960.0,Australia,
70682,1960.0,Australia,
78562,1955.0,Australia,
342122,1965.0,Australia,
78602,1950.0,Great Britain,
68782,1960.0,Australia,
643862,1980.0,Australia,
808267,1975.0,Australia,
73757,1965.0,Australia,
20202,1965.0,South Africa,
79277,1945.0,Australia,
615307,1950.0,Australia,
139852,1965.0,,
40947,1965.0,Australia,English
606322,1975.0,,
615307,1950.0,Australia,
70322,1945.0,Eastern Europe,
74832,1965.0,Australia,
11342,1965.0,Australia,
9732,1960.0,Australia,
2557,1935.0,,
491322,1955.0,Australia,
3182,1965.0,Australia,
74492,1950.0,Australia,
16737,1945.0,Australia,
64807,1960.0,Australia,
110472,1965.0,Australia,English
28502,1970.0,New Zealand,
34177,1960.0,North America,
15667,1960.0,,
110472,1965.0,Australia,English
68817,1955.0,Australia,
105342,1965.0,Australia,
407,1955.0,Australia,
14777,1970.0,Australia,
9067,1960.0,Australia,
1797,1960.0,North America,
67842,1965.0,Australia,
498427,1970.0,Great Britain,
103787,1970.0,Western Europe,
69262,1960.0,Australia,
114842,1970.0,Australia,
1797,1960.0,North America,
72037,1970.0,Australia,
78827,1950.0,Australia,
8462,1950.0,Australia,
12957,1965.0,Great Britain,
4877,1960.0,,
64777,1940.0,Australia,
40797,1960.0,Australia,
72652,1940.0,Australia,
8462,1950.0,Australia,
498427,1970.0,Great Britain,
75587,1940.0,Great Britain,
72037,1970.0,Australia,
36527,1955.0,Australia,
144462,1965.0,Australia,
28607,1965.0,Great Britain,
16582,1960.0,Australia,
28607,1965.0,Great Britain,
16647,1965.0,Asia Pacific,
68857,1950.0,Great Britain,
115417,1965.0,Western Europe,Other
636757,1975.0,Australia,
67037,1950.0,Eastern Europe,
103787,1970.0,Western Europe,
10592,1960.0,Australia,English
79427,1960.0,Australia,
69212,1940.0,Australia,
66657,1965.0,Australia,
124832,1970.0,North America,
22982,1960.0,Australia,
646977,1980.0,Great Britain,
78762,1960.0,Australia,
85862,1950.0,Western Europe,
15282,1965.0,Australia,English
16642,1965.0,Australia,
6292,1965.0,Western Europe,
105342,1965.0,Australia,
19082,1970.0,Australia,
64337,1945.0,Australia,
77652,1960.0,Australia,
11747,1960.0,Australia,
67037,1950.0,Eastern Europe,
641012,1975.0,,
36252,1960.0,Australia,
38697,1960.0,Australia,
73882,1960.0,Great Britain,
79022,1945.0,Western Europe,
85862,1950.0,Western Europe,
82522,1950.0,Australia,
71727,1955.0,Great Britain,English
696062,1980.0,,
40572,1965.0,Asia Pacific,Other
28607,1965.0,Great Britain,
82892,1970.0,Western Europe,
39277,1950.0,Asia Pacific,English
5967,1955.0,Australia,
1797,1960.0,North America,
23997,1965.0,Australia,
73757,1965.0,Australia,
144267,1970.0,Australia,
30072,1960.0,Australia,
67647,1965.0,Australia,
78967,1955.0,Western Europe,
659757,1960.0,Australia,
68817,1955.0,Australia,
289542,1970.0,Australia,
53027,1975.0,Australia,
10477,1960.0,Australia,
120797,1970.0,Australia,
73402,1965.0,Great Britain,
18377,1960.0,Australia,
73882,1960.0,Great Britain,
64807,1960.0,Australia,
78967,1955.0,Western Europe,
68782,1960.0,Australia,
115407,1970.0,Asia Pacific,
14612,1950.0,Australia,
17367,1960.0,Asia Pacific,
115407,1970.0,Asia Pacific,
82547,1955.0,Australia,
66737,1955.0,Australia,
7302,1960.0,,
76297,1960.0,Australia,
85862,1950.0,Western Europe,
32822,1960.0,Australia,
74312,1955.0,Australia,
36857,1965.0,Australia,
8772,1965.0,Australia,
115407,1970.0,Asia Pacific,
79122,1950.0,Australia,
77622,1955.0,Australia,
18237,1940.0,Australia,
73087,1955.0,Australia,
20497,1965.0,Middle East and Africa,Other
47947,1955.0,Australia,
95867,1965.0,Australia,
72267,1960.0,Australia,
78537,1945.0,Australia,
28262,1960.0,Australia,
27102,1955.0,Eastern Europe,English
82497,1960.0,Australia,
39812,1950.0,Australia,
39812,1950.0,Australia,
149107,1975.0,Australia,English
34737,1970.0,North America,
80692,1950.0,Australia,
723197,1980.0,,
110472,1965.0,Australia,English
64357,1965.0,Australia,
2022,1965.0,Australia,
62902,1950.0,North America,
10662,1955.0,Australia,English
2022,1965.0,Australia,
72957,1960.0,New Zealand,
60517,1965.0,Australia,
500137,1975.0,North America,
139962,1970.0,Australia,English
76297,1960.0,Australia,
72497,1965.0,Australia,
65782,1950.0,Australia,
126247,1965.0,,
752,1960.0,Australia,
70682,1960.0,Australia,
500332,1970.0,Asia Pacific,
500412,1970.0,Asia Pacific,Other
73402,1965.0,Great Britain,
758317,1975.0,,
36527,1955.0,Australia,
147382,1970.0,Western Europe,
1797,1960.0,North America,
25207,1970.0,Australia,
54737,1975.0,Australia,English
116057,1970.0,Australia,
12917,1955.0,Australia,
74592,1965.0,Australia,
495842,1965.0,Australia,
73497,1955.0,Australia,
19262,1955.0,Great Britain,
27752,1955.0,New Zealand,
77457,1955.0,Asia Pacific,
49227,1970.0,Eastern Europe,
641012,1975.0,,
67842,1965.0,Australia,
495452,1975.0,Australia,
115867,1970.0,Australia,
589572,1975.0,,
144267,1970.0,Australia,
76732,1960.0,Australia,
82547,1955.0,Australia,
77807,1970.0,Australia,
84622,1955.0,Australia,
70487,1955.0,Australia,
77067,1970.0,Australia,English
53027,1975.0,Australia,
78827,1950.0,Australia,
7452,1960.0,North America,
438372,1960.0,Australia,
46132,1975.0,Australia,
3207,1970.0,Australia,
79277,1945.0,Australia,
13817,1965.0,Australia,
497802,1955.0,,
7342,1965.0,Great Britain,
7362,1970.0,Western Europe,
133557,1970.0,Australia,
98757,1970.0,Australia,
43882,1975.0,Australia,
69262,1960.0,Australia,
35562,1960.0,Australia,
115217,1975.0,Australia,
636257,1980.0,,
14277,1940.0,Australia,
101582,1980.0,Australia,
56447,1965.0,Australia,
730232,1970.0,,
74877,1950.0,Great Britain,
82547,1955.0,Australia,
500392,1975.0,,
370587,1975.0,Australia,
138567,1980.0,Australia,
143802,1965.0,Australia,
68782,1960.0,Australia,
1012,1945.0,Australia,English
31182,1975.0,Australia,
5967,1955.0,Australia,
76237,1960.0,Great Britain,English
730412,1975.0,Western Europe,
102402,1980.0,Australia,
83157,1980.0,Australia,
10072,1965.0,,
578662,1980.0,Australia,
32357,1970.0,Australia,
38292,1980.0,Australia,
144767,1970.0,Asia Pacific,
76237,1960.0,Great Britain,English
69337,1965.0,Australia,
145367,1965.0,Australia,
82567,1955.0,Australia,English
779697,1965.0,Great Britain,
83552,1980.0,Australia,
66752,1965.0,Australia,
730127,1980.0,Australia,
84627,1960.0,Australia,
40847,1980.0,Australia,
22847,1980.0,Australia,
592,1955.0,Australia,
66752,1965.0,Australia,
139212,1980.0,Australia,
49097,1980.0,Australia,English
31707,1965.0,Australia,
610622,1975.0,,
701397,1975.0,Middle East and Africa,
21137,1970.0,Australia,
88557,1975.0,Australia,
59127,1980.0,Australia,
119837,1980.0,Australia,
289542,1970.0,Australia,
104707,1975.0,Australia,
93802,1970.0,Australia,
643862,1980.0,Australia,
142182,1970.0,Australia,
499667,1975.0,Western Europe,
64927,1945.0,Australia,
20497,1965.0,Middle East and Africa,Other
131432,1965.0,Australia,
15282,1965.0,Australia,English
11507,1945.0,Australia,
7452,1960.0,North America,
28607,1965.0,Great Britain,
802167,1975.0,,
89492,1945.0,Australia,
84622,1955.0,Australia,
73402,1965.0,Great Britain,
28607,1965.0,Great Britain,
28607,1965.0,Great Britain,
22917,1960.0,Australia,
80057,1950.0,Australia,English
1797,1960.0,North America,
78762,1960.0,Australia,
33312,1965.0,Australia,
639557,1960.0,North America,
79427,1960.0,Australia,
701397,1975.0,Middle East and Africa,
693892,1945.0,The Americas,
117462,1965.0,Great Britain,
69032,1965.0,Australia,English
3812,1960.0,Australia,
111122,1970.0,Australia,
79022,1945.0,Western Europe,
82962,1965.0,Australia,
101532,1960.0,Australia,
6282,1980.0,Australia,
30977,1950.0,Great Britain,
2262,1970.0,Australia,
44907,1970.0,Australia,
89472,1970.0,Australia,
1012,1945.0,Australia,English
34447,1970.0,Australia,English
74372,1955.0,Australia,
124722,1975.0,Australia,
35602,1965.0,Australia,
78922,1955.0,Australia,
