id,RFCD.Code,RFCD.Percentage
1475,31,80.0
1475,37,20.0
1476,27,80.0
1476,30,20.0
1477,26,100.0
1478,32,100.0
1479,24,100.0
1480,32,40.0
1480,34,60.0
1481,26,100.0
1482,27,100.0
1483,27,100.0
1484,32,100.0
1485,32,100.0
1487,32,100.0
1488,30,100.0
1489,27,100.0
1491,28,100.0
1494,29,100.0
1495,28,70.0
1495,30,30.0
1496,32,100.0
1497,32,100.0
1498,32,100.0
1499,32,100.0
1500,32,100.0
1501,27,80.0
1501,32,20.0
1502,27,20.0
1502,32,80.0
1503,32,100.0
1504,32,100.0
1505,27,100.0
1506,32,100.0
1507,27,33.0
1507,32,67.0
1508,24,100.0
1509,32,100.0
1510,32,100.0
1511,43,100.0
1512,29,100.0
1513,38,100.0
1514,32,100.0
1515,32,100.0
1516,32,100.0
1518,32,100.0
1519,32,100.0
1520,32,100.0
1521,32,100.0
1522,32,100.0
1523,32,100.0
1524,32,100.0
1525,27,34.0
1525,32,66.0
1526,32,100.0
1527,32,100.0
1528,27,100.0
1529,27,40.0
1529,32,60.0
1530,32,100.0
1531,27,100.0
1532,27,100.0
1533,27,80.0
1533,32,20.0
1534,27,100.0
1536,30,100.0
1537,27,100.0
1539,33,100.0
1540,25,60.0
1540,29,40.0
1541,28,50.0
1541,29,50.0
1543,23,100.0
1545,27,30.0
1545,32,70.0
1546,32,100.0
1547,32,100.0
1548,32,100.0
1549,32,100.0
1550,42,50.0
1550,43,50.0
1551,32,50.0
1551,37,50.0
1552,32,100.0
1553,30,100.0
1554,42,100.0
1555,32,100.0
1556,32,70.0
1556,42,30.0
1557,27,100.0
1558,37,40.0
1558,44,60.0
1559,25,30.0
1559,32,70.0
1560,32,100.0
1561,37,60.0
1561,44,40.0
1563,26,100.0
1565,40,100.0
1566,29,100.0
1567,27,100.0
1568,33,100.0
1572,32,100.0
1573,32,100.0
1574,32,100.0
1575,32,100.0
1577,27,50.0
1577,32,50.0
1578,32,100.0
1579,32,100.0
1580,32,100.0
1581,23,50.0
1581,32,50.0
1582,32,100.0
1583,32,100.0
1584,40,100.0
1585,32,100.0
1586,32,100.0
1587,32,100.0
1588,27,30.0
1588,32,70.0
1589,32,100.0
1590,32,100.0
1591,25,100.0
1592,27,50.0
1592,30,50.0
1593,28,40.0
1593,29,40.0
1593,37,20.0
1594,35,80.0
1594,36,20.0
1595,27,50.0
1595,28,50.0
1596,26,100.0
1597,36,100.0
1598,27,50.0
1598,28,50.0
1599,32,100.0
1600,27,20.0
1600,32,80.0
1601,32,100.0
1602,27,100.0
1603,32,100.0
1604,32,100.0
1605,32,20.0
1605,38,80.0
1606,32,100.0
1607,28,70.0
1607,38,30.0
1608,32,100.0
1609,32,100.0
1610,27,25.0
1610,32,75.0
1611,27,100.0
1612,32,100.0
1613,32,100.0
1614,32,100.0
1615,32,100.0
1616,27,70.0
1616,32,30.0
1617,25,100.0
1618,27,100.0
1619,32,100.0
1620,27,50.0
1620,28,50.0
1621,27,100.0
1622,27,80.0
1622,28,20.0
1623,26,100.0
1624,27,100.0
1625,26,30.0
1625,29,30.0
1625,30,40.0
1626,23,30.0
1626,32,70.0
1627,23,30.0
1627,32,70.0
1629,32,100.0
1630,27,100.0
1631,27,50.0
1631,32,50.0
1633,27,100.0
1634,27,20.0
1634,32,80.0
1635,32,100.0
1636,32,100.0
1637,32,100.0
1639,32,100.0
1640,27,25.0
1640,32,75.0
1641,32,100.0
1643,32,100.0
1644,38,100.0
1648,32,100.0
1649,32,100.0
1650,32,100.0
1652,32,100.0
1657,32,100.0
1658,27,100.0
1659,32,100.0
1660,32,100.0
1661,32,100.0
1662,32,100.0
1663,27,40.0
1663,32,60.0
1664,32,100.0
1665,30,100.0
1666,30,100.0
1667,32,100.0
1668,32,100.0
1669,32,50.0
1669,37,50.0
1670,33,100.0
1671,38,100.0
1672,35,100.0
1673,32,100.0
1674,35,100.0
1675,35,100.0
1676,35,100.0
1677,27,50.0
1677,30,50.0
1678,32,100.0
1679,32,100.0
1680,32,100.0
1681,32,100.0
1683,27,100.0
1684,32,100.0
1685,27,50.0
1685,32,50.0
1686,29,100.0
1687,27,50.0
1687,32,50.0
1689,23,60.0
1689,32,40.0
1690,32,100.0
1691,33,30.0
1691,41,70.0
1692,32,100.0
1693,32,100.0
1694,32,100.0
1695,32,100.0
1696,32,100.0
1697,23,30.0
1697,32,70.0
1698,28,50.0
1698,29,50.0
1699,27,70.0
1699,32,30.0
1700,40,100.0
1702,25,60.0
1702,32,40.0
1703,27,50.0
1703,32,50.0
1707,29,100.0
1708,32,100.0
1710,32,100.0
1711,32,95.0
1712,32,100.0
1713,32,100.0
1714,27,30.0
1714,30,70.0
1715,27,50.0
1715,30,50.0
1716,25,20.0
1716,26,80.0
1717,27,100.0
1718,30,100.0
1720,38,100.0
1721,28,50.0
1721,29,50.0
1722,32,100.0
1723,27,30.0
1723,30,70.0
1725,24,100.0
1726,28,40.0
1726,32,60.0
1727,27,80.0
1727,29,20.0
1728,28,20.0
1728,32,80.0
1729,27,50.0
1729,30,50.0
1730,28,70.0
1730,32,30.0
1731,28,40.0
1731,29,60.0
1732,30,100.0
1735,28,100.0
1738,24,40.0
1738,25,30.0
1738,27,30.0
1739,32,100.0
1740,27,100.0
1741,27,40.0
1741,29,60.0
1742,27,100.0
1743,30,30.0
1743,36,30.0
1743,37,40.0
1744,27,100.0
1745,27,100.0
1746,27,100.0
1747,32,33.0
1747,37,34.0
1747,38,33.0
1748,30,100.0
1749,38,100.0
1750,36,100.0
1751,30,100.0
1752,32,33.0
1752,37,34.0
1752,38,33.0
1753,35,100.0
1754,99,100.0
1755,99,100.0
1756,36,100.0
1758,32,100.0
1759,30,100.0
1760,36,40.0
1760,43,60.0
1761,27,20.0
1761,32,80.0
1762,30,100.0
1763,32,100.0
1764,24,100.0
1765,32,100.0
1766,29,100.0
1767,32,100.0
1768,32,100.0
1769,27,60.0
1769,32,40.0
1770,27,100.0
1771,27,100.0
1772,27,30.0
1772,32,70.0
1774,29,40.0
1774,32,40.0
1774,37,20.0
1776,32,33.0
1776,37,34.0
1776,38,33.0
1777,38,100.0
1779,32,100.0
1780,32,100.0
1781,32,100.0
1782,27,100.0
1784,38,100.0
1785,32,100.0
1786,32,100.0
1787,32,100.0
1788,32,100.0
1789,32,100.0
1790,32,100.0
1791,32,100.0
1792,27,100.0
1793,32,100.0
1794,27,75.0
1794,32,25.0
1795,25,50.0
1795,32,50.0
1796,32,100.0
1797,32,10.0
1797,33,90.0
1798,32,100.0
1799,32,100.0
1800,27,100.0
1801,32,100.0
1802,38,100.0
1803,32,100.0
1804,32,100.0
1805,27,50.0
1805,30,50.0
1806,32,100.0
1807,23,80.0
1807,24,20.0
1808,23,100.0
1809,38,100.0
1810,29,100.0
1811,26,40.0
1811,30,60.0
1812,26,40.0
1812,30,60.0
1813,28,100.0
1814,44,100.0
1815,32,100.0
1816,27,10.0
1816,32,90.0
1818,32,100.0
1819,32,100.0
1820,32,100.0
1821,36,40.0
1821,43,60.0
1822,27,50.0
1822,30,50.0
1823,32,100.0
1824,32,100.0
1825,32,100.0
1826,32,100.0
1827,32,100.0
1828,37,100.0
1830,38,100.0
1831,28,80.0
1831,32,20.0
1832,29,100.0
1833,32,33.0
1833,37,34.0
1833,38,33.0
1835,23,100.0
1836,33,25.0
1836,41,25.0
1836,43,50.0
1837,27,100.0
1838,36,40.0
1838,43,60.0
1839,40,100.0
1840,27,100.0
1841,27,100.0
1842,24,40.0
1842,25,60.0
1843,29,80.0
1843,38,20.0
1844,25,40.0
1844,29,30.0
1844,30,30.0
1845,28,100.0
1846,24,100.0
1847,24,100.0
1848,30,100.0
1849,27,100.0
1850,33,100.0
1851,27,100.0
1855,27,50.0
1855,30,50.0
1857,28,100.0
1858,99,100.0
1859,27,100.0
1860,31,100.0
1861,27,50.0
1861,30,50.0
1862,26,100.0
1863,26,60.0
1863,30,30.0
1864,33,100.0
1865,26,60.0
1865,30,30.0
1866,26,60.0
1866,30,30.0
1867,26,100.0
1868,27,100.0
1872,26,100.0
1873,26,100.0
1875,26,60.0
1875,30,30.0
1876,27,70.0
1876,30,30.0
1877,26,60.0
1877,30,30.0
1878,27,100.0
1879,30,100.0
1880,26,45.0
1880,30,50.0
1881,26,100.0
1882,26,100.0
1883,32,100.0
1884,35,100.0
1885,27,40.0
1885,30,60.0
1886,32,100.0
1887,27,100.0
1888,32,100.0
1889,32,100.0
1890,32,100.0
1891,33,100.0
1892,27,30.0
1892,32,70.0
1893,26,100.0
1894,32,100.0
1895,26,100.0
1896,35,100.0
1897,33,100.0
1899,29,100.0
1900,27,100.0
1901,27,100.0
1902,32,100.0
1903,32,100.0
1904,33,100.0
1905,27,100.0
1907,33,100.0
1908,33,100.0
1909,30,100.0
1910,35,100.0
1911,30,100.0
1912,32,100.0
1913,32,100.0
1915,34,70.0
1915,35,30.0
1916,32,100.0
1917,32,100.0
1919,33,100.0
1920,27,100.0
1921,24,100.0
1922,39,100.0
1923,30,100.0
1924,24,60.0
1924,28,40.0
1925,37,100.0
1926,26,100.0
1927,33,100.0
1928,32,100.0
1929,23,100.0
1930,33,100.0
1931,33,100.0
1932,32,100.0
1933,33,100.0
1934,29,100.0
1935,26,100.0
1936,26,100.0
1939,29,100.0
1940,32,100.0
1941,32,100.0
1942,32,100.0
1943,27,30.0
1943,32,70.0
1944,32,100.0
1946,34,100.0
1947,30,80.0
1947,32,20.0
1948,32,100.0
1949,32,100.0
1951,36,100.0
1952,30,100.0
1953,33,60.0
1953,38,40.0
1954,36,100.0
1955,34,100.0
1956,33,100.0
1957,33,100.0
1958,27,50.0
1958,30,50.0
1959,40,100.0
1960,39,100.0
1961,30,100.0
1963,25,10.0
1963,29,90.0
1964,30,100.0
1965,29,100.0
1966,99,100.0
1967,34,100.0
1968,32,100.0
1971,32,100.0
1972,37,100.0
1973,32,40.0
1973,38,60.0
1975,32,100.0
1976,37,100.0
1977,37,100.0
1978,33,100.0
1979,32,100.0
1981,99,100.0
1982,32,100.0
1983,28,80.0
1983,37,10.0
1983,43,10.0
1985,40,100.0
1986,33,100.0
1987,32,100.0
1988,28,100.0
1989,29,100.0
1990,32,100.0
1992,33,100.0
1993,32,100.0
1997,27,30.0
1997,30,70.0
1998,32,100.0
1999,32,100.0
2000,32,100.0
2002,32,100.0
2003,27,100.0
2004,32,100.0
2005,35,100.0
2006,32,100.0
2007,32,100.0
2008,32,100.0
2009,32,100.0
2011,32,100.0
2012,32,100.0
2014,32,100.0
2015,32,100.0
2016,27,100.0
2018,32,100.0
2019,34,100.0
2020,32,100.0
2021,27,100.0
2022,99,100.0
2023,32,100.0
2024,32,100.0
2028,30,100.0
2029,32,100.0
2031,27,100.0
2032,32,100.0
2033,27,100.0
2034,30,100.0
2037,99,100.0
2038,32,100.0
2039,27,50.0
2039,32,50.0
2040,32,100.0
2041,32,100.0
2042,27,100.0
2043,32,100.0
2044,32,100.0
2045,30,100.0
2046,32,100.0
2047,28,100.0
2049,26,50.0
2049,43,50.0
2051,34,100.0
2052,32,100.0
2056,32,100.0
2057,29,100.0
2059,32,100.0
2060,27,100.0
2061,32,100.0
2062,32,100.0
2063,32,100.0
2064,32,100.0
2065,32,100.0
2066,32,100.0
2067,32,100.0
2068,32,100.0
2069,32,100.0
2070,32,100.0
2072,27,100.0
2073,27,50.0
2073,30,50.0
2074,27,100.0
2075,27,100.0
2076,27,50.0
2076,30,50.0
2078,32,100.0
2079,37,60.0
2079,39,40.0
2080,37,60.0
2080,39,40.0
2081,33,100.0
2082,34,100.0
2083,34,50.0
2083,37,50.0
2084,34,80.0
2084,37,20.0
2085,30,100.0
2086,28,100.0
2087,32,100.0
2088,33,100.0
2089,32,100.0
2090,27,50.0
2090,32,50.0
2091,27,35.0
2091,32,50.0
2092,27,20.0
2092,32,80.0
2093,32,100.0
2094,32,100.0
2095,32,100.0
2096,32,100.0
2097,32,100.0
2098,27,70.0
2098,32,30.0
2099,32,100.0
2100,32,100.0
2101,32,100.0
2103,32,100.0
2104,32,100.0
2105,32,100.0
2106,32,100.0
2107,27,100.0
2108,32,90.0
2108,38,10.0
2109,32,100.0
2110,32,100.0
2111,29,100.0
2112,30,100.0
2114,99,100.0
2116,32,100.0
2117,32,100.0
2118,27,100.0
2120,27,100.0
2121,34,100.0
2123,32,100.0
2125,30,100.0
2128,32,100.0
2130,30,100.0
2131,30,100.0
2132,26,50.0
2132,30,50.0
2133,30,100.0
2134,26,50.0
2134,28,50.0
2135,99,100.0
2136,30,100.0
2137,27,33.0
2137,30,67.0
2138,26,50.0
2138,30,50.0
2139,26,50.0
2139,30,50.0
2140,27,25.0
2140,30,75.0
2141,26,50.0
2141,30,50.0
2142,26,50.0
2142,30,50.0
2143,99,100.0
2144,27,33.0
2144,30,67.0
2145,27,30.0
2145,30,70.0
2146,99,100.0
2147,32,100.0
2149,30,100.0
2150,27,100.0
2151,32,100.0
2152,99,100.0
2153,35,100.0
2155,27,100.0
2156,34,100.0
2158,34,100.0
2159,32,100.0
2160,25,80.0
2160,32,20.0
2161,34,20.0
2161,37,80.0
2162,32,100.0
2163,30,100.0
2164,24,80.0
2164,27,20.0
2165,29,100.0
2166,32,100.0
2167,32,100.0
2168,27,100.0
2169,32,100.0
2170,32,100.0
2171,32,100.0
2172,32,100.0
2173,27,20.0
2173,32,80.0
2174,27,50.0
2174,32,50.0
2175,27,50.0
2175,32,50.0
2176,32,100.0
2177,32,100.0
2178,32,100.0
2179,32,100.0
2180,26,50.0
2180,30,50.0
2181,30,100.0
2182,28,100.0
2183,30,100.0
2184,30,100.0
2185,30,100.0
2186,30,100.0
2187,30,100.0
2188,32,100.0
2189,25,20.0
2189,26,80.0
2190,32,100.0
2191,27,60.0
2191,30,40.0
2192,27,50.0
2192,30,50.0
2193,32,100.0
2194,27,60.0
2194,30,40.0
2195,27,100.0
2196,30,100.0
2197,35,100.0
2198,29,100.0
2199,27,60.0
2199,30,40.0
2200,30,100.0
2201,27,100.0
2202,33,100.0
2203,30,100.0
2204,32,100.0
2205,27,100.0
2206,32,100.0
2207,32,100.0
2208,32,100.0
2209,38,100.0
2210,27,30.0
2210,32,70.0
2211,32,100.0
2212,37,100.0
2213,32,100.0
2214,27,50.0
2214,32,50.0
2215,32,100.0
2216,27,50.0
2216,32,50.0
2217,32,100.0
2218,32,100.0
2219,32,80.0
2219,37,20.0
2220,32,100.0
2221,25,100.0
2222,27,30.0
2222,32,70.0
2223,24,100.0
2224,28,100.0
2225,32,100.0
2226,29,100.0
2227,30,100.0
2228,30,100.0
2229,30,100.0
2230,25,100.0
2231,30,20.0
2231,31,40.0
2231,36,40.0
2232,32,49.0
2232,41,51.0
2233,36,90.0
2233,37,10.0
2234,23,60.0
2234,26,40.0
2235,25,100.0
2236,27,33.0
2236,30,67.0
2237,27,100.0
2239,25,100.0
2240,32,100.0
2241,26,100.0
2242,34,100.0
2243,32,100.0
2244,40,20.0
2244,42,20.0
2244,43,60.0
2246,32,100.0
2247,39,100.0
2248,33,100.0
2249,32,30.0
2249,33,70.0
2250,24,40.0
2250,29,60.0
2251,23,100.0
2252,25,50.0
2252,29,50.0
2253,27,100.0
2256,28,100.0
2257,27,100.0
2258,27,50.0
2258,30,50.0
2259,24,100.0
2260,33,100.0
2261,24,100.0
2262,24,100.0
2263,28,100.0
2264,23,100.0
2267,25,30.0
2267,29,70.0
2268,24,100.0
2269,27,55.0
2269,29,45.0
2271,27,70.0
2271,32,30.0
2272,32,100.0
2273,29,100.0
2274,28,100.0
2275,28,50.0
2275,40,50.0
2276,27,40.0
2276,29,60.0
2277,27,60.0
2277,32,40.0
2278,27,70.0
2278,32,30.0
2279,27,100.0
2280,29,30.0
2280,32,70.0
2283,28,100.0
2285,32,100.0
2286,32,100.0
2287,32,100.0
2289,32,100.0
2290,32,100.0
2291,32,100.0
2292,30,100.0
2293,32,40.0
2293,39,60.0
2296,32,100.0
2297,32,100.0
2300,32,100.0
2302,33,100.0
2303,27,80.0
2303,30,20.0
2304,33,100.0
2306,34,33.0
2306,35,33.0
2306,39,34.0
2307,24,100.0
2308,32,100.0
2309,32,100.0
2310,40,100.0
2311,30,100.0
2312,24,40.0
2312,25,60.0
2313,33,100.0
2314,27,40.0
2314,32,60.0
2315,29,100.0
2318,39,100.0
2319,31,25.0
2319,32,38.0
2319,33,12.0
2320,41,100.0
2321,25,40.0
2321,29,60.0
2322,26,30.0
2322,29,40.0
2322,30,30.0
2325,33,100.0
2327,31,25.0
2327,32,37.0
2327,33,13.0
2330,32,100.0
2332,35,100.0
2334,23,100.0
2336,30,100.0
2338,32,100.0
2339,29,100.0
2340,43,100.0
2341,24,50.0
2341,28,50.0
2342,32,100.0
2343,33,100.0
2347,25,100.0
2348,32,100.0
2349,31,50.0
2349,43,50.0
2350,26,60.0
2350,27,40.0
2351,24,100.0
2352,39,50.0
2352,43,50.0
2353,26,50.0
2353,27,50.0
2354,42,100.0
2355,41,100.0
2356,29,100.0
2357,23,60.0
2357,28,40.0
2358,25,50.0
2358,29,50.0
2359,33,100.0
2360,23,50.0
2360,28,50.0
2361,23,60.0
2361,24,40.0
2362,40,10.0
2362,41,70.0
2362,43,20.0
2363,27,20.0
2363,32,80.0
2364,42,100.0
2365,32,100.0
2366,33,80.0
2366,38,20.0
2367,28,50.0
2367,29,50.0
2368,41,40.0
2368,42,40.0
2368,44,20.0
2369,40,20.0
2369,41,80.0
2370,38,100.0
2371,37,100.0
2372,27,70.0
2372,30,30.0
2373,42,50.0
2373,43,50.0
2374,28,20.0
2374,31,80.0
2375,37,100.0
2376,32,100.0
2377,28,50.0
2377,29,50.0
2378,28,100.0
2379,27,100.0
2380,42,20.0
2380,43,80.0
2381,23,50.0
2381,24,50.0
2382,28,100.0
2383,23,50.0
2383,28,50.0
2384,27,30.0
2384,28,30.0
2384,30,40.0
2385,26,100.0
2386,27,50.0
2386,30,50.0
2387,41,50.0
2387,42,40.0
2387,43,10.0
2388,24,100.0
2389,27,100.0
2390,27,80.0
2390,30,20.0
2391,27,80.0
2391,32,20.0
2392,24,30.0
2392,25,70.0
2393,42,100.0
2394,34,100.0
2395,25,100.0
2396,27,50.0
2396,32,50.0
2397,24,100.0
2398,33,20.0
2398,44,80.0
2399,42,100.0
2400,43,30.0
2400,44,70.0
2401,26,100.0
2402,38,100.0
2403,38,50.0
2403,42,50.0
2404,37,80.0
2404,40,20.0
2405,31,80.0
2405,37,20.0
2406,27,100.0
2407,37,60.0
2407,42,40.0
2408,41,20.0
2408,43,40.0
2408,44,40.0
2409,24,100.0
2410,41,70.0
2410,43,30.0
2411,42,80.0
2411,43,20.0
2412,38,100.0
2413,36,20.0
2413,39,80.0
2414,27,70.0
2414,30,30.0
2415,37,60.0
2415,42,40.0
2416,24,10.0
2416,29,90.0
2417,43,100.0
2418,31,40.0
2418,35,30.0
2418,41,30.0
2419,42,100.0
2420,37,100.0
2421,27,60.0
2421,30,40.0
2422,38,100.0
2423,39,100.0
2424,41,70.0
2424,43,30.0
2425,42,100.0
2426,32,100.0
2427,32,100.0
2428,25,100.0
2429,41,50.0
2429,42,50.0
2430,28,100.0
2431,42,100.0
2432,32,40.0
2432,37,60.0
2433,25,30.0
2433,29,70.0
2434,26,100.0
2435,38,100.0
2436,24,50.0
2436,28,30.0
2436,32,20.0
2437,27,70.0
2437,32,30.0
2438,24,100.0
2439,27,100.0
2440,27,100.0
2441,27,20.0
2441,32,80.0
2442,43,100.0
2443,41,50.0
2443,43,50.0
2444,28,100.0
2445,23,40.0
2445,29,60.0
2446,31,100.0
2447,35,20.0
2447,36,30.0
2447,42,50.0
2448,41,50.0
2448,42,50.0
2449,27,40.0
2449,30,20.0
2449,38,40.0
2450,37,20.0
2450,44,80.0
2451,34,40.0
2451,43,60.0
2452,25,100.0
2453,43,60.0
2453,44,40.0
2454,37,20.0
2454,39,80.0
2455,27,100.0
2456,27,100.0
2457,27,70.0
2457,32,30.0
2458,32,100.0
2459,32,20.0
2459,38,80.0
2460,34,100.0
2461,25,30.0
2461,29,70.0
2462,38,20.0
2462,42,80.0
2463,37,20.0
2463,40,30.0
2463,41,50.0
2464,28,60.0
2464,29,40.0
2465,34,100.0
2466,37,40.0
2466,42,30.0
2466,44,30.0
2467,38,40.0
2467,42,60.0
2468,27,100.0
2469,24,20.0
2469,29,80.0
2470,38,100.0
2471,29,100.0
2472,25,100.0
2473,27,100.0
2474,25,100.0
2475,42,20.0
2475,43,80.0
2476,33,100.0
2477,24,100.0
2478,41,60.0
2478,43,40.0
2479,25,40.0
2479,27,40.0
2479,29,20.0
2480,24,100.0
2481,24,90.0
2481,25,10.0
2482,37,50.0
2482,42,50.0
2483,27,30.0
2483,32,70.0
2484,24,50.0
2484,32,30.0
2484,38,20.0
2485,37,80.0
2485,42,20.0
2486,42,100.0
2487,25,100.0
2488,23,100.0
2489,23,30.0
2489,29,70.0
2490,36,100.0
2491,44,100.0
2492,27,100.0
2493,27,100.0
2494,27,30.0
2494,30,70.0
2495,28,100.0
2496,44,100.0
2497,28,70.0
2497,29,30.0
2498,34,100.0
2499,43,100.0
2500,25,60.0
2500,29,40.0
2501,37,100.0
2502,24,100.0
2503,25,30.0
2503,29,70.0
2504,32,50.0
2504,43,50.0
2505,27,100.0
2506,23,60.0
2506,29,40.0
2507,41,100.0
2508,36,20.0
2508,39,10.0
2508,42,70.0
2509,27,70.0
2509,30,30.0
2510,32,20.0
2510,36,40.0
2510,37,40.0
2511,24,100.0
2512,26,100.0
2513,31,90.0
2513,38,10.0
2514,42,20.0
2514,43,60.0
2514,44,20.0
2515,28,100.0
2516,25,100.0
2517,27,70.0
2517,30,10.0
2517,32,20.0
2518,37,40.0
2518,41,40.0
2518,42,20.0
2519,34,100.0
2520,42,30.0
2520,43,70.0
2521,42,90.0
2521,44,10.0
2522,29,100.0
2523,25,20.0
2523,29,80.0
2524,33,100.0
2525,28,40.0
2525,38,60.0
2526,25,20.0
2526,29,80.0
2527,28,100.0
2528,38,30.0
2528,43,70.0
2529,30,100.0
2530,29,100.0
2531,27,100.0
2532,37,40.0
2532,41,30.0
2532,42,30.0
2533,42,70.0
2533,44,30.0
2534,28,100.0
2535,43,100.0
2536,42,70.0
2536,43,30.0
2537,43,100.0
2538,27,70.0
2538,32,30.0
2539,29,100.0
2540,25,40.0
2540,29,60.0
2541,39,60.0
2541,42,40.0
2542,36,30.0
2542,44,70.0
2543,36,100.0
2544,27,70.0
2544,32,30.0
2545,28,100.0
2546,24,50.0
2546,29,50.0
2547,27,70.0
2547,32,30.0
2548,26,100.0
2549,27,100.0
2550,42,100.0
2551,42,60.0
2551,43,40.0
2552,42,30.0
2552,43,70.0
2553,37,30.0
2553,41,40.0
2553,42,30.0
2554,27,100.0
2555,23,30.0
2555,35,70.0
2556,42,20.0
2556,43,60.0
2556,44,20.0
2557,34,90.0
2557,37,10.0
2558,27,100.0
2559,37,60.0
2559,43,40.0
2560,38,50.0
2560,44,50.0
2561,33,100.0
2562,36,40.0
2562,44,60.0
2563,42,100.0
2564,24,100.0
2565,42,100.0
2566,27,100.0
2567,26,100.0
2568,32,70.0
2568,37,30.0
2569,34,100.0
2570,25,30.0
2570,29,70.0
2571,41,60.0
2571,42,40.0
2572,25,20.0
2572,27,80.0
2573,27,100.0
2574,27,100.0
2575,33,20.0
2575,38,40.0
2575,41,40.0
2576,30,20.0
2576,31,40.0
2576,36,40.0
2577,39,100.0
2578,24,100.0
2579,34,40.0
2579,35,60.0
2580,31,50.0
2580,41,50.0
2581,42,40.0
2581,43,60.0
2582,36,100.0
2583,23,60.0
2583,29,40.0
2584,34,100.0
2585,25,70.0
2585,27,30.0
2586,28,100.0
2587,33,50.0
2587,35,50.0
2588,27,100.0
2589,34,100.0
2590,27,100.0
2591,23,80.0
2591,24,20.0
2592,23,100.0
2593,24,50.0
2593,28,50.0
2594,25,60.0
2594,27,40.0
2595,36,90.0
2595,39,10.0
2596,32,40.0
2596,37,60.0
2597,27,100.0
2598,29,100.0
2599,28,100.0
2600,40,80.0
2600,42,20.0
2601,23,40.0
2601,30,60.0
2602,23,100.0
2603,41,60.0
2603,43,20.0
2603,44,20.0
2604,23,20.0
2604,29,80.0
2605,24,100.0
2606,32,100.0
2607,32,40.0
2607,38,60.0
2608,28,100.0
2609,24,80.0
2609,25,20.0
2610,42,80.0
2610,44,20.0
2611,27,100.0
2612,33,100.0
2613,23,20.0
2613,28,80.0
2614,35,100.0
2615,24,100.0
2616,38,70.0
2616,42,30.0
2617,24,100.0
2618,40,50.0
2618,41,20.0
2618,43,30.0
2619,32,60.0
2619,37,40.0
2620,36,100.0
2621,42,100.0
2622,27,100.0
2623,32,20.0
2623,38,80.0
2624,27,30.0
2624,29,50.0
2624,32,20.0
2625,26,100.0
2626,28,50.0
2626,38,50.0
2627,41,100.0
2628,25,100.0
2629,42,100.0
2630,39,70.0
2630,40,30.0
2631,25,40.0
2631,29,60.0
2632,36,30.0
2632,39,70.0
2633,27,40.0
2633,30,60.0
2634,38,40.0
2634,42,60.0
2635,41,60.0
2635,43,40.0
2636,27,100.0
2637,23,60.0
2637,28,20.0
2637,29,20.0
2638,32,100.0
2639,31,100.0
2640,28,70.0
2640,29,30.0
2641,37,50.0
2641,43,50.0
2642,24,40.0
2642,25,60.0
2643,37,30.0
2643,38,70.0
2644,41,20.0
2644,42,20.0
2644,43,60.0
2645,25,10.0
2645,29,90.0
2646,27,70.0
2646,30,30.0
2647,39,100.0
2648,38,100.0
2649,32,100.0
2650,24,60.0
2650,25,40.0
2651,23,30.0
2651,38,70.0
2652,29,100.0
2653,27,80.0
2653,30,20.0
2654,42,100.0
2655,36,20.0
2655,43,80.0
2656,25,80.0
2656,32,20.0
2657,37,100.0
2658,37,100.0
2660,27,50.0
2660,30,50.0
2661,39,100.0
2662,27,100.0
2663,38,30.0
2663,41,40.0
2663,42,30.0
2664,42,100.0
2665,24,100.0
2666,25,50.0
2666,29,50.0
2667,28,100.0
2668,41,60.0
2668,42,40.0
2669,37,30.0
2669,41,40.0
2669,42,30.0
2670,23,100.0
2671,28,90.0
2671,37,10.0
2672,26,100.0
2673,32,100.0
2674,28,100.0
2675,27,40.0
2675,32,60.0
2676,39,30.0
2676,43,70.0
2677,38,100.0
2678,25,100.0
2679,38,100.0
2680,27,20.0
2680,32,80.0
2681,29,100.0
2682,24,90.0
2682,29,10.0
2683,27,100.0
2684,36,40.0
2684,43,60.0
2685,42,50.0
2685,43,50.0
2686,24,10.0
2686,29,90.0
2687,27,30.0
2687,41,70.0
2688,27,100.0
2689,32,100.0
2690,41,100.0
2691,27,100.0
2692,33,100.0
2693,35,100.0
2694,26,100.0
2695,43,60.0
2695,44,40.0
2696,40,30.0
2696,42,70.0
2697,44,100.0
2698,24,70.0
2698,29,30.0
2699,24,100.0
2700,27,100.0
2701,27,100.0
2702,34,20.0
2702,37,80.0
2703,27,100.0
2704,27,70.0
2704,32,30.0
2705,25,30.0
2705,32,70.0
2706,36,100.0
2707,27,100.0
2708,24,20.0
2708,25,60.0
2708,29,20.0
2709,41,20.0
2709,42,30.0
2709,43,50.0
2710,25,30.0
2710,27,70.0
2711,27,60.0
2711,32,40.0
2712,25,100.0
2713,27,80.0
2713,32,20.0
2714,36,20.0
2714,39,80.0
2715,28,100.0
2716,31,80.0
2716,42,20.0
2717,27,100.0
2718,29,20.0
2718,43,80.0
2719,23,100.0
2720,24,100.0
2721,42,20.0
2721,43,80.0
2722,37,100.0
2723,27,70.0
2723,30,30.0
2724,44,100.0
2725,25,30.0
2725,29,70.0
2726,38,100.0
2727,24,100.0
2728,42,100.0
2729,33,100.0
2730,23,70.0
2730,26,30.0
2731,37,30.0
2731,42,70.0
2732,30,100.0
2733,43,100.0
2734,29,100.0
2735,23,60.0
