id,rfcd_l0_s_count,rfcd_l0_s_rate,rfcd_l1_s_count,rfcd_l1_s_rate,rfcd_l2_s_count,rfcd_l2_s_rate,seo_l0_s_count,seo_l0_s_rate,seo_l1_s_count,seo_l1_s_rate,seo_l2_s_count,seo_l2_s_rate,Dept.No._s_count,Dept.No._s_rate,Faculty.No._s_count,Faculty.No._s_rate,sponsor_s_count,sponsor_s_rate,grant_category_s_count,grant_category_s_rate
3160,3,0.6,1,0.5,1,0.5,1,1.0,0,,0,,3,0.6,3,0.6,2,1.0,2,0.6666666666666666
3161,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,2,0.2,0,,1,0.3333333333333333
3162,8,0.47058823529411764,6,0.6666666666666666,0,,8,0.5,8,0.5,6,0.42857142857142855,8,0.47058823529411764,8,0.47058823529411764,5,0.7142857142857143,3,1.0
3163,4,0.5714285714285714,3,0.5,0,0.0,4,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,4,0.5714285714285714,3,1.0,3,0.75
3164,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,2,0.2,0,,1,0.3333333333333333
3165,7,1.0,6,1.0,0,,8,0.8888888888888888,8,0.8888888888888888,7,0.875,9,0.8181818181818182,9,0.8181818181818182,4,1.0,4,0.8
3166,5,1.0,5,1.0,3,1.0,5,0.8333333333333334,5,0.8333333333333334,5,0.8333333333333334,5,0.7142857142857143,5,0.7142857142857143,2,1.0,1,1.0
3167,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3168,4,0.5714285714285714,2,0.4,2,0.5,4,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4,0.5714285714285714,4,0.5714285714285714,2,0.4,2,0.6666666666666666
3169,1,0.3333333333333333,1,1.0,1,1.0,1,0.5,1,0.5,1,0.5,2,0.5,2,0.5,2,1.0,2,1.0
3170,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3171,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3172,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3173,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,0,,0,
3174,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,0.5,2,0.6666666666666666,2,0.6666666666666666,0,,0,
3175,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3176,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3177,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3178,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3179,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3180,2,0.6666666666666666,1,1.0,1,1.0,2,0.6666666666666666,1,0.5,1,0.5,2,0.6666666666666666,2,0.6666666666666666,1,1.0,1,1.0
3181,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3182,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3183,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
3184,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
3185,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3186,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3187,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3188,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,1,1.0,1,1.0
3189,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3190,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3191,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
3192,0,,0,,0,,3,0.5,3,0.5,3,0.5,4,0.5714285714285714,4,0.5714285714285714,0,,0,
3193,0,,0,,0,,2,1.0,1,1.0,1,1.0,5,1.0,5,1.0,0,,0,
3194,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3195,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3196,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3197,4,0.5714285714285714,4,0.8,0,0.0,4,0.5714285714285714,4,0.6666666666666666,4,0.6666666666666666,4,0.5714285714285714,4,0.5714285714285714,0,,0,
3198,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,,1,0.5,1,0.5,1,1.0,1,1.0
3199,1,0.5,1,0.5,1,1.0,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
3200,0,0.0,0,0.0,0,0.0,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3201,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3202,17,0.3617021276595745,17,0.3695652173913043,12,0.3157894736842105,17,0.3617021276595745,17,0.38636363636363635,2,0.25,18,0.375,18,0.375,1,0.3333333333333333,1,0.3333333333333333
3203,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,
3204,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3205,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3206,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3207,5,0.7142857142857143,5,0.7142857142857143,4,0.6666666666666666,5,0.7142857142857143,4,0.6666666666666666,4,0.6666666666666666,7,0.7777777777777778,7,0.7777777777777778,0,,0,
3208,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,,0,
3209,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3210,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3211,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,1,1.0,2,1.0,2,1.0,0,,0,
3212,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3213,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3214,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3217,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3218,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3219,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3220,2,0.6666666666666666,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,0.6666666666666666,2,0.6666666666666666,0,,1,0.5
3221,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0
3222,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,0.0
3223,2,0.6666666666666666,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,0.6666666666666666,2,0.6666666666666666,0,,0,
3224,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
3225,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3226,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3227,0,,0,,0,,0,,0,,0,,3,1.0,3,1.0,0,,0,
3228,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3229,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3230,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3231,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3232,6,0.75,5,0.7142857142857143,2,0.6666666666666666,6,0.75,5,0.7142857142857143,5,0.7142857142857143,8,0.8,8,0.8,0,0.0,0,0.0
3233,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3234,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3235,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3236,11,0.8461538461538461,10,0.8333333333333334,8,0.8,10,0.7692307692307693,10,0.7692307692307693,10,0.7692307692307693,11,0.7857142857142857,11,0.7857142857142857,1,1.0,1,1.0
3237,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.35714285714285715,5,0.35714285714285715,0,0.0,0,0.0
3239,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3240,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3241,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3242,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3243,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3244,5,0.5,1,0.5,0,,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,3,0.75,3,0.75
3245,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3246,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,3,1.0,3,0.75
3247,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3248,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3249,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3250,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,0.0,0,0.0,0,,0,
3251,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3252,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3253,1,0.25,1,0.25,0,0.0,1,0.25,1,0.3333333333333333,1,0.5,1,0.16666666666666666,1,0.16666666666666666,0,,0,
3254,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3255,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3256,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3257,3,0.5,2,0.4,2,0.4,3,0.5,3,0.6,3,0.6,3,0.5,3,0.5,2,1.0,2,1.0
3258,5,0.5,1,0.5,0,,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,5,0.45454545454545453,3,0.75,3,0.75
3259,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3260,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3261,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3262,1,1.0,1,1.0,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0
3263,2,0.5,2,0.5,2,1.0,2,0.5,2,1.0,2,1.0,3,0.6,3,0.6,2,1.0,2,1.0
3264,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,7,0.6363636363636364,7,0.6363636363636364,0,0.0,0,0.0
3265,6,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6,0.6666666666666666,6,0.75,2,0.5,6,0.6666666666666666,6,0.6666666666666666,2,1.0,2,1.0
3266,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0
3267,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,4,0.8,4,0.8,2,1.0,2,1.0
3268,6,1.0,6,1.0,5,1.0,3,1.0,3,1.0,3,1.0,6,1.0,6,1.0,6,1.0,6,1.0
3269,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0
3270,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,5,0.625,1,1.0,1,1.0
3271,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3273,3,0.75,2,1.0,1,1.0,0,,0,,0,,4,0.8,4,0.8,2,1.0,2,1.0
3274,5,0.7142857142857143,2,0.5,0,0.0,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,2,1.0,2,1.0
3275,1,0.5,1,0.5,0,0.0,1,0.5,1,1.0,0,,1,0.5,1,0.5,0,0.0,0,0.0
3276,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,
3277,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3278,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,,0,0.0,0,0.0,0,,0,
3279,0,0.0,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
3280,3,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,2,1.0,1,1.0,3,0.42857142857142855,3,0.42857142857142855,1,1.0,1,1.0
3281,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3282,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,6,0.8571428571428571,6,0.8571428571428571,4,1.0,4,1.0
3283,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3284,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3285,2,0.5,2,0.5,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.5,2,0.5,0,0.0,0,0.0
3286,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3287,7,0.5,4,0.36363636363636365,4,0.4444444444444444,8,0.4444444444444444,8,0.4444444444444444,1,0.5,13,0.5652173913043478,13,0.5652173913043478,0,,0,0.0
3288,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3289,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3290,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3291,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3292,0,0.0,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
3293,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,2,1.0,2,1.0,2,1.0,2,1.0
3294,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3295,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3296,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3297,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,0.0,0,0.0
3298,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3299,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3300,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3301,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3302,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3303,0,0.0,0,0.0,0,,0,0.0,0,,0,,0,0.0,0,0.0,0,,0,
3304,3,0.42857142857142855,3,0.42857142857142855,3,0.5,3,0.375,3,0.375,3,0.375,4,0.4,4,0.4,0,0.0,0,0.0
3305,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3306,3,0.5,3,0.6,1,0.5,3,0.5,2,0.6666666666666666,2,0.6666666666666666,3,0.375,3,0.375,0,,0,
3307,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3308,5,0.625,5,0.7142857142857143,5,0.7142857142857143,5,0.5555555555555556,5,0.625,5,0.625,6,0.6,6,0.6,3,0.75,3,0.75
3309,17,0.37777777777777777,17,0.38636363636363635,13,0.3611111111111111,17,0.37777777777777777,17,0.40476190476190477,15,0.39473684210526316,18,0.391304347826087,18,0.391304347826087,0,0.0,11,0.4230769230769231
3310,7,0.5833333333333334,7,0.5833333333333334,4,0.5,12,0.7058823529411765,8,0.8,0,,15,0.7142857142857143,15,0.7142857142857143,1,0.3333333333333333,3,0.5
3311,2,0.2,0,0.0,0,0.0,2,0.2,1,0.14285714285714285,1,0.3333333333333333,3,0.25,3,0.25,1,0.2,2,0.3333333333333333
3312,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3313,3,0.5,3,0.5,1,0.25,3,0.42857142857142855,3,0.42857142857142855,3,0.42857142857142855,3,0.375,3,0.375,2,1.0,3,0.75
3314,3,0.75,0,0.0,0,0.0,3,0.75,2,0.6666666666666666,2,0.6666666666666666,3,0.75,3,0.75,0,,2,0.6666666666666666
3315,2,0.2222222222222222,0,0.0,0,0.0,2,0.2,1,0.14285714285714285,0,0.0,3,0.25,3,0.25,0,,1,0.2
3316,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,1,0.2,1,0.16666666666666666,1,0.16666666666666666,0,,0,
3317,1,0.5,1,0.5,1,0.5,1,0.5,1,1.0,1,1.0,1,0.5,1,0.5,0,,0,
3318,5,0.38461538461538464,5,0.38461538461538464,2,0.25,3,0.2727272727272727,2,0.2,0,,5,0.3333333333333333,5,0.3333333333333333,2,1.0,2,0.5
3319,3,0.42857142857142855,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,2,0.3333333333333333,3,0.42857142857142855,3,0.42857142857142855,0,,0,0.0
3320,6,0.6,0,0.0,0,0.0,6,0.6,6,0.6,3,0.6,6,0.5454545454545454,6,0.5454545454545454,0,,2,0.5
3321,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3322,2,0.2222222222222222,0,0.0,0,0.0,2,0.2,1,0.14285714285714285,0,0.0,3,0.25,3,0.25,0,,1,0.2
3323,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,1,0.125,1,0.125,0,,0,
3324,17,0.37777777777777777,17,0.38636363636363635,12,0.3333333333333333,17,0.37777777777777777,17,0.40476190476190477,13,0.40625,18,0.391304347826087,18,0.391304347826087,0,,1,0.5
3325,5,0.625,5,0.7142857142857143,5,0.7142857142857143,5,0.5555555555555556,5,0.625,5,0.625,6,0.6,6,0.6,3,0.75,3,0.75
3326,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3327,1,1.0,1,1.0,1,1.0,2,1.0,1,1.0,1,1.0,2,1.0,2,1.0,0,,0,
3328,1,0.3333333333333333,1,1.0,1,1.0,1,0.3333333333333333,1,0.3333333333333333,1,0.5,1,0.25,1,0.25,1,1.0,1,1.0
3329,2,0.2222222222222222,0,0.0,0,,2,0.2,1,0.14285714285714285,0,0.0,3,0.25,3,0.25,0,,0,
3330,19,0.7916666666666666,19,0.7916666666666666,9,0.6923076923076923,19,0.7916666666666666,2,0.5,1,1.0,23,0.7931034482758621,23,0.7931034482758621,2,1.0,3,0.6
3331,3,0.3333333333333333,3,0.3333333333333333,0,0.0,3,0.3333333333333333,1,0.2,1,0.3333333333333333,3,0.2727272727272727,3,0.2727272727272727,0,,0,0.0
3332,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3333,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3335,3,0.5,2,1.0,1,1.0,4,0.5714285714285714,4,0.5714285714285714,3,0.5,5,0.625,5,0.625,1,1.0,1,1.0
3336,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
3337,2,1.0,2,1.0,0,,2,1.0,2,1.0,2,1.0,2,1.0,2,1.0,0,,0,
3338,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,2,1.0,2,1.0,0,,0,
3339,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3340,2,0.3333333333333333,2,0.5,2,0.5,2,0.3333333333333333,2,0.5,2,0.5,2,0.2857142857142857,2,0.2857142857142857,0,0.0,0,0.0
3341,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,0,,0,
3342,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,5,0.8333333333333334,5,0.8333333333333334,1,1.0,1,1.0
3343,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3344,2,0.3333333333333333,2,0.5,2,0.5,2,0.3333333333333333,2,0.5,2,0.5,2,0.2857142857142857,2,0.2857142857142857,0,0.0,0,0.0
3345,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,0,
3346,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3347,7,0.5833333333333334,7,0.7,7,0.7,7,0.5833333333333334,7,0.5833333333333334,7,0.5833333333333334,7,0.5384615384615384,7,0.5384615384615384,0,,2,0.4
3348,22,0.44,22,0.44,14,0.4666666666666667,0,0.0,0,0.0,0,0.0,23,0.41818181818181815,23,0.41818181818181815,0,,2,0.5
3349,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,
3350,0,,0,,0,,0,,0,,0,,1,1.0,1,1.0,0,,1,1.0
3351,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3352,2,0.3333333333333333,2,0.5,2,0.5,2,0.3333333333333333,2,0.5,2,0.5,2,0.2857142857142857,2,0.2857142857142857,0,0.0,0,0.0
3353,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3354,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3355,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3356,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3357,1,0.25,1,0.25,1,0.3333333333333333,1,0.25,1,0.25,1,0.3333333333333333,1,0.25,1,0.25,0,,0,
3358,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,,0,0.0
3359,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3360,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0
3361,7,0.3888888888888889,7,0.3888888888888889,6,0.5,8,0.42105263157894735,7,0.5,5,0.5555555555555556,13,0.5416666666666666,13,0.5416666666666666,0,0.0,2,0.5
3362,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,1,0.25,1,0.25,0,,0,
3363,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3364,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3365,3,1.0,3,1.0,0,,3,1.0,2,1.0,2,1.0,3,0.75,3,0.75,0,,1,0.5
3366,4,0.2857142857142857,4,0.3333333333333333,4,0.3333333333333333,4,0.2857142857142857,4,0.3333333333333333,4,0.36363636363636365,4,0.2857142857142857,4,0.2857142857142857,0,,3,0.5
3367,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,2,0.4,0,0.0,0,0.0
3368,3,0.42857142857142855,3,0.42857142857142855,0,,3,0.42857142857142855,1,0.3333333333333333,0,,4,0.5,4,0.5,0,,0,
3369,12,0.8571428571428571,11,0.8461538461538461,8,0.8888888888888888,11,0.7857142857142857,11,0.7857142857142857,11,0.7857142857142857,12,0.8,12,0.8,0,,6,0.75
3370,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.625,5,0.625,0,0.0,2,0.4
3371,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3372,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3373,5,0.5555555555555556,5,0.5555555555555556,3,0.42857142857142855,5,0.5555555555555556,5,0.7142857142857143,5,0.7142857142857143,5,0.5555555555555556,5,0.5555555555555556,0,0.0,0,0.0
3374,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3375,0,,0,,0,,0,,0,,0,,0,0.0,0,0.0,0,,0,
3376,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,
3377,3,0.5,3,0.6,1,0.5,3,0.5,2,0.6666666666666666,2,0.6666666666666666,3,0.375,3,0.375,0,0.0,1,0.25
3378,12,0.8571428571428571,11,0.8461538461538461,9,0.8181818181818182,11,0.7857142857142857,11,0.7857142857142857,0,0.0,12,0.8,12,0.8,0,,0,
3379,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3380,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0
3381,1,1.0,1,1.0,0,,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,,0,
3382,7,0.5384615384615384,7,0.5833333333333334,7,0.6363636363636364,6,0.5,6,0.5,5,0.45454545454545453,8,0.5333333333333333,8,0.5333333333333333,0,,0,0.0
3383,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3384,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3385,4,0.5714285714285714,4,0.8,4,1.0,4,0.5714285714285714,4,0.8,4,0.8,4,0.5714285714285714,4,0.5714285714285714,0,,0,
3386,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,1,0.14285714285714285,0,,0,
3387,3,0.5,3,0.6,3,0.6,5,0.625,5,0.625,0,,5,0.625,5,0.625,0,,0,
3388,7,0.7,4,0.6666666666666666,0,0.0,3,0.6,3,0.6,0,,7,0.7,7,0.7,0,,2,1.0
3389,1,0.2,1,0.2,0,0.0,1,0.2,0,,0,,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0
3390,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,,0,
3391,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
3392,1,0.16666666666666666,1,0.16666666666666666,1,0.16666666666666666,2,0.25,2,0.25,1,0.14285714285714285,2,0.2222222222222222,2,0.2222222222222222,0,0.0,0,0.0
3393,5,0.8333333333333334,5,0.8333333333333334,1,0.5,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,5,0.7142857142857143,0,,0,
3394,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,1.0,3,0.75,3,0.75,0,0.0,0,0.0
3395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,,0,0.0,0,0.0,0,0.0,0,0.0
3396,2,0.6666666666666666,2,0.6666666666666666,2,1.0,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,0,,0,
